,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Это,это,PRON,nsubj,[15],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
4,картина,картина,NOUN,nsubj,[15],[],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
12,не,не,PART,advmod,[15],[],Polarity=Neg
15,вызывает,вызывать,VERB,ROOT,[],"[0, 4, 12, 26, 40, 51]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
24,у,у,ADP,case,"[26, 15]",[],
26,меня,я,PRON,obl,[15],[24],Case=Gen|Number=Sing|Person=First
31,никакого,никакой,DET,det,"[40, 15]",[],Case=Gen|Gender=Neut|Number=Sing
40,впечатления,впечатление,NOUN,obj,[15],[31],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
51,.,.,PUNCT,punct,[15],[],
53,На,на,ADP,case,"[56, 62]",[],
56,ней,она,PRON,obl,[62],[53],Case=Loc|Gender=Fem|Number=Sing|Person=Third
60,я,я,PRON,nsubj,[62],[],Case=Nom|Number=Sing|Person=First
62,вижу,видеть,VERB,ROOT,[],"[56, 60, 76, 104, 112]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
67,молодого,молодой,ADJ,amod,"[76, 62]",[],Animacy=Anim|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
76,человека,человек,NOUN,obj,[62],[67],Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
85,скорее,скорее,ADV,advmod,"[104, 62]",[92],Degree=Pos
92,всего,всего,PRON,obl,"[85, 104, 62]",[],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
98,с,с,ADP,case,"[104, 62]",[],
100,его,его,DET,det,"[104, 62]",[],
104,матушкой,матушка,NOUN,obl,[62],"[85, 98, 100]",Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing
112,.,.,PUNCT,punct,[62],[],
114,На,на,ADP,case,"[117, 123]",[],
117,ней,она,PRON,obl,[123],[114],Case=Loc|Gender=Fem|Number=Sing|Person=Third
121,я,я,PRON,nsubj,[123],[],Case=Nom|Number=Sing|Person=First
123,вижу,видеть,VERB,ROOT,[],"[117, 121, 137, 153, 186]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
128,молодого,молодой,ADJ,amod,"[137, 123]",[],Animacy=Anim|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
137,человека,человек,NOUN,obj,[123],[128],Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
146,на,на,ADP,case,"[149, 153, 123]",[],
149,вид,вид,NOUN,obl,"[153, 123]",[146],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
153,привлекателен,привлекательный,ADJ,conj,[123],"[149, 177]",Degree=Pos|Gender=Masc|Number=Sing|StyleVariant=Short
166,",",",",PUNCT,punct,"[177, 153, 123]",[],
168,наверное,наверное,ADV,advmod,"[177, 153, 123]",[],Degree=Pos
177,есть,быть,VERB,parataxis,"[153, 123]","[166, 168, 182]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
182,жена,жена,NOUN,nsubj,"[177, 153, 123]",[],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
186,.,.,PUNCT,punct,[123],[],
188,Мать,мать,NOUN,nsubj,[234],"[200, 207, 214]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
193,(,(,PUNCT,punct,"[200, 188, 234]",[],
194,как,как,SCONJ,mark,"[200, 188, 234]",[],
198,я,я,PRON,nsubj,"[200, 188, 234]",[],Case=Nom|Number=Sing|Person=First
