,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Ура,ура,PROPN,parataxis,[44],[3],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
3,",",",",PUNCT,punct,"[0, 44]",[],
5,у,у,ADP,case,"[7, 44]",[],
7,меня,я,PRON,obl,[44],"[5, 12]",Case=Gen|Number=Sing|Person=First
12,миллион,миллион,NOUN,nsubj,"[7, 44]",[],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
19,",",",",PUNCT,punct,"[30, 44]",[],
21,основную,основный,ADJ,amod,"[30, 44]",[],Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
30,часть,часть,NOUN,obj,[44],"[19, 21, 36]",Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
36,денег,деньга,NOUN,nmod,"[30, 44]",[],Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
42,я,я,PRON,nsubj,[44],[],Case=Nom|Number=Sing|Person=First
44,вложу,вложить,VERB,ROOT,[],"[0, 7, 30, 42, 52, 76, 116, 120]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
50,в,в,ADP,case,"[52, 44]",[],
52,бизнес,бизнес,NOUN,obl,[44],[50],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
58,",",",",PUNCT,punct,"[76, 44]",[],
60,некоторую,некоторый,DET,det,"[70, 76, 44]",[],Case=Acc|Gender=Fem|Number=Sing
70,часть,часть,NOUN,obj,"[76, 44]",[60],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
76,отдам,отдать,VERB,conj,[44],"[58, 70, 85]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
82,на,на,ADP,case,"[85, 76, 44]",[],
85,благотворительность,благотворительность,NOUN,obl,"[76, 44]",[82],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
104,",",",",PUNCT,punct,"[116, 44]",[],
106,но,но,CCONJ,cc,"[116, 44]",[],
109,первый,первый,ADJ,amod,"[116, 44]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
116,день,день,NOUN,conj,[44],"[104, 106, 109]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
120,...,...,PUNCT,punct,[44],[],
124,Я,я,PRON,nsubj,[126],[],Case=Nom|Number=Sing|Person=First
126,накуплю,накупить,VERB,ROOT,[],"[124, 134, 173, 202, 223, 244]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
134,одежды,одежда,NOUN,obj,[126],[157],Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
140,",",",",PUNCT,punct,"[157, 134, 126]",[],
142,которую,которую,PRON,obj,"[157, 134, 126]",[],Case=Acc|Gender=Fem|Number=Sing
150,всегда,всегда,ADV,advmod,"[157, 134, 126]",[],Degree=Pos
157,хотела,хотеть,VERB,acl:relcl,"[134, 126]","[140, 142, 150]",Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
163,",",",",PUNCT,punct,"[173, 126]",[],
165,вкусной,вкусный,ADJ,amod,"[173, 126]",[],Case=Gen|Degree=Pos|Gender=Fem|Number=Sing
173,еды,еда,NOUN,obl,[126],"[163, 165, 186, 191]",Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
176,",",",",PUNCT,punct,"[186, 173, 126]",[],
178,дорогих,дорогой,ADJ,amod,"[186, 173, 126]",[],Case=Gen|Degree=Pos|Number=Plur
186,вин,вина,NOUN,conj,"[173, 126]","[176, 178]",Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
189,",",",",PUNCT,punct,"[191, 173, 126]",[],
191,украшений,украшение,NOUN,conj,"[173, 126]",[189],Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur
200,",",",",PUNCT,punct,"[202, 126]",[],
202,помогу,помочь,VERB,conj,[126],"[200, 209]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
209,близким,близким,NOUN,iobj,"[202, 126]",[],Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur
216,;,;,PUNCT,punct,"[223, 126]",[],
