,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Привет,привет,NOUN,ROOT,[],"[8, 23]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
6,",",",",PUNCT,punct,"[8, 0]",[],
8,Яшка,яшка,PROPN,conj,[0],"[6, 18]",Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
12,",",",",PUNCT,punct,"[18, 8, 0]",[],
14,как,как,SCONJ,case,"[18, 8, 0]",[],
18,жизнь,жизнь,NOUN,acl,"[8, 0]","[12, 14]",Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
23,?,?,PUNCT,punct,[0],[],
25,Давно,давно,ADV,advmod,[34],[],Degree=Pos
31,не,не,PART,advmod,[34],[],Polarity=Neg
34,писал,писать,VERB,ROOT,[],"[25, 31, 40, 46, 59, 78, 82]",Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
40,тебе,ты,PRON,iobj,[34],[],Case=Dat|Number=Sing|Person=Second
44,",",",",PUNCT,punct,"[46, 34]",[],
46,занят,занять,VERB,conj,[34],"[44, 52]",Aspect=Perf|Gender=Masc|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
52,вечно,вечно,ADV,advmod,"[46, 34]",[],Degree=Pos
57,",",",",PUNCT,punct,"[59, 34]",[],
59,учеба,учёба,NOUN,nsubj,[34],"[57, 66]",Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
64,",",",",PUNCT,punct,"[66, 59, 34]",[],
66,работа,работа,NOUN,conj,"[59, 34]",[64],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
72,",",",",PUNCT,punct,"[78, 34]",[],
74,все,весь,DET,det,"[78, 34]",[],Case=Nom|Number=Plur
78,дела,дело,NOUN,conj,[34],"[72, 74]",Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
82,.,.,PUNCT,punct,[34],[],
84,Как,как,SCONJ,mark,[88],[],
88,сам,сам,ADJ,ROOT,[],"[84, 97, 101]",Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
91,",",",",PUNCT,punct,"[97, 88]",[],
93,как,как,SCONJ,case,"[97, 88]",[],
97,мама,мама,NOUN,obl,[88],"[91, 93]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
