,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,На,на,ADP,case,"[3, 14]",[],
3,картине,картина,NOUN,obl,[14],[0],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
11,мы,мы,PRON,nsubj,[14],[],Case=Nom|Number=Plur|Person=First
14,видим,видеть,VERB,ROOT,[],"[3, 11, 39, 498]",Aspect=Imp|Mood=Ind|Number=Plur|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
20,красивого,красивый,ADJ,amod,"[39, 14]",[],Animacy=Anim|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
30,молодого,молодой,ADJ,amod,"[39, 14]",[],Animacy=Anim|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
39,парня,парень,NOUN,obj,[14],"[20, 30, 63]",Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
44,",",",",PUNCT,punct,"[63, 39, 14]",[],
46,по,по,ADP,case,"[49, 63, 39, 14]",[],
49,лицу,лицо,NOUN,obl,"[63, 39, 14]","[46, 54]",Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
54,которого,которого,PRON,nmod,"[49, 63, 39, 14]",[],Case=Gen|Gender=Masc|Number=Sing
63,видно,видно,ADV,acl:relcl,"[39, 14]","[44, 49, 77]",Degree=Pos
68,",",",",PUNCT,punct,"[77, 63, 39, 14]",[],
70,что,что,SCONJ,mark,"[77, 63, 39, 14]",[],
74,он,он,PRON,nsubj:pass,"[77, 63, 39, 14]",[],Case=Nom|Gender=Masc|Number=Sing|Person=Third
77,встревожен,встревожен,ADJ,ccomp,"[63, 39, 14]","[68, 70, 74, 114, 162]",Degree=Pos|Gender=Masc|Number=Sing|StyleVariant=Short
87,",",",",PUNCT,punct,"[114, 77, 63, 39, 14]",[],
89,а,а,CCONJ,cc,"[114, 77, 63, 39, 14]",[],
91,на,на,ADP,case,"[101, 114, 77, 63, 39, 14]",[],
94,заднем,задний,ADJ,amod,"[101, 114, 77, 63, 39, 14]",[],Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
101,плане,план,NOUN,nmod,"[114, 77, 63, 39, 14]","[91, 94]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
107,старая,старый,ADJ,amod,"[114, 77, 63, 39, 14]",[],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
114,женщина,женщина,NOUN,conj,"[77, 63, 39, 14]","[87, 89, 101, 107]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
121,",",",",PUNCT,punct,"[162, 77, 63, 39, 14]",[],
123,с,с,ADP,case,"[133, 162, 77, 63, 39, 14]",[],
125,первого,первый,ADJ,amod,"[133, 162, 77, 63, 39, 14]",[],Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
133,взгляда,взгляд,NOUN,obl,"[162, 77, 63, 39, 14]","[123, 125]",Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
141,посмотрев,посмотреть,VERB,advmod,"[162, 77, 63, 39, 14]",[154],Aspect=Perf|Tense=Past|VerbForm=Conv|Voice=Act
151,на,на,ADP,case,"[154, 141, 162, 77, 63, 39, 14]",[],
154,которую,которую,PRON,obl,"[141, 162, 77, 63, 39, 14]",[151],Case=Acc|Gender=Fem|Number=Sing
162,думаешь,думать,VERB,conj,"[77, 63, 39, 14]","[121, 133, 141, 196]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Second|Tense=Pres|VerbForm=Fin|Voice=Act
169,",",",",PUNCT,punct,"[196, 162, 77, 63, 39, 14]",[],
171,что,что,SCONJ,mark,"[196, 162, 77, 63, 39, 14]",[],
175,это,это,PRON,nsubj,"[196, 162, 77, 63, 39, 14]",[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
179,доброжелательная,доброжелательный,ADJ,amod,"[196, 162, 77, 63, 39, 14]",[],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
196,старушка,старушка,NOUN,ccomp,"[162, 77, 63, 39, 14]","[169, 171, 175, 179, 209, 253]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
