,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Я,я,PRON,nsubj,[2],[],Case=Nom|Number=Sing|Person=First
2,отмечу,отметить,VERB,ROOT,[],"[0, 13, 22, 62, 85]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
9,это,этот,DET,det,"[13, 2]",[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
13,событие,событие,NOUN,obj,[2],[9],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
20,",",",",PUNCT,punct,"[22, 2]",[],
22,соберу,собрать,VERB,conj,[2],"[20, 34]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
29,всех,весь,DET,det,"[34, 22, 2]",[],Animacy=Inan|Case=Acc|Number=Plur
34,людей,человек,NOUN,obj,"[22, 2]","[29, 41]",Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur
39,",",",",PUNCT,punct,"[41, 34, 22, 2]",[],
41,близких,близкий,ADJ,amod,"[34, 22, 2]","[39, 49]",Animacy=Anim|Case=Acc|Degree=Pos|Number=Plur
49,мне,я,PRON,iobj,"[41, 34, 22, 2]",[],Case=Dat|Number=Sing|Person=First
52,",",",",PUNCT,punct,"[62, 2]",[],
54,и,и,CCONJ,cc,"[62, 2]",[],
56,будем,будем,AUX,aux,"[62, 2]",[],Aspect=Imp|Mood=Ind|Number=Plur|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
62,кутить,кутить,VERB,conj,[2],"[52, 54, 56, 73]",Aspect=Imp|VerbForm=Inf|Voice=Act
68,",",",",PUNCT,punct,"[73, 62, 2]",[],
70,не,не,PART,advmod,"[73, 62, 2]",[],Polarity=Neg
73,зная,знать,VERB,advcl,"[62, 2]","[68, 70, 78]",Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act
78,преград,преграда,NOUN,obj,"[73, 62, 2]",[],Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
85,.,.,PUNCT,punct,[2],[],
87,Я,я,PRON,nsubj,[94],[],Case=Nom|Number=Sing|Person=First
89,буду,буду,AUX,aux,[94],[],Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
94,испытывать,испытывать,VERB,ROOT,[],"[87, 89, 105, 141, 154, 172]",Aspect=Imp|VerbForm=Inf|Voice=Act
105,радость,радость,NOUN,obj,[94],[123],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
112,",",",",PUNCT,punct,"[123, 105, 94]",[],
114,огромную,огромный,ADJ,amod,"[123, 105, 94]",[],Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
123,радость,радость,NOUN,conj,"[105, 94]","[112, 114]",Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
130,",",",",PUNCT,punct,"[141, 94]",[],
132,я,я,PRON,nsubj,"[141, 94]",[],Case=Nom|Number=Sing|Person=First
134,буду,буду,AUX,cop,"[141, 94]",[],Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
139,в,в,ADP,case,"[141, 94]",[],
141,маке,мак,NOUN,conj,[94],"[130, 132, 134, 139]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
145,",",",",PUNCT,punct,"[154, 94]",[],
147,я,я,PRON,nsubj,"[154, 94]",[],Case=Nom|Number=Sing|Person=First
149,буду,буду,AUX,aux,"[154, 94]",[],Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
154,кричать,кричать,VERB,conj,[94],"[145, 147, 149, 164]",Aspect=Imp|VerbForm=Inf|Voice=Act
161,:,:,PUNCT,punct,"[164, 154, 94]",[],
163,«,"""",PUNCT,punct,"[164, 154, 94]",[],
164,Ииихааа,ииихааа,NOUN,parataxis,"[154, 94]","[161, 163, 171]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
171,»,"""",PUNCT,punct,"[164, 154, 94]",[],
172,.,.,PUNCT,punct,[94],[],
174,Пиво,пиво,NOUN,nsubj,[194],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
178,-,-,NOUN,nsubj,[194],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
179,пиво,пиво,NOUN,nsubj,[194],[185],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
