,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,На,на,ADP,case,"[8, 16]",[],
3,этой,этот,DET,det,"[8, 16]",[],Case=Loc|Gender=Fem|Number=Sing
8,картине,картина,NOUN,obl,[16],"[0, 3]",Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
16,изображено,изобразить,VERB,ROOT,[],"[8, 35, 39]",Aspect=Perf|Gender=Neut|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
27,рабочее,рабочий,ADJ,amod,"[35, 16]",[],Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
35,утро,утро,NOUN,nsubj:pass,[16],[27],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
39,.,.,PUNCT,punct,[16],[],
41,Женщина,женщина,NOUN,nsubj,[74],[51],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
49,с,с,ADP,case,"[51, 41, 74]",[],
51,книгами,книга,NOUN,nmod,"[41, 74]",[49],Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur
58,",",",",PUNCT,punct,"[60, 74]",[],
60,скорее,скорее,ADV,parataxis,[74],"[58, 67, 72]",Degree=Pos
67,всего,всего,PRON,obl,"[60, 74]",[],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
72,",",",",PUNCT,punct,"[60, 74]",[],
74,учитель,учитель,NOUN,ROOT,[],"[41, 60, 84, 92, 108]",Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
82,в,в,ADP,case,"[84, 74]",[],
84,школе,школа,NOUN,nmod,[74],[82],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
90,и,и,CCONJ,cc,"[92, 74]",[],
92,спешит,спешить,VERB,conj,[74],"[90, 102]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
99,на,на,ADP,case,"[102, 92, 74]",[],
102,работу,работа,NOUN,obl,"[92, 74]",[99],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
108,.,.,PUNCT,punct,[74],[],
