,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Смотря,смотреть,VERB,advcl,[27],"[14, 21]",Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act
7,на,на,ADP,case,"[14, 0, 27]",[],
10,эту,этот,DET,det,"[14, 0, 27]",[],Case=Acc|Gender=Fem|Number=Sing
14,картину,картина,NOUN,obl,"[0, 27]","[7, 10]",Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
21,",",",",PUNCT,punct,"[0, 27]",[],
23,мне,я,PRON,iobj,[27],[],Case=Dat|Number=Sing|Person=First
27,кажется,казаться,VERB,ROOT,[],"[0, 23, 40, 126]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Mid
34,",",",",PUNCT,punct,"[40, 27]",[],
36,что,что,SCONJ,mark,"[40, 27]",[],
40,изображена,изобразить,VERB,ccomp,[27],"[34, 36, 64, 92]",Aspect=Perf|Gender=Fem|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
51,одна,один,DET,amod,"[64, 40, 27]",[58],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
56,и,и,CCONJ,cc,"[58, 51, 64, 40, 27]",[],
58,та,тот,DET,det,"[51, 64, 40, 27]","[56, 61]",Case=Nom|Gender=Fem|Number=Sing
61,же,же,PART,advmod,"[58, 51, 64, 40, 27]",[],
64,женщина,женщина,NOUN,nsubj:pass,"[40, 27]",[51],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
71,",",",",PUNCT,punct,"[92, 40, 27]",[],
73,но,но,CCONJ,cc,"[92, 40, 27]",[],
76,только,только,PART,advmod,"[92, 40, 27]",[],
83,в,в,ADP,case,"[92, 40, 27]",[],
85,разном,разный,ADJ,amod,"[92, 40, 27]",[],Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
92,возрасте,возраст,NOUN,conj,"[40, 27]","[71, 73, 76, 83, 85, 104, 118]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
100,",",",",PUNCT,punct,"[104, 92, 40, 27]",[],
102,в,в,ADP,case,"[104, 92, 40, 27]",[],
104,молодости,молодость,NOUN,conj,"[92, 40, 27]","[100, 102]",Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
114,и,и,CCONJ,cc,"[118, 92, 40, 27]",[],
116,в,в,ADP,case,"[118, 92, 40, 27]",[],
118,старости,старость,NOUN,conj,"[92, 40, 27]","[114, 116]",Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
126,.,.,PUNCT,punct,[27],[],
