,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Привет,привет,NOUN,parataxis,[26],[6],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
6,",",",",PUNCT,punct,"[0, 26]",[],
8,последний,последний,ADJ,amod,"[18, 26]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
18,месяц,месяц,NOUN,obl,[26],[8],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
24,я,я,PRON,nsubj,[26],[],Case=Nom|Number=Sing|Person=First
26,провел,провести,VERB,ROOT,[],"[0, 18, 24, 43, 63, 83, 92, 102]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
33,с,с,ADP,case,"[43, 26]",[],
35,хорошей,хороший,ADJ,amod,"[43, 26]",[],Case=Ins|Degree=Pos|Gender=Fem|Number=Sing
43,компанией,компания,NOUN,obl,[26],"[33, 35]",Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
52,",",",",PUNCT,punct,"[63, 26]",[],
54,мне,я,PRON,iobj,"[63, 26]",[],Case=Dat|Number=Sing|Person=First
58,было,было,AUX,cop,"[63, 26]",[],Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
63,весело,весёлый,ADJ,conj,[26],"[52, 54, 58, 72]",Degree=Pos|Gender=Neut|Number=Sing|StyleVariant=Short
70,и,и,CCONJ,cc,"[72, 63, 26]",[],
72,хорошо,хорошо,ADV,conj,"[63, 26]",[70],Degree=Pos
78,",",",",PUNCT,punct,"[83, 26]",[],
80,мы,мы,PRON,nsubj,"[83, 26]",[],Case=Nom|Number=Plur|Person=First
83,гуляли,гулять,VERB,conj,[26],"[78, 80]",Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
90,и,и,CCONJ,cc,"[92, 26]",[],
92,веселились,веселиться,VERB,conj,[26],[90],Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid
102,.,.,PUNCT,punct,[26],[],
104,В,в,ADP,case,"[106, 117]",[],
106,общем,общий,ADJ,obl,[117],[104],Case=Loc|Degree=Pos|Gender=Neut|Number=Sing
112,было,было,AUX,cop,[117],[],Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
117,классно,классный,ADJ,ROOT,[],"[106, 112, 124]",Degree=Pos|Gender=Neut|Number=Sing|StyleVariant=Short
124,.,.,PUNCT,punct,[117],[],
126,В,в,ADP,case,"[128, 144]",[],
128,целом,целое,NOUN,obl,[144],[126],Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
134,лето,лето,NOUN,nsubj,[144],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
139,было,было,AUX,cop,[144],[],Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
144,неплохое,неплохой,ADJ,ROOT,[],"[128, 134, 139, 152]",Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
152,...,...,PUNCT,punct,[144],[],
156,Но,но,CCONJ,cc,[164],[],
159,лето,лето,NOUN,nsubj,[164],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
164,пролетело,пролететь,VERB,ROOT,[],"[156, 159, 174, 197, 232]",Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
174,быстро,быстро,ADV,advmod,[164],[183],Degree=Pos
181,и,и,CCONJ,cc,"[183, 174, 164]",[],
183,незаметно,незаметно,ADV,conj,"[174, 164]",[181],Degree=Pos
192,",",",",PUNCT,punct,"[197, 164]",[],
194,не,не,PART,advmod,"[197, 164]",[],Polarity=Neg
197,успел,успеть,VERB,conj,[164],"[192, 194, 203]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
203,оглянуться,оглянуться,VERB,xcomp,"[197, 164]",[218],Aspect=Perf|VerbForm=Inf|Voice=Mid
214,как,как,SCONJ,mark,"[218, 203, 197, 164]",[],
218,началась,начаться,VERB,advcl,"[203, 197, 164]","[214, 227]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
227,учеба,учёба,NOUN,nsubj,"[218, 203, 197, 164]",[],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
232,.,.,PUNCT,punct,[164],[],
234,По,по,ADP,case,"[237, 260]",[],
237,приходу,приход,NOUN,obl,[260],"[234, 247, 258]",Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
245,в,в,ADP,case,"[247, 237, 260]",[],
247,университет,университет,NOUN,nmod,"[237, 260]",[245],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
258,",",",",PUNCT,punct,"[237, 260]",[],
260,понравилась,понравиться,VERB,ROOT,[],"[237, 277, 291, 304, 327]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
272,одна,одна,NUM,nummod,"[277, 260]",[],Case=Nom|Gender=Fem|Number=Sing
277,девушка,девушка,NOUN,nsubj,[260],[272],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
285,очень,очень,ADV,advmod,"[291, 260]",[],Degree=Pos
291,сильно,сильно,ADV,advmod,[260],[285],Degree=Pos
297,",",",",PUNCT,punct,"[304, 260]",[],
299,и,и,CCONJ,cc,"[304, 260]",[],
301,не,не,PART,advmod,"[304, 260]",[],Polarity=Neg
304,знаю,знать,VERB,conj,[260],"[297, 299, 301, 321]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
308,",",",",PUNCT,punct,"[321, 304, 260]",[],
310,что,что,PRON,obj,"[321, 304, 260]",[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
314,теперь,теперь,ADV,advmod,"[321, 304, 260]",[],Degree=Pos
321,делать,делать,VERB,xcomp,"[304, 260]","[308, 310, 314]",Aspect=Imp|VerbForm=Inf|Voice=Act
327,.,.,PUNCT,punct,[260],[],
329,В,в,ADP,case,[331],[],
331,общем,общий,ADJ,ROOT,[],"[329, 347, 366]",Case=Loc|Degree=Pos|Gender=Neut|Number=Sing
337,вот,вот,PART,advmod,"[341, 347, 331]",[],
341,такие,такой,DET,det,"[347, 331]",[337],Case=Nom|Number=Plur
347,дела,дело,NOUN,nsubj,[331],"[341, 354]",Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur
352,в,в,ADP,case,"[354, 347, 331]",[],
354,университете,университет,NOUN,nmod,"[347, 331]",[352],Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
366,.,.,PUNCT,punct,[331],[],
368,Хотелось,хотеться,VERB,ROOT,[],"[377, 380, 437, 455, 481]",Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
377,бы,бы,AUX,aux,[368],[],Mood=Cnd
380,начать,начать,VERB,xcomp,[368],[400],Aspect=Perf|VerbForm=Inf|Voice=Act
387,какое,какой,DET,det,"[400, 380, 368]",[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
392,-,-,DET,det,"[400, 380, 368]",[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
393,нибудь,нибудь,DET,det,"[400, 380, 368]",[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
400,дело,дело,NOUN,obj,"[380, 368]","[387, 392, 393, 405]",Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
405,прибыльное,прибыльный,ADJ,amod,"[400, 380, 368]",[],Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
415,",",",",PUNCT,punct,"[437, 368]",[],
417,а,а,CCONJ,cc,"[437, 368]",[],
419,еще,еще,ADV,advmod,"[423, 437, 368]",[],Degree=Pos
423,действительно,действительно,ADV,advmod,"[437, 368]",[419],Degree=Pos
437,затренировали,затренировали,VERB,conj,[368],"[415, 417, 423]",Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
450,",",",",PUNCT,punct,"[455, 368]",[],
452,но,но,CCONJ,cc,"[455, 368]",[],
