,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,В,в,ADP,discourse,[19],"[2, 9]",
2,первую,первый,ADJ,fixed,"[0, 19]",[],Case=Acc|Gender=Fem|Number=Sing
9,очередь,очередь,NOUN,fixed,"[0, 19]",[],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
17,я,я,PRON,nsubj,[19],[],Case=Nom|Number=Sing|Person=First
19,куплю,купить,VERB,ROOT,[],"[0, 17, 29, 51]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
25,все,весь,DET,det,"[29, 19]",[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
29,то,то,PRON,obj,[19],"[25, 44]",Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
31,",",",",PUNCT,punct,"[44, 29, 19]",[],
33,что,что,PRON,nsubj,"[44, 29, 19]",[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
37,мне,я,PRON,iobj,"[44, 29, 19]",[],Case=Dat|Number=Sing|Person=First
41,не,не,PART,advmod,"[44, 29, 19]",[],Polarity=Neg
44,хватает,хватать,VERB,acl,"[29, 19]","[31, 33, 37, 41]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
51,.,.,PUNCT,punct,[19],[],
53,Обустрою,обустрою,VERB,ROOT,[],"[67, 70]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
62,свой,свой,DET,det,"[67, 53]",[],Case=Acc|Gender=Masc|Number=Sing
67,быт,быт,NOUN,obj,[53],[62],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
70,.,.,PUNCT,punct,[53],[],
72,Часть,часть,NOUN,nsubj,[84],[78],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
78,денег,деньга,NOUN,nmod,"[72, 84]",[],Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
84,вложу,вложу,VERB,ROOT,[],"[72, 97, 108, 136, 177]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
90,в,в,ADP,case,"[97, 84]",[],
92,свой,свой,DET,det,"[97, 84]",[],Case=Acc|Gender=Masc|Number=Sing
97,бизнес,бизнес,NOUN,obl,[84],"[90, 92]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
104,для,для,ADP,case,"[108, 84]",[],
108,развития,развитие,NOUN,obl,[84],[104],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
116,;,;,PUNCT,punct,"[136, 84]",[],
118,оставшиеся,остаться,VERB,amod,"[129, 136, 84]",[],Animacy=Inan|Aspect=Perf|Case=Acc|Number=Plur|Tense=Past|VerbForm=Part|Voice=Act
129,деньги,деньга,NOUN,obj,"[136, 84]",[118],Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
136,отдам,отдать,VERB,conj,[84],"[116, 129, 144]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
142,в,в,ADP,case,"[144, 136, 84]",[],
144,фонд,фонд,NOUN,obl,"[136, 84]","[142, 149, 169, 176]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
149,милосердия,милосердие,NOUN,nmod,"[144, 136, 84]",[],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
159,",",",",PUNCT,punct,"[169, 144, 136, 84]",[],
161,детские,детский,ADJ,amod,"[169, 144, 136, 84]",[],Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur
169,дома,дом,NOUN,conj,"[144, 136, 84]","[159, 161]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur
174,и,и,CCONJ,cc,"[176, 144, 136, 84]",[],
176,т,т,PROPN,conj,"[144, 136, 84]",[174],
177,.,.,PUNCT,punct,[84],[],
179,п,п,NOUN,ROOT,[],"[180, 190]",Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
180,.,.,PUNCT,punct,[179],[],
181,",",",",PUNCT,punct,"[190, 179]",[],
183,на,на,ADP,case,"[186, 190, 179]",[],
186,что,что,PRON,obl,"[190, 179]",[183],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
190,хватит,хватить,VERB,parataxis,[179],"[181, 186, 196]",Aspect=Perf|Mood=Ind|Number=Sing|Person=Third|Tense=Fut|VerbForm=Fin|Voice=Act
196,.,.,PUNCT,punct,"[190, 179]",[],
