,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,На,на,ADP,case,"[3, 14]",[],
3,картине,картина,NOUN,obl,[14],[0],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
11,мы,мы,PRON,nsubj,[14],[],Case=Nom|Number=Plur|Person=First
14,видим,видеть,VERB,ROOT,[],"[3, 11, 20, 26]",Aspect=Imp|Mood=Ind|Number=Plur|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
20,огород,огород,NOUN,obj,[14],[],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
26,.,.,PUNCT,punct,[14],[],
28,На,на,ADP,case,"[31, 39]",[],
31,огороде,огород,NOUN,obl,[39],[28],Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
39,работает,работать,VERB,ROOT,[],"[31, 48, 69]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
48,мужик,мужик,NOUN,nsubj,[39],[65],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
54,и,и,CCONJ,cc,"[65, 48, 39]",[],
56,какой,какой,DET,det,"[65, 48, 39]",[],Case=Nom|Gender=Masc|Number=Sing
61,-,-,DET,det,"[65, 48, 39]",[],Case=Nom|Gender=Masc|Number=Sing
62,то,то,DET,det,"[65, 48, 39]",[],Case=Nom|Gender=Masc|Number=Sing
65,конь,конь,NOUN,conj,"[48, 39]","[54, 56, 61, 62]",Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
69,.,.,PUNCT,punct,[39],[],
71,На,на,ADP,case,[81],[],
74,заднем,задний,ADJ,amod,[81],[],Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
81,плане,план,NOUN,ROOT,[],"[71, 74, 87, 91]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
87,дома,дом,NOUN,nmod,[81],[],Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
91,.,.,PUNCT,punct,[81],[],
93,На,на,ADP,case,"[105, 142]",[],
96,переднем,передний,ADJ,amod,"[105, 142]",[],Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
105,плане,план,NOUN,obl,[142],"[93, 96]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
111,девушка,девушка,NOUN,nsubj,[142],[121],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
119,с,с,ADP,case,"[121, 111, 142]",[],
121,книгами,книга,NOUN,nmod,"[111, 142]",[119],Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur
128,",",",",PUNCT,punct,"[130, 142]",[],
130,видимо,видимо,ADV,parataxis,[142],"[128, 136]",Degree=Pos
136,",",",",PUNCT,punct,"[130, 142]",[],
138,она,она,PRON,nsubj,[142],[],Case=Nom|Gender=Fem|Number=Sing|Person=Third
142,командует,командовать,VERB,ROOT,[],"[105, 111, 130, 138, 152, 167]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
152,конем,конь,NOUN,obl,[142],[160],Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
158,и,и,CCONJ,cc,"[160, 152, 142]",[],
160,мужиком,мужик,NOUN,conj,"[152, 142]",[158],Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing
167,.,.,PUNCT,punct,[142],[],
169,Девушка,девушка,NOUN,nsubj,[177],[],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
177,грустная,грустный,ADJ,ROOT,[],"[169, 187, 199, 237]",Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
185,",",",",PUNCT,punct,"[187, 177]",[],
187,может,мочь,VERB,conj,[177],"[185, 193, 197]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
193,быть,быть,VERB,xcomp,"[187, 177]",[],Aspect=Imp|VerbForm=Inf|Voice=Act
197,",",",",PUNCT,punct,"[187, 177]",[],
199,потому,потому,ADV,advmod,[177],[230],Degree=Pos
205,",",",",PUNCT,punct,"[230, 199, 177]",[],
