,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Когда,когда,SCONJ,mark,"[11, 45]",[],
6,Вера,вера,PROPN,nsubj,"[11, 45]",[],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
11,приехала,приехать,VERB,advcl,[45],"[0, 6, 22, 26]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
20,в,в,ADP,case,"[22, 11, 45]",[],
22,село,село,NOUN,obl,"[11, 45]",[20],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
26,",",",",PUNCT,punct,"[11, 45]",[],
28,всё,всё,PRON,nsubj,[45],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
32,для,для,ADP,case,"[36, 45]",[],
36,неё,неё,PRON,obl,[45],[32],Case=Gen|Gender=Fem|Number=Sing|Person=Third
40,было,было,AUX,cop,[45],[],Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
45,новым,новый,ADJ,ROOT,[],"[11, 28, 36, 40, 50]",Case=Ins|Degree=Pos|Gender=Neut|Number=Sing
50,.,.,PUNCT,punct,[45],[],
52,И,и,CCONJ,cc,[58],[],
54,это,это,PRON,nsubj,[58],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
58,естественно,естественный,ADJ,ROOT,[],"[52, 54, 107, 114]",Degree=Pos|Gender=Neut|Number=Sing|StyleVariant=Short
69,:,:,PUNCT,punct,"[107, 58]",[],
71,городская,городской,ADJ,amod,"[81, 107, 58]",[],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
81,девушка,девушка,NOUN,nsubj,"[107, 58]",[71],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
89,ни,ни,PART,advmod,"[92, 107, 58]",[],Polarity=Neg
92,разу,разу,NOUN,nmod,"[107, 58]",[89],Animacy=Inan|Case=Par|Gender=Masc|Number=Sing
97,не,не,PART,advmod,"[107, 58]",[],Polarity=Neg
100,была,была,AUX,cop,"[107, 58]",[],Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
105,в,в,ADP,case,"[107, 58]",[],
107,деревне,деревня,NOUN,parataxis,[58],"[69, 81, 92, 97, 100, 105]",Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
114,.,.,PUNCT,punct,[58],[],
116,Она,она,PRON,nsubj,[120],[],Case=Nom|Gender=Fem|Number=Sing|Person=Third
120,окончила,окончить,VERB,ROOT,[],"[116, 129, 160, 177]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
129,пединститут,пединститут,NOUN,obj,[120],[],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
141,и,и,CCONJ,cc,"[160, 120]",[],
143,по,по,ADP,case,"[146, 160, 120]",[],
146,распределению,распределение,NOUN,obl,"[160, 120]",[143],Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
160,попала,попасть,VERB,conj,[120],"[141, 146, 173]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
167,в,в,ADP,case,"[173, 160, 120]",[],
169,это,этот,DET,det,"[173, 160, 120]",[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
173,село,село,NOUN,obl,"[160, 120]","[167, 169]",Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
177,.,.,PUNCT,punct,[120],[],
179,Двадцатитрёхлетняя,двадцатитрёхлетний,ADJ,amod,"[198, 206]",[],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
198,девушка,девушка,NOUN,nsubj,[206],[179],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
206,стала,стать,VERB,ROOT,[],"[198, 212, 248]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
212,учителем,учитель,NOUN,xcomp,[206],[230],Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing
221,русского,русский,ADJ,amod,"[230, 212, 206]",[],Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
230,языка,язык,NOUN,nmod,"[212, 206]","[221, 238]",Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
236,и,и,CCONJ,cc,"[238, 230, 212, 206]",[],
238,литературы,литература,NOUN,conj,"[230, 212, 206]",[236],Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
248,.,.,PUNCT,punct,[206],[],
250,Однажды,однажды,ADV,advmod,[263],[],Degree=Pos
258,Вера,вера,PROPN,nsubj,[263],[],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
263,возвращалась,возвращаться,VERB,ROOT,[],"[250, 258, 279, 287, 298]",Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
276,из,из,ADP,case,"[279, 263]",[],
279,школы,школа,NOUN,obl,[263],[276],Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
285,и,и,CCONJ,cc,"[287, 263]",[],
287,увидела,увидеть,VERB,conj,[263],"[285, 295]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
295,его,он,PRON,obj,"[287, 263]",[],Case=Acc|Gender=Masc|Number=Sing|Person=Third
298,...,...,PUNCT,punct,[263],[],
302,Стройный,стройный,ADJ,amod,[319],[],Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
311,молодой,молодой,ADJ,amod,[319],[],Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
319,человек,человек,NOUN,ROOT,[],"[302, 311, 335, 341]",Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
327,с,с,ADP,case,"[335, 319]",[],
329,голым,голый,ADJ,amod,"[335, 319]",[],Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
335,торсом,торс,NOUN,nmod,[319],"[327, 329]",Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
341,.,.,PUNCT,punct,[319],[],
343,Она,она,PRON,nsubj,[350],[],Case=Nom|Gender=Fem|Number=Sing|Person=Third
347,не,не,PART,advmod,[350],[],Polarity=Neg
350,знала,знать,VERB,ROOT,[],"[343, 347, 365, 370]",Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
355,",",",",PUNCT,punct,"[365, 350]",[],
357,как,как,ADV,advmod,"[365, 350]",[],Degree=Pos
361,его,он,PRON,obj,"[365, 350]",[],Case=Acc|Gender=Masc|Number=Sing|Person=Third
365,зовут,звать,VERB,ccomp,[350],"[355, 357, 361]",Aspect=Imp|Mood=Ind|Number=Plur|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
370,.,.,PUNCT,punct,[350],[],
372,Он,он,PRON,nsubj,[375],[],Case=Nom|Gender=Masc|Number=Sing|Person=Third
375,пахал,пахать,VERB,ROOT,[],"[372, 381, 396, 408]",Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
381,землю,земля,NOUN,obj,[375],[],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
386,",",",",PUNCT,punct,"[396, 375]",[],
