 	человек_NOUN	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	
102_nan_м_0_описание	-0.43200165	-0.28651506	0.1802712	-0.17344692	0.102263674	0.023946306	-0.22177854	0.05696969	0.06110722	0.02094071	-0.001501327	0.059259772	-0.02121405	-0.13308306	0.0798686	-0.06500207	-0.08129704	0.08065434	0.1252445	-0.046518125	-0.03114084	-0.27574697	-0.019527722	0.020783365	-0.19424093	-0.005450902	0.016879436	-0.13033369	-0.08775781	-0.17129433	-0.028698865	0.0699942	0.034769475	0.05275027	-0.112220526	0.1248524	0.15171799	0.16839913	-0.076063685	0.06787348	0.0211286	0.13346596	-0.04551653	-0.029066969	-0.1306885	-0.07238667	0.2430067	-0.08401245	-0.15057522	-0.23256612	0.022731971	0.10271045	0.06821022	-0.03225155	-0.039483573	-0.09423095	-0.13450761	0.2911407	0.06458445	0.13237764	-0.17903665	-0.16165455	0.061155677	0.2022818	-0.03644625	-0.07254386	0.101322725	0.020329813	-0.12680362	0.058925938	0.15040351	0.02916509	-0.38091823	-0.023972522	0.1351619	-0.07088608	0.07360465	0.08410445	0.04743261	0.028021222	0.011112782	-0.0007099062	-0.08908163	0.056441188	-0.26957205	0.101009704	-0.07196217	0.04217779	0.10642979	0.0155817745	0.060658835	0.1081424	0.08131383	-0.0789558	0.017093047	0.08666487	-0.11582764	-0.048376538	0.023172803	-0.060467064	0.07622216	0.19598785	-0.13299541	0.05333563	0.109761596	0.19083048	0.0046521723	-0.081162944	0.07659079	0.16517319	0.098250665	0.06767549	-0.25342005	0.022982484	0.08185313	-0.06175688	-0.0538414	0.14613274	-0.111619756	0.021107595	0.07358549	0.14304514	0.1555905	-0.04127109	-0.13726893	0.00011250675	-0.049330514	0.19087286	-0.043540113	0.098491035	0.10023981	-0.13321982	0.037269764	-0.2070858	-0.01563032	-0.07787389	0.003993577	-0.062301002	-0.090535626	0.07560253	-0.04087312	0.09394522	0.0023907362	0.0029541098	0.027789777	-0.14661072	-0.11474445	0.04003578	-0.2227824	-0.2567295	-0.058511592	0.02730457	-0.13423917	0.16341507	0.25439715	-0.108501494	0.19829026	-0.010895526	0.18957804	0.0059609534	-0.12823312	-0.12020187	-0.03667112	0.05553057	-0.04958343	0.031730134	-0.050797712	-0.15444878	0.44992647	-0.036498047	-0.07822277	-0.0019807636	0.20944755	0.17004839	0.060904063	0.009442228	-0.011119215	-0.042477608	-0.06826426	-0.15565118	-0.08242408	0.019895945	0.17884791	0.1603215	0.08929769	0.14475717	0.0967219	0.07118787	0.04769563	-0.029842889	-0.20469984	-0.002218455	-0.078890346	0.061696064	-0.14069885	-0.034623075	0.1723419	-0.11337672	-0.011393311	-0.046532717	-0.11916417	-0.03589855	-0.08194192	0.033720884	0.10679175	0.17477636	-0.031313665	-0.04778876	-0.1401699	0.0016072653	0.08196473	-0.039483983	-0.010465729	-0.025137415	-0.17816445	0.15123482	0.0822991	0.028440047	-0.022524381	-0.02896737	-0.069395855	0.02969172	-0.17292817	0.0670818	0.13625543	-0.18557191	0.07530628	0.1388671	-0.07409956	0.048380207	0.19383399	0.021809226	0.045775235	0.03483035	0.060382135	0.050680578	-0.0064186365	-0.03260984	-0.051582325	0.06923352	0.23256889	0.13062716	-0.16526452	-0.03218938	-0.024067093	-0.035052758	-0.22886992	0.2908245	-0.09253154	-0.16488102	-0.0692765	-0.043281607	0.034467272	-0.24037664	0.07542394	-0.29765552	0.06479193	-0.18510549	0.23682077	0.28622025	0.076497145	-0.036809377	0.045370813	0.103320315	-0.08341879	-0.13183174	0.0807486	-0.19618796	-0.12535764	-0.034099333	-0.12329866	-0.075709924	0.080654815	-0.0043409825	-0.040606342	-0.10255243	-0.058527023	-0.08190119	0.15441188	0.09600252	0.16771975	-0.17627099	-0.011011744	0.17370573	0.09369882	0.08613008	-0.21488976	0.024973225	-0.10971677	0.09279268	-0.13332197	-0.06529598	-0.031779945	-0.007992819	-0.003994341	0.12992603	0.02340367	-0.16830592	0.060321532	-0.17790022	
103_nan_м_0_описание	-0.42692477	-0.36682075	-0.0064751883	0.16550355	0.034775347	-0.3300464	-0.37218842	-0.055573575	0.18718427	0.22788702	-0.06192252	-0.028321378	0.023764353	-0.10998161	0.022761656	-0.08726644	0.013220321	-0.04086027	0.04177538	-0.3089324	0.079299994	-0.15939641	0.027883377	-0.23178616	-0.34785256	0.20276569	-0.023528203	0.13661519	-0.1144402	0.06152554	0.08243163	0.41853008	0.065203704	-0.11038208	0.19310401	0.2884788	0.06409339	0.56818676	-0.069976084	-0.07693167	-0.047626846	0.029654067	-0.0154654095	-0.14085388	0.028663356	0.18576737	0.27692404	-0.1900809	-0.021785352	-0.09760748	-0.037085492	0.18028004	-0.23083615	-0.41291162	-0.09907405	-0.15435745	-0.10722616	0.2397925	0.24012086	-0.00043912008	-0.14629434	-0.075329855	-0.14568457	0.035827156	0.09146538	-0.37812212	-0.21537383	0.040954925	-0.2821398	0.057138298	0.1709271	0.06318351	-0.030027831	-0.10867438	0.15350226	0.10322334	0.24068104	-0.43340513	0.006912853	0.15368286	0.15183075	-0.089255445	0.486331	0.24347687	-0.04452449	0.051553316	0.16048783	-0.049393244	-0.16002482	0.1723752	0.3703018	0.11367692	0.0892936	-0.2584553	-0.28661934	0.014026202	-0.18045415	-0.17730112	-0.22035705	0.040748995	0.23296644	0.23932298	-0.12316316	0.081405476	0.17888094	-0.38633323	-0.18049477	-0.0018177854	0.1077651	0.08977077	0.22780207	-0.1771406	0.035812262	-0.11092405	0.15400259	0.11912819	0.050940763	0.4272323	0.006633081	-0.19119455	0.023250869	0.0024642667	0.16190448	-0.2051194	-0.07629377	-0.06730731	0.25295684	0.038246848	-0.07026033	0.3771477	0.42848814	-0.09795742	-0.24923882	-0.47979212	-0.1575021	0.086348325	0.07882598	-0.3388712	-0.3738986	-0.08778985	-0.17435974	-0.07914891	-0.051942963	0.0723879	-0.24149606	-0.42069697	0.2480374	-0.16040978	-0.23919521	-0.28601968	-0.10534369	-0.012601177	0.06370605	0.13093306	0.40188965	-0.054838188	0.20591505	0.022107152	-0.13692132	-0.09269003	-0.03426316	-0.238736	-0.06189716	-0.052464828	-0.22950841	-0.0363304	-0.04447812	-0.022657556	0.46295148	0.089059405	-0.0169908	-0.12222033	-0.0012432687	-0.17384489	-0.28033662	-0.23268832	-0.078004725	-0.19687334	-0.29550892	0.18217424	-0.38658324	0.096285865	0.24613115	-0.031861473	0.0471287	0.37581342	-0.02945849	0.23702401	-0.28286117	-0.16943444	-0.030062297	0.064404175	0.00782163	0.30667102	-0.23819761	-0.23475587	0.3026174	-0.09665084	-0.05563749	-0.0072654844	0.04452443	-0.078271605	0.10238006	-0.027582273	0.0399374	0.09269302	-0.0033773377	0.19773273	-0.07173409	-0.005418089	-0.3532931	-0.10163282	0.027509095	0.04443009	0.041002244	0.050091296	0.08184258	-0.3715728	0.121871576	0.114888206	0.0033999116	0.5220132	0.27609932	0.07931304	0.12971365	-0.06874024	0.08744742	-0.07550679	0.21355592	-0.17841856	0.3109105	-0.32660174	-0.08549437	-0.14353973	-0.09848334	-0.2746956	0.10499265	-0.1697095	-0.298636	0.41641247	0.1940848	0.020210035	-0.20589063	0.23595981	-0.37676278	-0.12134916	-0.2627721	-0.13592778	-0.08871159	-0.23905544	-0.14716308	-0.40978017	0.3546393	-0.10997058	-0.1257638	-0.25896066	-0.07176353	0.055383816	0.23604031	0.37139848	0.2662466	-0.11592922	0.1963265	-0.102023385	-0.056491055	-0.04570323	0.08362576	0.12127631	0.051210154	-0.07718575	0.13654576	-0.39803976	-0.041311525	-0.26487732	0.035801277	0.09037402	0.05811331	-0.00011667023	-0.025928084	0.22457248	-0.03477413	-0.15707517	-0.100425005	0.3716561	0.20546442	0.3717833	0.07614112	0.18109578	0.07742463	0.13554461	0.020603796	0.14530915	0.054000974	0.14239806	0.22520012	0.36609858	-0.22069056	-0.45235422	0.1658263	-0.18819457	
103_nan_м_0_описание	-0.08170423	-0.36227432	-0.18754253	-0.10773613	0.18277295	-0.08942278	-0.12659793	0.034993656	0.24235311	0.09334242	0.02915979	0.085375875	0.13280955	-0.12643361	0.14781824	-0.18687859	0.047507133	0.113239005	-0.18683825	-0.16136235	-0.16938236	0.07546748	-0.0507885	-0.14941089	-0.34554833	0.09229511	0.12789193	0.12881917	-0.07703563	-0.15363057	-0.052761264	-0.07621249	0.024384689	-0.041689403	0.13625023	0.0832539	-0.13531432	0.05479058	0.07477435	-0.14883913	-0.045868464	0.06077193	0.12168864	0.066885166	-0.04420526	0.025608066	0.22286217	-0.050554454	-0.17084387	-0.10559078	0.053521328	0.03551335	0.11076429	-0.13314465	0.0118826805	-0.036749102	-0.0901474	0.1684293	0.060019303	-0.03273384	-0.110583685	-0.069336995	0.006427753	-0.043096907	0.10931804	-0.24844861	-0.014210808	0.017176872	-0.17287967	0.17883053	0.083065525	-0.006271006	-0.14630465	0.008392176	0.28472954	-0.0979712	0.17842487	-0.04264722	0.09091678	-0.083151124	-0.0063981772	-0.18180034	-0.015821269	-0.0762062	-0.04375469	0.012184418	-0.019578714	-0.030858051	-0.19626942	0.043395832	0.058374286	0.13446036	0.07607646	-0.13901588	-0.028257664	0.07918241	-0.19029362	0.10939374	0.06348686	-0.10234751	0.0031246305	0.10994349	-0.014863846	-0.029591	0.062375642	0.048591755	0.04589095	-0.14171816	0.10543305	0.15346138	0.117514886	0.0940252	-0.11483991	-0.09039811	0.11189022	0.114672914	-0.12797889	0.112428606	-0.04717933	-0.048867706	0.058106758	0.012397249	-0.06555947	0.16250953	-0.12735091	-0.07601231	0.077686295	-0.02564854	0.0078823175	0.088370584	-0.0018048175	-0.09508017	-0.02816376	-0.16379157	-0.07260391	-0.070694365	0.045922704	-0.06422053	-0.16457352	-0.03868245	-0.11731597	0.021101404	-0.017966917	0.06259443	-0.010854634	0.045311946	-0.017123964	-0.11383231	-0.025965786	-0.16695483	0.02287976	0.16633344	-0.15038247	0.1399955	0.24619818	-0.07174277	0.1698411	0.01999262	-0.087298736	-0.07147446	-0.067198604	0.20425172	0.024599778	0.17081073	-0.26790184	-0.08121189	0.057097048	-0.11692838	0.2452751	-0.09862745	-0.1829022	0.12232264	0.24178438	0.05704105	-0.090501495	-0.0117528085	0.03584621	0.22579518	-0.23414338	0.13332942	-0.114928104	0.043833412	0.11913051	0.069678314	-0.0012553304	0.033406727	0.18146606	-0.027941382	0.004901585	-0.025173504	0.034310028	-0.22534545	-0.14585406	0.015544824	0.055261485	0.0048340857	0.045063533	-0.13470708	-0.15665427	-0.3634108	0.031844538	0.017488148	0.17180336	0.04390995	-0.0040096715	0.29909763	-0.11269121	0.026310895	-0.2357109	-0.19696997	0.030565549	-0.040213663	0.27957058	-0.10275693	0.11190412	0.14161222	0.11559291	-0.029546455	0.032728754	0.036080588	-0.13263693	0.033411346	-0.068197474	-0.054912973	0.15327458	0.0053497264	0.05397023	0.11798153	-0.09338551	-0.13074426	0.17557986	0.013234289	0.14521395	-0.10860791	0.00314973	0.13557383	0.1403971	0.033835486	-0.14246075	0.1735166	0.23530702	-0.12079308	0.084742084	0.18265668	-0.059703726	0.06278907	-0.15768154	0.12243481	0.14081445	-0.10754399	-0.026033211	-0.1783491	0.11504261	-0.08540378	-0.10199027	-0.17237902	0.06586504	-0.03745953	0.17270552	0.057418406	0.10374842	-0.08100624	0.11610909	0.0023354678	-0.04755887	-0.075579	-0.01771256	-0.12573195	-0.21235721	-0.05311917	0.020209786	-0.22124842	0.029403757	-0.002167231	0.008972036	0.017828804	-0.12661678	-0.007592345	0.034748252	-0.023480767	-0.07677621	-0.0051782727	0.01576767	0.08784938	-0.03832734	0.20490806	0.037218027	0.054200303	0.08431481	-0.052652217	0.15993442	-0.050800014	-0.034938868	0.09318669	0.034056384	0.14365157	0.024650298	-0.05509019	0.23782043	-0.07411726	
106_nan_м_0_описание	0.07674034	-0.047096495	-0.07350723	-0.21720126	0.086210966	0.08321498	0.025253417	-0.025540732	0.13741767	0.10928665	-0.015810799	0.15504637	-0.058826886	0.03660097	0.09325309	-0.07576805	0.18777743	-0.007488651	0.15559947	-0.08030893	-0.050868936	0.016798899	0.1179462	-0.049710304	-0.14451738	-0.019124685	0.096632876	0.02919565	-0.17870864	-0.007863737	0.15155423	-0.083255865	-0.021615548	0.04202021	0.060802802	0.027661633	-0.06312073	0.18234298	0.10959764	-0.08341049	-0.15306832	-0.03969031	0.074192494	0.19795904	-0.053908933	-0.050078742	0.10305274	0.0034788772	-0.08140759	-0.14972357	0.043597832	0.00020279922	0.12589572	0.0037061484	0.052234985	0.045162093	-0.013162298	0.05476829	0.2574048	0.0745076	-0.14265522	-0.025596786	0.100637645	-0.20443125	0.038364265	-0.093042284	-0.0056000277	-0.0518056	-0.18866079	-0.015429175	-0.04676053	0.13921466	-0.08235969	-0.11195651	0.14956926	0.16975921	0.112900406	-0.005732159	0.029722279	0.10054991	0.032304697	0.12161118	0.008626938	-0.049176197	-0.33422962	0.1240022	-0.010775502	0.20671071	-0.07462452	0.14040576	-0.040499873	-0.060169954	0.08452235	-0.17809097	0.07271635	-0.097749904	0.021161377	0.017755138	-0.030895693	0.037745595	-0.11938768	0.12053546	-0.032585885	0.051307514	0.06452765	0.03443865	-0.080954455	-0.13399914	-0.059235856	0.19192441	0.15588854	0.105598435	-0.04778753	-0.105192706	0.06418964	0.068838604	-0.045486867	0.17208299	-0.1365833	0.0066208076	0.12495115	-0.01769427	0.014310343	-0.03427712	-0.047626484	0.072211	0.00317627	-0.14968623	0.15420823	0.087750755	0.04712228	0.039670005	0.10885881	0.05441729	0.06712535	0.07675581	-0.07708149	-0.18510656	0.057976156	-0.01741194	-0.12878524	-0.011655971	0.013687756	-0.054075353	0.13280205	-0.09474608	0.058314163	-0.13010648	-0.061700024	0.02256356	-0.05334645	0.11911641	-0.30659592	0.044195835	0.2775172	0.03231377	0.07542341	-0.09786481	0.07073191	0.004922054	0.055411883	-0.10281983	0.1873228	0.20403028	-0.09307553	0.18099153	-0.062090546	-0.015827179	0.27168468	0.06020317	-0.16256914	0.058999322	0.12877925	0.01587705	-0.061161425	0.066702746	-0.080905646	0.044372	-0.049479082	-0.20721555	-0.097362794	0.13861406	0.11080947	0.019736689	0.068505466	0.15781784	0.030918939	-0.07932177	0.20723167	-0.06237955	0.17141023	0.0010833162	-0.04955906	0.08542742	-0.0730495	-0.096412644	-0.012703558	-0.09383769	-0.082378894	-0.16150768	-0.10047988	0.06737504	0.15538141	-0.08142184	0.07041904	0.15937445	-0.034938842	-0.2557091	-0.24039538	-0.11579253	0.021080382	0.14018065	-0.020010628	0.06591586	-0.04262711	0.16163124	0.023945412	-0.0058385637	0.0020443834	-0.20888638	-0.21026202	0.13202077	0.01863714	-0.07672287	0.061605237	-0.15080513	-0.12255572	0.02039294	-0.08576278	0.0057066586	0.054342553	0.034328513	-0.00092659704	-0.103583306	-0.14795682	-0.08427127	0.027839264	0.066900864	-0.021801617	-0.0839228	0.112299144	0.020054903	-0.17798465	-0.010622088	-0.109596446	0.012335662	0.076099366	0.18433551	-0.06785827	-0.09157852	0.0656336	0.12040923	0.0013310199	-0.16477825	-0.026756246	-0.010096902	-0.053819884	-0.039052483	0.078664824	-0.058945026	0.19208425	-0.014492121	-0.056144632	0.100399725	0.024991775	0.014504962	0.23896757	0.16722296	-0.32673496	0.06215678	0.084500596	-0.05020098	0.17762373	0.015002655	0.11825238	0.059937157	0.09408349	-0.12766984	0.13291307	0.07389679	0.076026194	-0.09110301	0.07323782	0.031628303	-0.046607517	-0.10024607	-0.09521579	0.11975819	-0.050232362	-0.008772692	0.1090698	-0.1190126	-0.053333007	0.10029056	-0.08151229	0.07936561	-0.18604065	0.039826415	0.1492523	0.005548246	
107_nan_ж_0_описание	-0.07626359	0.011861008	-0.15477541	-0.1373189	-0.048295263	-0.021940703	-0.04044197	0.039415676	-0.030366845	0.16745768	-0.011695579	-0.02049003	0.02182477	-0.15814495	-0.09937656	-0.18588871	0.050013125	-0.034631368	-0.08533987	-0.05598746	0.038784612	-0.21868563	0.07187445	-0.10599065	-0.03591721	-0.10727473	0.18670161	-0.023573399	-0.09778723	-0.011486719	0.06279885	-0.016492821	-0.011312704	0.15975802	0.1001294	0.02165068	-0.09946823	0.12063336	0.058189522	-0.14054406	-0.14042874	-0.075779624	0.16438705	0.12592107	-0.055877764	-0.24485059	-0.032423202	-0.0009684066	-0.0473848	-0.38463745	0.005453924	-0.072286434	0.057737995	0.0055947304	0.07788723	0.09452987	0.040606268	0.14610039	0.27447316	0.14589646	-0.10023446	-0.12890042	0.2374837	0.031051174	0.0201084	-0.15059721	-0.062980585	0.031811792	-0.073296785	-0.15159911	0.1437927	-0.109568715	-0.18207909	0.043518957	0.07114039	0.045145426	0.10358169	0.13224624	-0.17849372	0.0887342	0.07125092	0.06818377	0.041595463	0.08839432	-0.06438911	0.28373858	-0.0057689496	0.10487831	0.17299528	0.123090915	0.09900138	0.12203301	0.09748068	-0.17248581	0.07991334	-0.0049907565	0.07229622	0.074030034	0.08592341	-0.027513599	-0.057880264	0.15158159	0.0077843927	0.097248316	0.14302391	0.010381346	-0.12674902	-0.20611174	-0.060905542	0.1409683	0.27161908	0.14497772	0.0283231	-0.123787485	0.11353717	0.24488835	0.09378147	0.13904397	-0.12555961	-0.21745495	0.05725512	0.14258969	-0.06379959	-0.068905406	0.0074567646	0.13625441	0.09328541	-0.069029875	-0.08661815	0.039569084	0.14042641	-0.08860329	0.17259328	0.09055931	-0.14290595	-0.0032724615	-0.096950464	0.012937029	0.05069991	-0.0012693107	-0.11737136	-0.095124304	-0.119342364	0.1476082	0.029157132	0.06668579	-0.13945715	-0.03314489	0.002919222	-0.0035520096	-0.003342513	-0.21696763	-0.25222334	0.103965096	0.19249944	-0.13444483	-0.073423676	-0.08951479	0.03165336	0.0035400416	0.053180773	-0.13286884	0.31417632	0.11768333	-0.10123194	-0.116691984	-0.10493817	-0.013301919	0.088172235	0.13475616	-0.23379327	-0.18800153	0.1501887	0.064607196	0.092999525	0.06794514	-0.04701832	0.039990533	-0.029904293	-0.25872356	-0.27474272	0.22458768	-0.0015748516	0.024782816	0.12950578	-0.07519507	-0.09083104	0.061601132	0.14971393	-0.043462593	-0.041125283	-0.09020456	0.03585567	0.081665665	-0.23382233	0.0663498	-0.04440747	0.16638228	0.12970208	-0.1640833	-0.123587094	-0.03304779	0.1018836	0.05349056	-0.0028432608	0.050768103	0.010827987	-0.26633364	-0.32956254	0.0795692	0.098330475	0.07234517	0.2475956	0.1258788	-0.10505644	0.39928043	0.122836	0.0019876126	0.04548059	-0.09492389	-0.16969125	0.16519651	-0.15825942	-0.22990829	0.032945823	-0.05180945	0.11553547	-0.011575977	-0.034034777	-0.06846243	0.05999471	-0.08271569	0.22568823	-0.21244244	-0.25323457	0.04159182	0.034522187	0.108549826	0.025360225	-0.031245926	0.08590582	0.16435125	-0.1298739	-0.019731991	-0.060371015	0.036954436	0.021880569	-0.021392487	0.06780759	-0.2816811	-0.06754772	0.13419698	0.14905806	-0.31121644	-0.0082576005	-0.11591502	-0.09494672	-0.01568245	-0.023447802	0.018982053	-0.011865382	-0.12825394	-0.03628269	-0.051279444	-0.26060268	0.0773905	0.2897826	0.044965696	-0.31992385	0.096822195	-0.057334423	-0.102473594	0.07184428	0.03477131	0.06005307	0.08859086	0.036664035	-0.1348824	0.19348042	0.07565377	0.19015308	-0.20668346	0.09610259	-0.022742784	0.12023596	-0.07435709	0.121196486	0.08032871	-0.02967148	0.08068624	0.09282998	-0.24935226	-0.42140213	0.010416753	0.17355698	0.08519327	-0.15799765	-0.115850054	0.005715529	-0.037254076	
109_nan_м_0_описание	-0.062435288	-0.08207711	-0.08594645	-0.13732664	0.066282436	0.09821083	-0.007354483	0.0239464	0.12983446	-0.028680762	0.20949928	0.0682546	0.14613964	-0.033946965	-0.08231068	-0.02343755	-0.08407765	0.06510451	0.10759412	-0.12929814	0.14778873	-0.053165536	0.09534783	-0.06767646	-0.18621269	-0.09385111	0.028542321	-0.0020922916	-0.064636655	0.037242506	0.023362707	-0.005900795	0.12918505	-0.1259885	0.007489807	0.15396126	-0.092399545	0.043277528	0.061721057	-0.0404616	-0.16582072	-0.059699003	0.042133592	0.1524297	-0.056794472	0.012380145	0.1608726	-0.12879598	0.020784464	-0.16296364	-0.120754525	0.0727746	-0.025989285	0.04947832	0.09230888	0.07276891	-0.057234462	-0.03584758	0.094837256	0.015773451	-0.0017835477	-0.17937948	0.09930481	-0.11469473	0.0075517637	-0.19860712	0.056362715	0.026480982	-0.14599712	0.01499994	-0.051224407	-0.08985045	-0.015612357	0.119816825	0.109711505	0.06355024	0.1299078	0.06227263	0.10456138	0.03280232	-0.048228793	-0.056725033	-0.04406978	-0.072194055	-0.12397096	0.14418271	0.011117677	0.13127176	-0.031469394	0.09930832	0.032893933	-0.026755959	0.062412214	-0.11786319	0.13658044	0.1231659	-0.028649133	0.009294844	-0.1470506	-0.08158568	-0.018439401	0.060906954	0.015679298	0.08261645	0.057477932	0.0642404	0.026821634	-0.15098628	-0.102273904	0.18659782	0.2990212	0.1555489	0.04192088	0.0075640837	0.13064054	0.21670334	-0.0607648	0.12092996	-0.055267222	-0.11742339	0.002612908	-0.06385128	0.058976352	-0.004744042	-0.12944707	0.06991942	0.023499886	-0.08528423	0.07538434	0.13148144	-0.013296432	0.006028702	0.11657508	-0.14006542	-0.15059629	0.032233883	-0.050906055	-0.16809236	-0.08036548	-0.010646859	0.012477149	0.15898941	0.017438026	0.06500912	0.042758305	0.029029619	0.042135794	-0.027477743	0.06381384	-0.18892832	0.11322565	-0.01042172	-0.14683805	0.10947411	0.19181381	-0.09317292	0.06250816	0.00432446	0.13833082	-0.019510848	0.01478531	0.19866416	0.21901836	0.20236418	-0.096290946	-0.08598246	0.024428675	-0.07095964	0.18892053	-0.08137036	-0.11472088	-0.044068594	0.20711294	0.043056667	-0.059604708	0.023056027	-0.08684	-0.040777124	-0.101569876	-0.066998586	-0.13966182	0.055945832	0.018628867	0.09318905	0.19994693	0.05211131	-0.048060447	0.057260484	0.07608223	-0.048187707	0.008374921	-0.055018656	0.08460188	-0.026147345	-0.04124314	0.07417081	-0.0906245	-0.09292466	-0.12279779	-0.18054388	-0.04617249	0.0224805	0.09936533	-0.016384238	0.07502302	0.13528217	0.042279936	-0.09540814	-0.24367651	-0.18587947	0.11088749	0.05825525	-0.15481971	0.059570797	0.046644926	0.16681588	0.0071884957	-0.20278724	-0.06683276	-0.141982	-0.0695724	0.023508592	0.039824508	0.015957667	0.10491389	-0.07637663	-0.066391125	0.16269134	0.104190156	0.07152339	0.008396466	-0.015138017	0.0075796074	0.0053726137	-0.044488613	0.030287517	-0.14411461	0.014568479	-0.25780416	-0.053092323	0.11151739	0.15005505	-0.19672248	0.08418191	-0.0251932	-0.0074348534	0.01451145	0.025900397	-0.0090090735	-0.2201068	-0.027141288	-0.05982513	0.06825926	-0.264712	-0.050328467	-0.16661844	-0.098158464	-0.0137236025	-0.053275518	0.13967766	-0.025063654	-0.06674866	0.045205947	-0.082658134	0.14126419	-0.034529783	0.16112058	0.13572632	-0.20615579	-0.098211706	-0.0062638544	-0.15591924	0.07105375	-0.122832485	-0.05157795	-0.0989781	-0.011350512	0.06597714	0.2636111	0.1654628	0.18832113	-0.11106925	0.037042636	0.15224734	-0.07263351	0.075042985	0.028988669	0.16107921	-0.01722795	-0.0109426975	0.109274395	-0.0062876465	-0.08819621	0.090358905	0.17235711	0.07487404	-0.19247986	0.10683681	0.1428719	0.049507696	
