 	первый_ADJ	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	
104_nan_м_0_описание	0.00805985	-0.089743316	-0.21724775	-0.20368868	-0.014826935	0.10075357	0.11666254	0.09307897	0.21426268	-0.049823225	0.03469281	-0.16493058	0.1043996	-0.24312147	0.00023544207	-0.011151923	0.15438332	-0.12659514	0.19163537	-0.02330862	-0.14874803	0.046011813	0.09469214	0.22191784	-0.037758544	0.012765724	0.11837892	0.06677599	-0.124483906	-0.020363852	0.018808603	-0.17243513	-0.08755066	-0.020299863	-0.23912658	-0.030777356	-0.18658067	0.040875174	0.19564249	-0.16843715	-0.050006177	-0.08046289	0.040635638	-0.029932903	-0.44835073	-0.04692375	0.14105387	-0.13275583	-0.016963378	-0.17297944	0.0021613091	0.030458309	0.023767278	0.07686874	0.031053118	-0.15685865	0.1543979	0.35811853	0.14133865	0.120100185	-0.23085225	0.04920544	0.15954073	-0.08934594	-0.031611532	-0.010616625	-0.20426016	-0.04608119	-0.060903996	-0.0879122	-0.10882275	0.103776775	-0.090664096	-0.21784624	0.20090094	0.22357334	0.04593554	0.0048342794	0.032221027	-0.09867929	-0.03792866	0.07342152	0.14815626	0.15819329	-0.23575719	0.13551526	-0.17649402	0.062887564	-0.2632912	0.16374423	-0.011143964	-0.23106934	-0.19199163	-0.17164998	0.058332495	-0.25686583	-0.050948948	-0.13410807	-0.10188708	0.19463591	-0.3997013	0.30031493	0.12248382	0.004480853	0.26671362	-0.17086552	0.059391275	-0.05450075	0.22693336	0.19335407	0.14262657	0.05797614	-0.0392183	0.18112013	0.03564567	0.020900628	-0.117749184	0.21205005	0.055978313	0.06374861	-0.119948626	-0.103944466	-0.03137278	-0.2611538	-0.14438468	0.2675273	-0.092824385	0.1544124	0.04195704	0.22794025	0.06289098	0.11915355	0.21258624	-0.07985717	-0.017992109	-0.10454723	-0.22901726	-0.12821138	-0.2699685	0.21179624	0.004753813	0.31004447	0.13303599	-0.29683137	-0.08478832	0.14175028	0.022028001	-0.21344233	-0.07328763	0.0964943	0.073982395	0.25119537	-0.38676372	-0.13786496	0.21315083	-0.06904024	-0.035210356	0.006013345	-0.10247852	-0.11657442	0.0857008	0.012446478	-0.15332581	0.15544409	0.04544732	-0.0044189636	-0.09565496	0.17259353	0.24655029	0.24324593	-0.089977235	-0.21818212	-0.0556004	-0.008229041	-0.26632577	-0.020746678	-0.063698776	0.008191302	-0.08681838	-0.0064098183	-0.28729254	-0.08649067	0.0025830679	0.09283349	-0.05528691	0.21390766	-0.106490284	-0.20859858	0.2587429	-0.20907979	0.086698696	-0.039152294	-0.19818866	-0.037599023	0.23850405	-0.101267084	0.08647353	-0.047094345	0.19049203	-0.18018942	0.1428906	-0.12995209	-0.16141137	-0.24865271	0.19699207	0.10141649	-0.17980936	0.033215597	-0.24333155	0.018309284	-0.023025986	0.22920874	0.2805721	0.08024632	0.018967912	0.28426728	0.050729662	0.032023743	0.080598705	-0.24199334	-0.13335896	0.012518654	-0.051524483	0.0056999773	-0.060824223	0.1809183	-0.16541892	-0.24417102	0.13919966	0.086778335	0.19978511	0.09018918	0.110279426	-0.09279357	0.037529066	-0.19630288	0.273717	0.0531639	-0.061846305	-0.09165282	0.09259369	-0.10492666	-0.16003288	-0.24078524	0.20798531	0.18412712	0.10317624	-0.23440954	-0.1404695	-0.18674335	-0.27838522	0.08044318	0.112902015	-0.15550789	-0.08227388	-0.10763174	-0.034333225	-0.03201354	-0.1382837	-0.030280367	0.13240066	-0.0068535656	0.01652908	-0.07960978	-0.28859198	0.13623704	0.35961127	0.014750494	-0.3704501	-0.05977601	-0.045810048	-0.002280658	0.08393081	-0.0077258646	-0.031926766	0.09307304	-0.08917416	-0.15124035	0.09447247	0.14694035	0.04212626	-0.20529436	0.07854478	-0.23443344	0.26964435	0.0059092455	-0.07489008	0.0066186404	0.2745372	-0.041473888	0.13264349	-0.08274177	-0.080825105	0.2361426	-0.17662768	0.04642849	-0.12281074	0.14436136	0.5004277	-0.10543259	
112_nan_м_1_повествование	0.070284575	-0.0298115	-0.089438125	-0.09253815	-0.017660925	0.1691928	0.0046538543	0.18370613	0.031545043	0.09078723	0.07439039	0.39110795	-0.19468541	-0.1856268	-0.102554314	-0.21312694	0.115118414	-0.10109849	-0.022607394	0.14369255	0.07815584	0.02189835	0.032713532	0.08209061	0.043999363	-0.05699214	-0.035717193	0.06680738	-0.17612939	0.044221267	0.29526275	-0.11858585	0.082511105	0.085764475	0.18493614	-0.18629637	-0.17460099	0.26757255	0.14218202	-0.24304755	-0.008521182	-0.20968813	0.24581836	0.24339017	0.20981844	-0.051182255	-0.097223416	0.034447424	-0.0015548647	-0.2527712	0.15067084	0.019621862	0.117955714	0.02010721	0.26095665	0.08250201	0.14037016	0.041392826	0.38539597	0.011819094	-0.1716979	-0.0725751	0.043830916	0.01289488	-0.014885546	0.09966773	-0.10011126	-0.16778739	-0.08078144	0.02656355	0.018932821	0.18244168	-0.058626287	0.13008994	0.20823854	0.18863294	0.102308206	0.061205663	0.18613964	0.13286966	0.21153718	0.124936804	-0.087381035	-0.01482785	-0.31967917	0.2813208	0.023964863	0.051719073	0.10498731	0.28859437	0.028040031	0.134895	0.25509068	-0.24908969	0.2403205	0.17233665	0.2993296	0.20525211	0.08107671	-0.025452793	-0.19031417	0.034068614	0.02341013	0.10433495	0.07971489	0.042897165	-0.36085352	-0.124582484	-0.025982289	0.46926472	0.24659099	0.12572835	-0.12074384	-0.018996801	0.26687872	0.2869928	0.1497773	0.14105926	-0.33028784	-0.3538955	0.07728815	0.10914825	0.17388982	0.3354205	-0.23668696	0.13858429	0.12896027	-0.44915116	0.15254584	-0.0049965978	0.3536692	-0.03956878	0.3310648	0.29700604	-0.09514115	0.20870501	-0.18333277	-0.24359508	-0.01917478	-0.19086005	-0.028934697	-0.12475422	-0.19743302	0.13191842	0.3392621	-0.21185987	-0.077072255	0.019957084	0.12141179	-0.102822855	-0.0589098	-0.24299812	-0.4387978	0.15429819	0.2449856	-0.1413856	-0.08292881	-0.2063077	0.39964104	0.098931566	0.026166096	-0.17791964	0.15099639	0.30207014	-0.1766211	0.16204529	-0.067165986	0.06319498	0.024350664	0.044802938	-0.5215779	-0.008550567	0.013573471	0.0703472	-0.09863882	0.25604615	-0.20997046	-0.2976515	0.034645993	-0.4230995	0.111814484	0.33801162	0.08934263	0.03223994	0.12921007	0.06984351	-0.06370019	-0.0541597	0.37409967	0.054339007	0.23367909	-0.05569679	0.2726328	0.147883	-0.23675011	0.035023972	-0.13325956	-0.133369	0.0894748	-0.22473098	-0.31983912	0.024747694	0.24924196	0.14765744	0.017233763	0.023122652	0.09941189	-0.47592723	-0.38169232	-0.09314188	-0.036748707	0.31247762	0.042167667	-0.036023036	0.04079441	0.2592314	0.13341612	-0.0030718753	-0.052699998	0.02421101	-0.14301196	0.3888156	0.011927587	-0.24814278	0.09856638	-0.0366338	0.1427038	0.396182	0.04619443	0.008353499	0.135067	-0.10678124	0.077224866	-0.3187752	-0.47038266	-0.102773026	-0.099654004	0.07469599	0.3040191	-0.19872935	0.458325	0.06343915	-0.2446966	-0.072064646	-0.19941975	-0.01453863	-0.05463528	0.10789419	-0.014416706	-0.1444968	0.18964511	0.15985501	0.03385499	-0.19909799	0.116637245	-0.11070163	-0.031175388	-0.13581446	0.050869346	0.14865665	0.168929	-0.27112368	-0.22197478	0.12181244	0.12397954	0.09790738	0.4844748	0.27828068	-0.67934805	0.4284802	0.17335783	0.21046567	0.33010495	0.12501088	0.11449223	0.05972409	0.2812428	-0.21889521	0.35266775	0.1864016	-0.11877471	-0.3554249	0.104592994	-0.13895164	-0.020384345	-0.3266312	0.062345583	0.09462311	0.20254666	-0.03553667	0.18938805	-0.2896271	-0.07742439	0.16123357	-0.059156474	-0.022437073	-0.20274971	-0.2924534	-0.13677426	0.16806841	
112_nan_м_1_повествование	-0.027869802	0.088200495	0.081095204	-0.25103682	-0.023880506	0.12080145	-0.09719489	0.15696323	-0.0044107228	0.059946	0.020440755	0.16241714	-0.061615534	0.0065693213	0.03165921	-0.039312758	0.00015266836	0.120290674	0.08274216	-0.09589323	0.020952474	-0.07530247	-0.014255008	0.14114383	-0.036641665	-0.31936336	0.15859148	0.00993766	-0.18444738	-0.11155565	0.17881751	0.047973648	-0.07379848	0.22978583	0.03523495	-0.122395195	-0.067043446	0.18913475	0.01351081	-0.12962584	-0.115485445	-0.06319255	-0.0616058	0.09367219	0.06849649	-0.13281769	0.24815777	-0.019313307	0.0030558377	-0.046375	-0.0034005896	0.082035795	0.16354637	-0.11807332	0.16255306	0.11356864	-0.06640277	0.068794094	-0.054958593	-0.14869884	0.023306128	0.024316305	0.052693017	-0.057887293	0.007870927	-0.048010968	-0.029466936	0.111222744	0.07385137	-0.18277428	0.10134735	-0.1050387	-0.042006634	-0.041144338	0.08382902	0.0026937723	0.18740489	0.13189736	0.058348853	0.006930113	-0.0905955	0.06206556	0.017436145	-0.15367538	-0.14892492	0.2309093	0.024022406	0.07279824	0.043559104	0.06545386	0.034150474	-0.071519285	0.03187608	-0.09899263	0.13461089	-0.06351484	-0.09990858	0.06797504	-0.12661406	-0.02110202	-0.13418055	0.24454693	-0.08934073	0.12737718	0.06465942	0.0768856	-0.06928428	-0.07507179	-0.091659494	0.17957608	0.31065384	0.11871272	-0.13719606	0.028757298	0.124788426	-0.03429077	-0.1825835	0.10350909	-0.13376501	-0.0074172197	0.0864799	0.122302935	0.0019498791	0.14971729	-0.2330409	0.054461278	-0.075940445	-0.023008177	0.07117534	0.18716411	0.1970815	-0.14237246	-0.003049375	-0.12461965	-0.07523964	0.00047801956	-0.15759976	-0.13219485	-0.3499642	-0.11890791	-0.05806467	-0.09580011	-0.12778385	0.07734163	0.0029775903	-0.02211132	-0.06684121	-0.07581725	0.0075063007	-0.05515579	-0.026369259	-0.16208562	-0.42310628	0.11690967	0.15481646	-0.1594069	0.18333432	0.15267864	0.07851568	0.035195272	0.0990733	-0.09409923	0.15059702	0.2365437	-0.03858195	0.12906423	-0.07236798	0.020381974	-0.15846142	0.023028443	-0.086041525	-0.057840396	-0.011640501	0.10979386	-0.11386944	0.16790822	0.054193247	-0.041753363	0.050898887	-0.084518805	-0.09360347	-0.05162661	-0.0015579149	0.06813559	-0.017313028	-0.010097128	0.058645684	0.03788166	0.10166378	-0.092790246	0.007995151	0.059219144	0.00426583	0.12171073	0.0049785795	-0.14492056	-0.04778945	-0.013985706	-0.023269763	-0.18295851	0.037732013	0.021079788	0.10761541	0.06542036	-0.00550528	0.121623755	0.11310069	-0.11536648	-0.024487425	-0.026487753	-0.068029925	0.0030113563	-0.062177856	-0.03192525	0.027217727	0.13837384	-0.0889913	-0.16990498	0.023059685	-0.18424217	-0.16504161	-0.07231629	-0.06713725	-0.058246452	-0.008209452	-0.16325013	-0.012718657	0.25698978	0.029994141	0.008594414	-0.07428907	-0.047331948	0.016469028	-0.2793141	0.0030886442	0.048468273	0.08304376	0.16397026	0.08889252	-0.08941211	0.2765577	-0.19972849	-0.07306906	-0.116004966	-0.11435117	0.03414336	-0.05602836	-0.1435962	-0.11629144	-0.20698866	-0.085521676	-0.040596597	0.16359624	-0.16501144	-0.015911387	-0.1663393	-0.09831232	-0.040078837	0.16970065	0.18987304	-0.025564108	0.012203952	0.037029013	0.015968123	-0.018330257	-0.0100559015	0.35304537	0.025501624	-0.31659648	0.07099398	-0.013294674	-0.006063372	-0.051276706	0.17917563	0.06665056	-0.040546663	0.14635757	-0.1532088	0.24458595	0.13158229	-0.052952193	-0.28047606	0.04604922	-0.06508733	-0.07211657	-0.13353148	-0.08549451	0.06058525	-0.084766	0.004071978	-0.0733267	-0.0687201	-0.14775579	0.13932365	0.07697413	0.10039035	-0.21453886	0.052686237	0.09538457	-0.09145905	
121_nan_м_0_описание	-0.09500882	-0.03589645	-0.034161713	-0.22702402	0.025290295	0.13796672	-0.1256349	-0.071579725	0.2592647	0.14711465	-0.039733604	-0.010779068	0.019284185	0.096596055	0.030837636	-0.14720927	0.096296854	-0.07193365	-0.025468364	-0.05214114	-0.13212048	0.02763839	0.16794349	-0.07962145	-0.29264104	-0.0091058165	0.15830432	0.02994482	-0.19632122	-0.13183829	0.09916936	-0.12488802	0.037086874	-0.028603956	-0.094403535	0.10630129	-0.040981635	-0.012966882	0.12210293	-0.16832477	-0.024098966	0.062493972	-0.06603438	0.19172716	-0.1489117	0.09537102	0.10980284	-0.051446512	-0.19928926	-0.17293426	-0.0015933365	0.039625008	-0.047592647	0.059467275	0.06645203	0.102887884	-0.048825897	0.21843743	0.019952495	0.22628051	-0.16876458	-0.11924775	0.12297076	-0.19051944	0.20563617	-0.095658876	-0.027921282	-0.13970691	-0.1497645	-0.09639829	-0.05598804	0.121396765	0.030336685	-0.020131595	0.1804846	-0.021231737	-0.007809397	0.05570952	-0.022983711	0.1656983	-0.21564044	0.033235148	0.04230154	0.06030909	-0.16483766	0.12474011	-0.057638142	0.19417018	-0.1480884	0.2570723	-0.03602208	-0.09374541	0.088568315	-0.10355421	0.095189266	-0.0679701	-0.05204822	-0.033205602	-0.018667694	-0.053570963	0.023771077	0.23998155	-0.14471732	-0.018812113	0.052289255	0.04725625	-0.050977223	-0.07999534	-0.058266275	0.0935352	0.046096414	0.13581774	-0.07057987	-0.17679307	-0.0056564733	0.19277039	-0.06162774	0.18473533	-0.027575735	0.02579679	0.20600311	-0.031090114	-0.10508494	-0.26182806	0.087296814	0.054239746	-0.085775234	-0.017971877	0.07583624	0.1708819	-0.06740636	0.23098007	-0.024186611	-0.14911374	0.1255041	0.010295392	-0.10718859	-0.058460187	-0.047644336	0.010035136	0.060459256	0.10180269	0.08151091	0.03501765	0.074709214	0.0067021213	0.21439168	0.01366761	0.023940852	0.14589496	-0.06441346	0.109129354	-0.28725898	-0.11512475	0.25747484	0.017943755	0.06316921	0.094627395	-0.10958471	0.07691293	0.048331685	0.074906126	0.20732594	0.2260091	-0.12200291	-0.011821505	0.021949863	-0.04313225	0.22067024	0.07522462	-0.11704883	0.052362204	0.16238743	0.052066445	-0.07656796	-0.03392948	-0.017907996	0.11228683	-0.08731488	-0.08846265	-0.16825607	0.020035926	0.085285746	-0.0038813911	-0.06350957	0.12218714	0.08070692	-0.12580505	0.18523459	-0.13933714	0.17127407	0.081067294	-0.1096182	-0.037041128	-0.1186529	0.0839725	0.05292847	-0.06820357	0.01943029	-0.15375765	-0.112791464	0.08530421	0.10475732	-0.04925905	0.039902497	0.043952353	-0.16155483	-0.22579984	-0.10415601	-0.1392371	0.12666078	0.0780424	-0.11011469	0.043026235	-0.12007703	0.1892709	-0.075948015	-0.096782945	0.11191587	-0.32183227	-0.1824104	0.13871434	-0.069573626	-0.012662612	0.021057777	0.023652874	-0.103691414	-0.16511287	-0.13818805	-0.11732909	0.019351115	0.13447912	0.109854944	-0.12867211	-0.02489217	-0.13848051	0.08703123	0.07539967	-0.230232	0.025761604	-0.00066342205	-0.10559211	0.057631668	-0.08050828	-0.06610191	0.10552188	0.14921379	-0.0746694	-0.26338178	-0.2869491	-0.050006438	-0.19767067	0.04352186	-0.1680227	-0.07534473	-0.06292048	-0.14438123	-0.010096345	0.1914694	0.07888279	0.08415645	-0.0049135387	0.048971713	0.04874377	-0.109328106	-0.061824664	0.1807398	0.04632575	-0.2100712	-0.08068427	0.04205381	-0.12713765	0.1657215	-0.13632128	-0.11412178	0.074422926	0.02093	-0.111998916	0.043824133	0.18009287	0.26299456	-0.06151085	0.09237769	-0.07208383	0.015013633	0.04318245	0.029970061	-0.0053837746	-0.05770722	-0.07841891	0.008224516	-0.2086722	-0.039638296	0.12093316	0.023012161	0.24241012	0.08378539	-0.0052788146	0.26785585	-0.13530338	
13_nan_ж_0_повествование	-0.12176485	-0.21602997	-0.071033314	-0.15911111	0.005388291	0.041481074	0.09760611	0.102113605	0.1559371	0.14140302	0.06261144	0.11827519	-0.033076506	-0.015949259	-0.050984405	0.038127083	0.1179329	-0.015028951	0.17910631	-0.14121631	0.11189334	0.089035764	-0.15073052	0.05351951	-0.14209789	-0.1140966	0.012649822	0.10206999	-0.15926686	0.036730804	-0.06338489	0.021264743	-0.16825934	0.044189382	-0.07686433	0.11926414	0.016023036	0.20611851	0.06375192	-0.088513836	-0.015506109	-0.02637048	-0.0091099385	0.12348123	0.047745608	-0.048462637	0.106873415	-0.2017041	-0.117339626	-0.014336725	-0.08472191	-0.0618879	0.08530699	0.009767476	-0.02193664	0.0631517	0.04155804	0.107961416	0.19541918	0.048868902	0.018826017	-0.13552582	0.12969586	-0.030575115	0.08881544	-0.1852194	0.057902753	-0.0118900165	-0.03474244	-0.12810598	0.02968581	0.059034467	-0.08670795	-0.094880715	0.017345492	-0.029518623	0.047924556	-0.114038326	0.10046595	-0.0130865	0.0059745433	-0.12254391	0.18346943	-0.015773747	-0.063535385	0.109698996	-0.030263484	-0.0029196	-0.09916491	0.047770306	0.052749656	-0.14635828	-0.050370257	0.090387106	0.15909073	-0.02625354	-0.02550442	-0.06279905	0.13133088	-0.0147731975	-0.06539234	0.20889983	-0.039158266	0.033514544	0.19722012	-0.104998685	0.09707995	-0.21149766	0.025695499	0.15301974	0.075604886	0.0022515475	0.07356063	-0.115244165	0.09761375	-0.034211528	-0.041086324	0.09340404	-0.18166924	-0.09718631	0.12788089	0.23130946	0.02408426	-0.028265724	-0.08994061	0.04417973	0.16593908	-0.043104403	0.019509356	0.069748685	-0.070835926	0.14531541	-0.04423328	-0.30566743	0.1263033	-0.009277113	-0.056849055	0.026774835	0.10031988	-0.04451353	0.0049637062	-0.07730751	0.13817617	-0.056257386	0.052515596	0.09247543	-0.01094417	-0.0049492894	-0.009463124	-0.1306501	-0.17360649	0.04564928	-0.20627561	0.0502178	0.32007533	0.038432863	-0.0008004382	-0.08731947	0.04590722	-0.0955445	-0.038542803	-0.10641213	0.19908266	0.021764025	-0.027186241	0.059010506	-0.02259245	-0.06765776	0.15094712	-0.034669295	-0.07160914	-0.16673918	0.22198686	0.100070655	0.014408079	0.13618205	-0.1661781	-0.08273361	-0.036801726	-0.12566638	0.005854869	0.107278086	0.03742365	0.021288425	-0.04256387	0.06477419	0.008242684	-0.018198509	-0.048731588	-0.23853612	0.014157685	0.06340152	-0.039292134	0.1258092	0.15272734	0.05804228	0.10539792	-0.059218682	0.13109958	-0.20719035	0.0780653	-0.01216273	0.1410832	0.014671916	0.060739838	0.030146237	0.014311018	0.04507837	-0.19920245	-0.08461157	0.05074509	-0.08404068	0.030131023	0.026757801	-0.19556582	0.1482874	-0.054359417	0.016872704	-0.065851286	-0.05388217	-0.11224679	0.008605806	0.025754059	0.033959825	0.04053197	-0.06040287	-0.04893696	0.10941839	0.038221553	0.053270865	0.064786464	0.042624287	0.1996273	0.032601655	0.01204581	0.03443563	0.14721932	0.29447395	-0.16885975	0.090834424	-0.027925845	0.054287873	0.058542572	-0.029880673	0.09940752	-0.045696728	-0.023391653	0.014341071	-0.038287867	-0.095579766	-0.099806294	-0.036692508	0.21000957	-0.3152032	-0.038763043	-0.20369785	-0.07828156	-0.11566224	-0.16358615	0.16623656	0.06860276	-0.07563284	-0.042873483	0.032007806	-0.059001256	0.21816483	0.12779936	0.12822637	-0.012339899	-0.16336739	-0.09750855	-0.22250673	0.111419216	-0.05247525	-0.04488809	-0.022293642	-0.14341536	-0.094820485	0.035823014	0.123856045	0.14951715	-0.09634006	0.002324614	0.026488725	0.11447147	0.03419292	0.0014005959	0.14230205	-0.039746575	0.05763196	0.2228653	0.053216934	-0.1977661	0.016698586	0.065137416	0.05407694	-0.14336544	0.07529357	0.044214536	-0.030885633	
144_nan_м_1_повествование	-0.12788096	-0.09009155	-0.10041821	-0.05080058	0.014466179	0.008786751	0.012566835	0.14832696	0.08209346	-0.03418757	0.080205955	0.024474656	0.14132515	-0.13771589	0.08732508	-0.07694563	0.03831976	-0.042989653	0.2919816	-0.11433466	0.20501776	-0.019307613	-0.022706442	0.050871443	-0.17401344	-0.039598368	-0.10268982	0.06652155	-0.05782221	0.16312286	0.069123134	0.22721457	-0.021840282	-0.059412193	-0.023304194	0.23447537	0.068622604	0.07480834	0.08026151	0.083749905	0.03446848	-0.28365937	-0.030876618	0.008438999	-0.18779215	0.02100876	0.14540805	-0.14118166	-0.19192915	-0.10410087	-0.033018567	-0.027038049	-0.05119344	0.030578291	0.12223463	-0.04846872	0.019937042	-0.06690447	0.0071650418	0.1396691	0.013781795	-0.042148747	0.08679924	-0.107224986	-0.005172598	-0.13542022	0.025339847	0.03415001	-0.059667885	-0.17516361	-0.024325022	-0.021190222	-0.15799697	0.09724368	0.009437812	0.0747126	0.066355586	-0.0032107264	0.09372709	-0.03433605	-0.06624092	0.16220345	0.056006312	-0.24121647	-0.17835596	0.11619562	0.06369779	0.15865764	-0.13321179	0.013779104	-0.015145321	-0.19819862	-0.16977137	-0.28330785	0.19948915	-0.074856624	0.049269248	0.0555241	-0.002812606	-0.11878506	-0.022331547	0.21571517	-0.10334674	-0.08559582	0.099889204	-0.07248763	-0.08614819	-0.23163883	0.0653048	0.1477195	0.16469142	0.048379913	0.022339817	-0.03386519	-0.0065086544	0.07786715	0.05177453	0.0139820995	-0.24072576	0.0048509706	0.18660791	0.15738657	0.14498033	-0.066516764	-0.10100804	-0.026679773	0.1950866	0.013303379	0.10110098	0.11122248	0.069816664	-0.08049515	-0.00339562	-0.056278724	-0.009074459	-0.028294533	0.01651652	0.011487156	-0.0977915	0.12837242	-0.1598483	0.06445838	-0.066804305	0.1104684	-0.065218404	-0.021359509	0.14057548	-0.06924631	-0.055022437	-0.09288801	0.043176048	0.09634091	-0.183135	0.14102328	0.16150056	0.06818165	0.045494042	-0.026067674	0.06596217	-0.19571814	0.03168408	-0.20580637	-0.026034992	0.113814	-0.087498024	0.054242827	-0.1725665	-0.050825097	0.1582322	-0.061679013	-0.03807842	-0.13719836	0.11851162	-0.0016706735	-0.044123746	0.080361895	-0.12223561	0.020499658	-0.10624075	-0.09434725	-0.24552032	-0.0013736489	0.04411724	0.012944835	0.067017935	0.17428455	-0.030878123	-0.13933994	0.056645602	-0.22984163	0.19893806	-0.13802876	-0.011048687	-0.11620847	0.117736146	0.037667878	0.01877851	-0.018733844	-0.16048205	-0.23575632	0.089101136	-0.03856118	0.053154755	0.07358022	0.18975714	-0.023145774	0.041768275	-0.044339627	-0.0906975	-0.15640175	0.08428786	0.08863033	0.21568029	-0.16322218	0.021145731	0.08924003	-0.11169143	0.031666502	-0.23542777	-0.20559151	-0.11459527	0.13504153	-0.07213785	-0.088195056	0.060531735	0.0039070398	0.06171868	0.062478684	0.07604116	0.22773579	0.07276858	-0.06778987	0.13925779	-0.07965502	0.011780124	-0.036777265	0.17747782	0.17506318	-0.13809982	-0.0007596433	0.07780285	0.051363915	0.008148471	0.011706185	0.039891496	0.07102867	0.051863134	0.04663867	0.019190783	-0.21596399	-0.04565862	-0.0002006054	0.14317617	-0.022504505	-0.07021813	-0.01884015	-0.10885094	-0.0613733	-0.21570317	0.13152367	0.06674038	-0.10551802	-0.05921524	-0.030917589	-0.07916563	0.29931122	-0.035459884	0.05157144	-0.11308042	-0.104033634	-0.11457026	-0.26631874	-0.11608789	-0.055613805	0.08456943	0.019684669	0.034015007	-0.15637845	0.097894326	0.22106858	0.070625365	-0.1232939	-0.110318065	0.053084843	-0.13182431	0.10618714	0.031719923	0.1964386	-0.041712485	-0.04425926	0.12590645	-0.049844705	0.088266045	-0.014632085	-0.050473243	0.0061922013	-0.11886767	0.19172356	-0.027949313	-0.21883884	
