 	еще_ADV	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	
103_nan_м_1_повествование	-0.03621713	-0.22233921	-0.16936478	-0.37159526	0.15885794	-0.12751928	0.022267565	-0.074923016	0.1020323	-0.049987327	0.108360454	-0.20731324	0.14164102	-0.04636173	-0.14889592	-0.03111336	0.038815834	-0.019851483	0.098811075	-0.21748334	-0.06518789	-0.012842402	-0.008767016	0.12651007	-0.1611265	0.06571088	-0.18802322	-0.032527283	-0.110707805	-0.03539916	0.10307298	0.14871824	0.021489576	0.17599657	-0.14579761	0.19879247	-0.07052581	0.049213775	-0.052388083	0.0029207617	0.15620272	-0.15918802	0.16928425	0.024548944	-0.099356696	-0.030203072	0.31404948	-0.039010316	-0.12879564	-0.021146543	0.11740586	0.06519915	-0.013755126	-0.23456874	0.16144669	0.16059498	0.04346277	-0.050055973	-0.30481666	-0.08702484	0.11380459	-0.02982127	0.052386284	-0.03934826	0.16146433	-0.25035644	0.06633566	-0.036641583	-0.030333512	-0.14194098	0.092576504	-0.15765956	-0.044005506	0.16540514	0.24437469	0.02859046	0.004727222	-0.023128051	0.2083934	-0.032826077	-0.1336588	0.1295638	0.030187458	0.013687078	-0.30223686	0.09765895	0.13641255	0.13411424	0.029744502	0.07398186	0.07216807	-0.004273272	0.06482419	-0.12988341	0.048411164	0.092862755	-0.27047804	0.028020222	-0.14440112	0.121189095	-0.029341526	0.17608368	0.116899766	-0.027974607	0.056436367	0.086246714	-0.02303141	0.04336061	-0.16155492	0.065768115	0.09875812	0.011729387	-0.11794858	-0.24382739	0.24314298	0.16772383	-0.20689398	0.039222293	0.10023329	0.00059278426	-0.13347684	-0.024938174	-0.0376906	0.041665446	-0.0031669596	0.15914443	0.09855604	0.1747051	0.19678372	0.242901	-0.086876154	0.14848554	0.076783806	-0.3339978	-0.086582914	-0.051365998	-0.15340292	0.024478951	-0.06031573	0.030376159	-0.1948702	0.12776434	-0.111362055	0.09352623	0.118951544	0.004070144	-0.07782307	-0.051344417	0.041203324	-0.007647343	-0.067921445	-0.024044767	-0.27339324	0.37942773	0.1509935	-0.062514	0.110604696	0.06460131	-0.026076779	0.11436456	-0.07798572	0.010660689	0.19045897	0.18487012	-0.10370701	0.16315335	-0.11824024	-0.02275952	0.27265838	-0.0012892582	-0.16641334	0.09752137	0.03446882	-0.005977575	-0.14545725	-0.13172229	-0.18850744	-0.10825228	-0.13525882	-0.0052265516	-0.14603144	0.178729	0.019914746	0.035897695	0.08802537	0.24556692	-0.16408336	-0.18410796	-0.08040038	-0.110988796	-0.109701484	-0.16527233	-0.12913878	0.06948711	0.05835213	0.1354982	0.18650544	-0.06733255	-0.00542353	-0.1685464	0.06413928	0.043950617	0.16616324	0.05321993	0.051412314	0.07338929	0.078650884	-0.24176577	0.040521417	0.020922154	0.07504268	0.021155927	-0.17955455	-0.115787074	-0.022574628	0.26184455	0.08096522	-0.14630215	-0.3028753	-0.06919168	-0.07202165	-0.15869856	0.22615604	-0.09944815	-0.087018214	-0.13468808	-0.17321254	0.2723385	-0.014623055	-0.006067194	0.29316017	-0.004765881	0.0046836454	0.15722881	-0.046100523	-0.10884616	-0.12065853	0.15894614	0.011399439	0.14387673	-0.028235003	-0.11564728	-0.152453	0.2864433	-0.09992306	-0.28800434	-0.16781113	0.046654683	-0.1940963	-0.08806829	0.10594697	0.13584037	0.3201742	-0.07582414	0.13814603	-0.056288883	-0.3109977	0.07279939	-0.10594405	0.25522536	0.07127932	-0.069465175	-0.07925153	-0.030584272	-0.08456615	-0.0124698365	0.088353515	-0.007848632	-0.23755851	-0.23176284	-0.018254962	-0.24949741	-0.026939018	-0.08345168	0.0016305223	0.13298154	0.010904331	0.08152361	0.056515284	-0.00023362413	0.052133843	0.018436069	0.028062452	-0.018913927	-0.11260614	-0.14514925	-0.31276223	0.048318952	-0.106485486	-0.15209316	0.19447942	-0.20213842	0.01115296	-0.014802754	0.08402196	0.06716604	-0.22053249	0.056386396	-0.030205045	0.06530976	
104_nan_м_1_повествование	-0.30564108	-0.51027644	-0.0323101	0.12582612	0.009416415	-0.0091458885	-0.15424316	-0.12400305	0.23720548	0.08660294	-0.013281145	-0.14736539	0.34955853	-0.109828904	0.22370681	-0.24817508	0.22839938	-0.34327942	0.31766796	-0.44585544	0.14871562	-0.18855043	0.2052087	-0.19718029	-0.27221403	0.29437688	0.08197978	0.08252479	-0.18075255	0.064193144	0.16221444	0.39945772	-0.078417875	-0.47989464	0.055997584	0.2705809	0.0634112	0.2784779	-0.11713734	-0.2886497	0.20361035	0.14425911	-0.19899718	0.012361757	0.21618159	0.009896701	0.119165264	-0.09282323	-0.09287754	-0.23670702	-0.06885273	0.100644216	-0.0882761	-0.26020378	-0.067295924	-0.13808674	0.25111303	0.16463113	0.16381222	0.20338175	-0.31286797	-0.37651354	-0.060694247	-0.16406035	0.19169784	-0.31314823	-0.44536352	0.08837319	-0.24443968	0.38428867	0.18973093	0.14717388	0.16978392	0.11001271	0.227353	-0.019268027	0.04985499	-0.6040548	0.07927773	-0.04518999	0.26515397	0.09088793	0.16529755	-0.013602749	-0.10109613	0.020720232	0.2911987	0.15559308	-0.101339035	0.33557135	0.322089	0.30903795	-0.16911416	0.0988749	-0.06526338	-0.047268126	-0.26839563	-0.1461541	-0.20410734	-0.02026298	0.26016855	0.47460732	-0.059801705	0.40486482	-0.07301888	-0.18591055	-0.028181355	-0.09482074	0.014824401	0.19311525	-0.037776113	-0.072567664	-0.12952325	-0.22422935	-0.16111666	0.3084301	0.058505166	0.27070045	-0.062198266	-0.20329644	0.26617432	0.075071	-0.016182374	-0.2237364	-0.19422346	0.014366597	0.0007556878	-0.2782511	-0.26658967	0.40126476	0.26838896	0.21478266	-0.33872578	-0.21501246	-0.11310993	-0.12673321	0.06178106	-0.38486478	-0.07888356	-0.14254853	-0.1996517	0.059991647	0.13037296	0.026047243	-0.22505988	-0.46839902	0.20687398	-0.20676185	-0.023806194	-0.37246528	-0.027624736	-0.19105053	0.11259251	0.08094388	0.26381686	0.22989315	0.10530999	0.024016285	-0.4487257	0.20544358	-0.005968551	-0.014949036	-0.0075584776	-0.09390497	-0.027236244	-0.16425137	-0.17990737	0.08143367	0.42490357	0.17540787	-0.040450323	-0.1558302	-0.094747946	-0.20579161	-0.34224713	-0.13838243	0.12114946	-0.038610436	-0.31721187	-0.024732988	-0.08917542	0.0983454	0.409448	-0.0034460782	0.09507682	0.11914563	0.073020846	0.36953574	0.039593693	-0.10213518	-0.27494133	0.06206374	-0.06021918	0.06072562	-0.25647357	-0.26631424	0.31546038	0.0028817162	0.032787357	-0.09217782	-0.025874	0.20210399	-0.11095359	-0.12074932	0.17737746	-0.019932322	-0.08729431	-0.053387668	-0.5079497	0.025852583	-0.24206716	0.06991201	-0.19374849	-0.18037915	-0.058708474	0.02139128	0.06883839	-0.31256294	-0.060629822	-0.08681614	-0.025660306	0.39986995	0.05692068	0.06463041	0.32150185	-0.15991943	-0.0837381	-0.22493833	0.25869524	-0.6212384	0.25083673	-0.19177331	0.010604696	-0.18492362	0.056094017	-0.21773976	0.32182974	0.06885934	-0.20121	0.39782748	-0.118696816	-0.124287754	-0.15952525	-0.00748443	-0.14221281	-0.05990849	-0.21857868	-0.40682238	-0.16609597	-0.18586405	-0.009826168	-0.35303786	0.34717372	-0.18663666	-0.16358325	-0.017992545	-0.16230686	-0.079293795	0.042207547	0.39836863	0.1482054	0.08277583	0.07682669	-0.13338256	-0.10582286	-0.14307937	0.104112536	0.39174813	-0.21195729	-0.28562146	0.031414673	-0.21415897	-0.3383345	-0.26960078	0.13173395	0.17229626	0.049518656	0.10777963	-0.17963998	0.3597034	0.5314288	-0.081037715	0.019284127	-0.025222022	0.35554677	0.16263896	0.067255974	0.077308066	0.18258467	0.09447942	0.02780227	0.18596965	0.022522125	0.08287182	0.11446569	0.23566905	-0.16104507	-0.39233407	0.13004439	-0.41992885	
104_nan_м_1_повествование	-0.16373175	-0.2197366	-0.08959375	-0.067954525	-0.0038998188	0.037616346	-0.014245619	0.1102363	0.109506026	-0.03277838	0.059530962	-0.01908585	0.054080933	-0.059609376	0.01189751	-0.088002555	0.08712835	-0.019391006	0.25407857	-0.08521077	0.004876463	-0.06635012	0.049704917	-0.0054572215	-0.037348617	0.06100749	0.038825005	0.061003953	-0.07478394	0.06850885	-0.004438863	0.19140492	-0.037088584	-0.05267211	-0.038999178	0.13156429	0.008768903	0.13748239	0.023882959	0.0588655	-0.053726573	-0.088315055	-0.025311043	0.042832218	-0.08436109	-0.045137238	0.11484376	-0.054954827	-0.0644479	-0.11070329	-0.076908395	0.01145866	-0.074380174	-0.09820006	0.08157614	-0.04795389	0.03539106	0.17431723	0.012296406	0.06165222	-0.072927356	-0.030988839	0.103134945	-0.07150108	0.02468076	-0.20309415	0.0129291965	-0.027393471	-0.04196962	-0.071984045	0.06210994	0.0013012945	-0.0641957	-0.019417472	0.07851197	0.11574546	0.08663709	-0.04042963	-0.01782293	-0.016752671	0.07332136	0.05869048	0.09680232	0.07796733	-0.060534537	0.061304927	0.07112306	0.033877973	-0.09744683	0.07618812	0.11558797	0.0014059561	-0.060361654	-0.015701931	0.08793555	-0.029970294	-0.037288643	-0.022760836	-0.013027452	0.019039685	-0.047450174	0.21206813	0.0013979025	-0.005027782	0.0316044	-0.018860867	0.02886505	-0.13519207	-0.019754827	0.038232908	0.16014725	0.07596206	-0.03308604	0.011561124	-0.027426774	-0.02482602	0.027041594	0.08941	0.0025222555	0.024407487	0.14250433	0.04938305	0.07566857	-0.078305796	-0.08750011	0.07513843	0.09052582	0.008873776	-0.06351524	0.19197156	0.1343014	0.015219711	0.013140711	-0.14587654	0.065736726	-0.009239969	-0.036004305	0.06938159	0.010771993	0.10117569	-0.08186274	0.073044114	-0.013167551	0.0015124452	0.09141016	-0.10126668	0.018814519	-0.15275106	-0.109454155	-0.1810911	0.011679373	0.06389554	-0.19960447	0.17332721	0.25629467	0.04234152	0.04432943	-0.050344627	0.03183057	-0.12138432	0.025360886	-0.04335662	0.09461703	0.1434989	-0.08312719	0.024397094	-0.13424422	-0.0051653683	0.17732975	0.08884415	-0.05516567	-0.19203146	0.15994625	0.013286859	-0.120043054	0.03226104	-0.14968239	-0.010838279	-0.17502335	-0.06126396	-0.23685043	0.054705612	0.13886604	0.059685033	0.12419845	0.1612459	-0.015470408	0.01478594	0.0579445	-0.19781631	-0.10812696	-0.06878427	-0.15007652	0.06747459	0.09201578	-0.014829543	0.0034744362	0.018029055	-0.02073719	-0.1190197	-0.01615641	0.06568476	0.023874965	0.07455421	0.093229845	-0.0059831506	-0.16305171	-0.06136173	-0.114112854	-0.09652177	-0.049924023	0.03168774	0.12073928	0.0727333	-0.027419332	0.02175546	-0.0052280948	-0.0068996027	-0.035065323	-0.13028534	-0.01385026	0.08779452	-0.056173354	0.03872242	0.046883963	-0.08776452	-0.041082602	0.026291396	0.068321094	0.00095422677	0.07657439	-0.07660047	0.071722575	-0.13714303	-0.03831283	-0.026524637	0.15260836	-0.0123410355	-0.042208996	0.056473233	0.025811318	0.10570668	-0.06754412	0.075276755	0.06592331	-0.016434466	-0.108248755	0.045024462	-0.021045541	-0.10312222	-0.103886105	0.017389795	0.29677272	-0.13970532	-0.087069064	-0.087805994	-0.020490471	-0.018975595	-0.07935249	0.11825858	0.090225585	-0.016471539	-0.07389131	-0.025353123	-0.19773613	0.10251025	0.073700465	0.08960723	-0.17425796	-0.024438623	-0.14560634	-0.21412659	-0.104415536	0.05050335	0.11003765	0.10418694	-0.041328374	0.00014105439	0.073834136	0.1503795	0.12341104	-0.17362574	-0.023170136	-0.0054013	0.119927146	-0.002763886	0.030075867	0.10976915	-0.007907077	-0.015760833	0.123868465	-0.10154146	-0.058779784	0.049516927	-0.012967964	0.11647864	-0.14178687	0.064437486	0.16538139	-0.17404464	
107_nan_ж_0_описание	-0.17383349	-0.024342382	0.0052109933	-0.46017304	0.030594015	0.27545804	-0.2619724	0.0648375	0.29749945	-0.039346475	0.13088302	-0.022063715	-0.1394444	-0.13969906	0.11001133	0.006120714	-0.08419689	0.19790417	0.14088176	-0.0030903544	0.19868715	-0.10084683	0.052508075	-0.045247857	-0.21331577	0.056904893	-0.028027529	0.1515825	-0.086508304	-0.101706326	0.14132868	-0.04826587	-0.06522264	0.25479266	-0.0038412276	0.07698784	-0.18706565	-0.04666804	0.10735357	0.073876455	-0.09157284	0.036903616	0.037496354	0.21831207	-0.030191928	-0.09433141	0.18761086	-0.31701222	0.05153486	0.042447705	-0.12246276	0.11671299	0.19319774	-0.047644287	0.25576323	0.0159665	-0.054094136	0.06769543	0.010246167	-0.056746434	-0.024422852	-0.015780529	-0.100623965	-0.043219704	-0.079736665	0.016022282	-0.14957313	0.08633753	0.03558571	0.04389268	-0.15098248	-0.15427406	-0.18443172	0.13635284	0.09541724	0.10146636	0.04233776	-0.2307996	0.17949562	-0.10689873	-0.09086308	0.021577215	-0.10534688	-0.20328684	-0.15602545	0.22385027	-0.014806986	0.06681606	-0.16781701	0.12603778	0.013435896	-0.14278413	-0.04786672	-0.23934662	0.23250079	0.17702918	-0.05387341	-0.043204308	-0.20520766	-0.059739787	0.11961638	0.15406303	-0.065098435	0.21958484	0.019462185	0.17147154	-0.0008560351	0.013689779	-0.20670749	0.24544565	0.26951733	0.21989681	-0.18136299	-0.036817905	0.1903218	0.14330737	-0.1149266	0.10817549	-0.036388624	0.030995928	-0.06330821	0.055657927	0.031639636	-0.06159085	0.06946445	-0.01762169	-0.086714946	-0.02692723	0.24809246	0.22591722	0.06770642	0.12966381	-0.07295751	-0.07760554	-0.14877625	-0.11858052	-0.0075439326	-0.09227744	-0.0912545	-0.009763233	0.15490799	0.16534768	-0.17254008	-0.1303413	-0.15042514	-0.026618615	-0.034802597	0.118851155	0.022055717	-0.021277122	-0.08569542	-0.21032138	-0.39273587	0.30669472	0.17442179	-0.09053743	0.11583314	-0.06147073	0.11302606	0.016280377	0.12009821	-0.11174486	0.12745449	0.13499486	-0.21666922	-0.075237446	-0.040148277	-0.024102507	0.08431217	-0.0021010686	-0.03851285	0.09863406	0.316663	0.10960052	0.12931438	0.06825151	0.03303874	0.07673427	-0.07543629	-0.10382134	-0.050195128	0.03354676	0.026869113	0.09604893	0.14239863	-0.12900431	0.16581513	0.10665784	0.15697666	-0.072718866	-0.11198366	-0.009925999	0.1333657	0.060700264	-0.058577757	0.06400353	-0.00093513477	0.11995154	-0.13276808	-0.2990254	-0.031452242	0.07958942	0.08597824	0.14925663	-0.037452236	0.15225987	-0.11717191	0.088297606	-0.038092732	-0.08417219	-0.10986513	-0.025426477	0.011986271	-0.110319644	-0.0027917076	0.034328375	0.09279146	-0.12747031	0.1957029	0.032351002	0.011027157	-0.18555404	0.056504037	0.014676396	0.08545881	-0.09177798	-0.109958135	0.0039883144	0.011340131	0.033847045	0.13973533	0.093772925	-0.0964827	-0.16190195	-0.030090593	-0.04197469	-0.10040311	-0.08741981	-0.019230003	-0.112189494	0.0768151	-0.10282453	-0.06285558	-0.045211777	-0.008203355	-0.12989783	-0.05952774	-0.15267386	-0.079518795	-0.0672293	0.039580863	0.15620784	0.122181736	-0.20332062	-0.024524452	-0.18153507	0.08194725	0.011305432	-0.08243478	0.225536	0.06777595	0.044335943	0.06906426	-0.15909433	-0.086124144	-0.018353434	0.13358064	0.032768775	-0.28567746	0.011842673	-0.109034784	-0.15452445	-0.21393012	-0.09381064	-0.09640613	-0.047984153	-0.09309212	-0.14762685	-0.014744706	0.040646534	0.013248126	-0.15397905	0.24595416	0.16634364	0.111570396	0.028963765	0.0046089985	-0.06243172	-0.09596687	0.11503448	0.118135475	-0.015044528	-0.22929679	0.33018944	-0.08117076	0.11024737	-0.15485518	0.013885585	0.18216056	-0.10865111	
10_nan_м_0_повествование	-0.034321047	-0.25051877	-0.30965316	0.013491869	-0.020420771	0.025263844	-0.03496735	0.21037225	0.21357132	0.001276819	0.068687625	-0.015669875	-0.024930041	-0.13910362	0.0105923265	0.059960425	0.014769331	0.047299743	0.13999362	-0.58855176	-0.032091223	-0.3409854	-0.063269846	0.020211253	-0.17738149	-0.0017997772	-0.038867373	0.118716516	0.018101495	-0.10637282	-0.17732665	-0.012011848	-0.017326936	0.14305039	0.010938153	-0.016270319	-0.13144405	0.2322281	-0.08723059	-0.16861635	-0.30105853	0.010833576	-0.0031524152	0.15374638	-0.008675575	-0.16560534	0.22808138	0.058338832	-0.0052371733	-0.6644033	0.0010643895	0.040304407	0.22862531	-0.052552845	-0.14288469	0.013376754	0.16650349	0.39927256	-0.094468646	0.13035245	0.11493548	-0.20426674	0.2653363	0.07118137	0.104438744	-0.37714455	0.13940829	0.05469215	-0.25319302	0.025115207	-0.16595015	-0.09514572	0.09482102	-0.15603736	0.33226094	0.20475528	0.1498809	0.009387191	-0.07551597	0.039224055	0.089843765	-0.26274276	0.15358384	0.2688143	-0.25452968	0.18627396	-0.13819027	0.009319201	0.07535047	0.16380684	0.07673704	0.040285975	-0.2296022	0.0008718148	0.31591478	0.2151617	0.025318047	0.09183557	0.1617355	-0.18018124	-0.013916388	0.46218783	-0.028848749	0.0046733823	0.2936472	0.14643349	0.10220276	-0.30763268	-0.1897866	0.27817482	0.28495705	0.0788471	0.11124248	0.17072538	0.24654236	-0.031912465	0.07429701	0.25276855	0.083615035	0.05173023	-0.06401551	0.32920104	0.121499725	-0.052815214	-0.30955344	-0.042247243	0.3589484	0.096077524	-0.14809836	0.29010585	0.022582753	0.040215604	-0.18753277	-0.3144715	-0.004984498	-0.32395488	0.10359565	0.15818769	-0.0025620237	0.21336246	-0.30040097	-0.0025208965	0.17928758	-0.050674304	0.3305216	-0.09209746	-0.2152367	-0.09957501	-0.1499039	-0.37916118	-0.13370462	-0.11828988	-0.12418559	0.21203199	0.20124613	0.24141732	-0.25992852	-0.051898956	0.06665018	0.09056697	-0.19741374	0.19706193	0.03270876	-0.22553091	-0.18643868	-0.03328219	-0.27591884	-0.13710418	0.00023430819	-0.04160092	0.041338522	-0.21489641	0.20051496	0.20795837	0.2599802	0.14754595	0.056257702	0.2848949	-0.33193928	-0.48200902	0.007668894	0.08308625	0.11796086	0.17713091	-0.11171867	0.27975595	0.051865004	0.08302472	0.28512642	-0.13738099	0.010138676	-0.066692844	-0.18603697	0.20857236	0.074108645	-0.023804367	-0.16231817	-0.1119777	0.12622139	-0.043622587	0.31213987	0.08327186	-0.090410635	0.054468527	0.25623584	0.18073209	-0.19080418	-0.17103474	-0.16441302	-0.16926101	-0.20115864	0.07444127	0.25247824	-0.11321424	-0.3848216	0.10340737	-0.016481042	0.002421338	0.07256215	-0.16356862	-0.042670824	0.32254374	0.00023248792	0.030412622	0.2641185	0.09352283	0.33231467	0.04668481	-0.004555676	0.08772409	0.27159274	-0.024624601	-0.3397479	-0.075491145	-0.008625418	0.067513235	0.18169977	0.11993141	-0.27412564	-0.00683856	-0.010185525	-0.10891839	0.25818008	-0.16518886	0.03193958	0.11268002	-0.113725886	0.10781504	-0.44499823	0.028795213	-0.16546555	-0.011814147	0.124458894	-0.19772168	0.0045329183	-0.05222126	-0.14999881	0.2999157	0.41514108	0.09661412	-0.26762378	-0.282078	-0.021035038	0.048960112	0.17857577	0.02342683	0.035305034	0.06841224	-0.16507143	-0.11550443	-0.3793155	-0.17429772	-0.059465468	-0.015351634	-0.12933163	-0.25085434	0.016839989	0.008140504	0.5016801	0.27068192	0.22474147	-0.40704986	-0.0027637482	0.1492478	-0.03718329	-0.03255879	0.10544794	0.3548956	-0.022520006	-0.0017228764	-0.1877476	-0.007251747	-0.17893046	-0.10125059	0.13118224	0.10187747	-0.2855615	0.0026633292	0.40657264	-0.36221677	
111_nan_ж_0_описание	0.06063255	-0.0815197	-0.008150571	-0.1771805	0.21106806	0.10977049	0.16963872	0.05545616	0.095991746	-0.0031201325	0.08348775	0.11969533	0.08654263	0.056074686	0.04777459	0.019971555	0.14527115	0.05617573	0.095747635	-0.030551448	0.17564449	-0.008425671	-0.15139571	0.06766886	-0.10987069	-0.09843125	-0.059316564	-0.07953214	-0.18366255	0.08565279	0.070332944	-0.04355488	-0.072610855	0.083707616	-0.010237396	0.058648605	-0.09908339	0.18416461	0.0013750553	0.020772746	-0.15257151	-0.039908335	-0.112056926	0.09353683	-0.12953666	-0.15919152	0.10128049	-0.1167471	0.07792809	-0.1953614	0.011449367	-0.028573329	0.091299035	-0.025056008	0.039249502	-0.02442404	-0.03470403	-0.061156165	0.12135053	0.056274913	-0.017068733	-0.04392334	0.17524695	-0.037226938	0.11947477	-0.1669133	-0.11970246	0.23543565	-0.11834192	0.015327966	-0.1378183	-0.19178972	-0.07676868	0.0069403527	0.06330771	-0.013889946	-0.004642314	0.0020954565	-0.029599732	-0.029482543	-0.19943997	0.08703949	0.11767739	-0.21839409	-0.01339834	0.12168219	0.051302142	0.0032702722	-0.06894928	0.08011095	-0.14643136	-0.04634241	-0.0015499123	-0.054947615	0.090030454	0.12505633	-0.088236615	0.0894147	-0.013572765	0.06649612	-0.07515172	0.093017325	-0.09416666	-0.01009829	0.11629327	0.0645344	0.16651493	-0.2544842	-0.034708016	0.13475639	0.113901176	0.12737934	-0.116134144	-0.043388527	-0.10870514	0.02887862	0.015876796	0.013068154	-0.17822003	0.16160887	0.3016861	0.10272014	-0.014278035	-0.16532798	-0.04253766	0.039347194	0.11201836	-0.07782435	0.13370217	0.23939972	-0.09242238	-0.07239528	0.19075571	-0.24643269	0.10154156	-0.050189395	-0.12793633	-0.08530159	0.13120806	0.08499405	0.023719719	-0.023000654	0.06958617	0.047333386	-0.049434703	-0.16672143	-0.020263083	-0.06001631	0.07995396	-0.16667926	-0.050874878	0.013400501	-0.22685751	0.1879765	0.31215596	-0.05760433	0.031166678	0.018818455	0.1252446	-0.01496354	-0.03294422	-0.045281574	0.07060579	0.08272895	-0.14699097	0.07784481	-0.061966963	-0.10241195	0.1467013	-0.09870273	-0.038320247	-0.029883001	0.28442717	0.09483974	0.21581972	0.081447996	-0.05024644	0.049033396	-0.0018004857	-0.06253898	-0.18624277	0.059819948	0.236878	-0.019090015	0.058807623	-0.0067456933	-0.009490398	0.08521279	0.12330563	-0.16079928	0.13579586	-0.07478149	-0.06129068	0.11968275	0.06430475	0.07220505	0.03621027	-0.05779428	0.02790295	-0.1127973	0.090248555	-0.025075918	0.23864293	0.025964057	0.2026231	-0.011270164	-0.046354987	-0.066843	-0.18890572	0.030373817	-0.0025807917	0.011472015	0.13239393	-0.04017094	-0.04073967	0.08675768	-0.010754894	-0.060414385	-0.08443115	-0.12214489	-0.1001083	0.17411391	0.06521044	0.039604608	0.13847446	-0.18378362	-0.053645067	0.1908386	-0.0075885607	0.049115457	0.12949705	0.13124399	-0.05644954	-0.02992407	0.02721743	-0.071138166	0.0045397403	0.17550139	-0.09793123	-0.004080394	0.1001064	-0.0026297048	-0.10071404	0.031873293	-0.03198364	-0.017458117	-0.051021673	0.120507374	-0.019548837	-0.056868155	-0.06766372	0.036248427	0.16654296	-0.2420691	0.0049713617	-0.008130675	-0.19728084	-0.16153383	-0.035629325	0.090258166	-0.099393025	-0.070604876	0.036337692	0.030375918	-0.16205701	0.037588224	0.06332417	0.09063139	-0.11564475	-0.031609118	-0.0050344854	-0.09521361	0.004183513	-0.110731736	0.2054232	-0.04498311	0.014086483	-0.1387192	0.121922255	0.090944275	0.087995574	-0.15751962	0.15206762	0.05602637	0.029675558	-0.091126665	0.00074359326	0.0716915	-0.032493673	0.03430523	0.11276008	-0.09442137	-0.15088716	0.11218164	-0.065678425	0.15879035	-0.20992646	0.038913295	0.06513597	0.07587898	
