 	произойти_VERB	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	
100_nan_м_1_повествование	0.039806392	0.056688495	0.00051873474	-0.30579132	0.10899408	-0.13723868	0.118027054	0.03565293	0.06184504	0.119312145	0.13908775	0.09950666	-0.058578692	-0.15112448	0.09989436	-0.036516063	0.1243145	0.08815188	0.10219808	-0.06803631	0.06328527	-0.062164456	-0.023145271	0.06327744	-0.19138671	-0.22752813	0.075958356	-0.11070564	-0.076983914	0.0035391406	0.1467686	-0.027783427	0.090867504	0.029452479	0.119869426	0.12742862	-0.08277189	-0.0122970315	-0.055791326	-0.19603369	-0.24503379	-0.16216344	-0.18992239	0.19010413	0.12086781	0.047710232	0.2226468	-0.12099962	-0.056625713	-0.21798694	0.14480229	0.06292987	0.18869641	-0.19781412	0.010938746	-0.18252257	0.061343182	0.014859812	0.11417308	0.01177501	-0.044098064	-0.09567825	0.20088089	-0.18532111	-0.09352096	-0.21293437	0.15416504	0.09541325	-0.02326315	-0.088433705	0.1826925	-0.15131041	-0.09320955	0.074962534	0.0892667	0.20978102	0.13052104	-0.14684586	0.30208912	0.09145458	-0.063306704	0.11270139	-0.03465476	-0.043090075	-0.21996324	0.05649553	0.04704689	0.026049893	-0.1202696	0.25363344	0.046055067	-0.044042587	0.117821895	-0.11641766	0.12144917	0.040301196	-0.012957062	-0.068549596	0.001017648	-0.19915387	0.010083823	0.08522694	-0.08677006	-0.106209636	0.12204713	0.14008191	-0.053373646	-0.13867304	0.020470107	0.008123892	0.18833445	0.16055313	-0.13174288	0.028721828	0.037111815	0.048496433	-0.0120971445	0.07766375	0.0025267377	0.06521247	0.11498264	0.078526065	-0.035070755	-0.0036256686	-0.015717367	-0.055332232	-0.015204241	-0.04445671	-0.042820714	0.1523122	0.17245193	-0.08463339	0.18516798	-0.26867485	-0.03879678	-0.008812619	0.044106327	0.043080397	0.009557163	-0.00068090705	-0.1695332	-0.01179625	0.03326128	-0.0101862075	-0.02304681	-0.095500246	0.06850692	-0.17643715	-0.059294976	-0.0015633807	-0.015581009	0.0005259812	-0.18603054	0.09919981	0.13741994	-0.05293234	-0.13200489	-0.11753823	0.17122562	-0.053575058	0.08341019	0.14039667	0.031003091	0.28771162	-0.045012187	0.06359939	0.027356554	0.035641115	0.034971617	-0.0010270358	-0.053352617	-0.1292995	0.2753808	0.013045053	-0.17976922	0.11799989	-0.042881873	-0.026572257	0.06671099	-0.0114057185	-0.050088435	0.008179449	0.13482252	0.009183335	0.013384895	0.07357804	0.049582314	-0.019565504	0.16931602	0.13187188	-0.056531288	0.008464056	0.03380257	-0.03446553	-0.028351212	-0.0908619	0.08325112	-0.16601858	0.00092460215	-0.1265698	-0.020689202	0.02043483	0.10758571	-0.11677702	-0.11992557	0.15920708	-0.028104922	-0.051431566	-0.04133576	0.006028229	-0.070432566	0.25430423	-0.18289444	-0.011823485	0.09473789	0.09678532	0.07579295	-0.06787295	-0.047086272	-0.05042371	0.07193267	0.020482063	0.0113630295	-0.048731726	0.15950397	-0.0992678	-0.052530933	0.074326634	0.028148433	0.10385306	-0.028696924	0.07229626	-0.036452577	0.00947341	-0.20791396	-0.09038252	0.016263181	0.12764385	0.030716483	-0.064885125	0.10360904	0.23585153	-0.26938197	0.04965949	-0.20370162	0.04388111	-0.043185357	0.1606054	-0.021615446	-0.13052696	-0.027103204	0.003363484	0.09575017	0.057244547	-0.057434134	-0.0665762	-0.0654604	-0.12827428	-0.037237175	0.10544958	-0.027267396	0.0235794	0.01030088	0.09525335	-0.04860598	0.12968585	0.16163486	0.106552124	-0.30153435	0.12540983	-0.039907284	-0.24210031	0.11338846	0.019513393	0.24367265	-0.07371378	-0.01573745	0.05861531	0.124632075	0.11125314	0.07346213	-0.15144424	-0.12417624	-0.115887545	0.025526542	-0.1372118	-0.011714998	0.06137563	0.022512939	0.16460748	0.21246462	-0.1559425	-0.206657	0.05687496	0.01256422	0.022672027	-0.27422535	0.05857256	0.12979373	-0.050413586	
114_nan_м_1_повествование	0.09757132	0.1094748	-0.3581782	-0.13593823	0.15731831	-0.02391207	0.08883385	0.06323159	0.084003955	-0.024706976	0.16979383	0.12787515	0.16514722	0.008998677	0.28302452	-0.17543133	0.06222045	-0.04620578	0.3668055	0.09351357	0.27297986	0.093383916	-0.10280208	0.299998	-0.24373555	-0.04339001	0.100225806	-0.06941618	-0.12440663	0.07912535	0.34433794	-0.018955806	0.14015555	0.061663356	-0.032009058	0.19227709	-0.08725718	0.3160631	0.07098549	0.0075820135	-0.21812142	-0.16399638	-0.16532323	-0.01161285	-0.2118191	-0.09214075	0.1006166	-0.09058185	0.15737493	-0.016716715	0.1693072	-0.068373606	0.08559628	0.023147935	0.22148214	-0.12367811	-0.116047144	-0.14574698	-0.13056315	0.08646214	0.06045963	0.110232174	0.17213407	0.07353183	0.12570083	-0.14398253	-0.21864276	0.14200395	-0.111899294	-0.102997825	-0.09597222	-0.29932937	-0.08714214	0.07833369	0.10347295	-0.07561617	0.030911217	-0.047539335	0.08025257	0.010957058	-0.3025875	-0.049172074	0.26481318	-0.17412312	0.057672054	0.09957959	0.12128106	-0.23578615	0.1340054	0.08439971	-0.18880606	-0.3250275	-0.12891202	-0.28705806	0.09067145	0.0045383503	0.16182174	0.15496336	-0.17378846	-0.13610737	0.07157313	0.12491968	-0.31575543	-0.07697058	-0.045570984	0.08533457	0.06795546	-0.35439342	-0.024551816	0.31807503	0.15965483	0.0035127667	-0.13914457	-0.10018879	-0.036978416	0.30920705	-0.020806208	0.14573419	-0.21476918	-0.18549809	0.13211177	0.1891386	0.049953245	-0.14240313	-0.06000087	-0.17607704	0.14430538	-0.098667316	-0.027434062	0.23464553	0.25777045	-0.053489115	0.3249699	-0.47842315	-0.15509811	-0.12576571	-0.37613854	-0.2254076	-0.1842932	0.11084828	-0.0048418213	0.20959255	0.13040416	0.111769155	0.12104988	-0.1824148	-0.013952221	0.15753467	0.09027387	0.054632507	0.15085892	-0.06491152	-0.100114934	0.3225154	-0.039702706	0.011990261	-0.08765153	-0.21994756	0.3779195	0.067243405	0.15487821	-0.049840968	0.064962536	0.23704006	-0.14991897	-0.021990951	-0.123530686	-0.19594082	0.13249932	-0.21132879	-0.018766886	-0.04691083	0.049565505	-0.06363957	-0.05219423	0.10623031	0.010340015	0.052301098	-0.13596082	-0.013246494	-0.15749896	-0.0054012667	0.29443365	0.072306104	-0.005595534	-0.22236274	-0.09047252	0.14679877	-0.07368046	-0.040317595	0.1148166	-0.037958093	0.030132331	-0.0793887	0.13449967	0.026708763	0.13348435	0.054327704	-0.10949288	-0.011731725	-0.12139979	-0.14163858	0.053584192	-0.22423762	0.20034967	0.0026977963	0.006524496	-0.3692216	-0.063282155	0.12298313	0.098458365	0.13844177	0.30840656	-0.0669572	0.036263738	-0.031305045	0.017204685	-0.0836153	0.0667401	-0.039857734	-0.16597936	0.07085928	0.10108762	0.12561259	0.012741813	0.0052012196	0.025891181	0.36601567	0.17341296	0.06866845	0.01397056	0.16122705	-0.1903793	0.0012550654	0.037725493	0.0039972463	-0.09211917	0.25353572	-0.08695185	-0.055314377	0.028588869	-0.30662966	-0.40695962	0.03984295	-0.38062915	-0.013693515	0.25072232	0.088097945	0.07920254	-0.2948011	0.1387386	0.27107155	0.16881534	-0.18632586	-0.093514375	0.19511539	-0.25449008	-0.27734423	-0.083575346	0.1270915	-0.09837755	-0.06754063	-0.14341395	0.08088625	-0.092901595	0.057982445	-0.16543096	0.0077216746	-0.2519045	0.039455008	-0.060539424	-0.118310615	0.085991204	-0.0043393485	0.09546089	-0.049829975	-0.0076376437	-0.18336889	0.030339124	0.21280527	-0.019530913	-0.29427677	0.03320653	0.009606004	-0.09087669	0.04363604	-0.031021101	0.12967657	0.042428356	0.031508103	0.16875696	-0.2344138	0.08701182	0.16227615	0.08457933	0.015792212	-0.02851565	0.12819727	-0.16603668	0.14620994	
114_nan_м_1_повествование	0.011505212	0.13486022	-0.10383775	-0.26387626	0.080266595	-0.115486145	-0.033164326	-0.02688376	0.02940925	0.112842284	-0.024865294	0.19332032	-0.015777037	-0.094598085	0.2058209	-0.220113	0.14825158	-0.0481817	0.07583735	-0.14494257	0.012716063	0.07563148	-0.019241428	0.14820085	-0.19702886	-0.040725198	0.11550186	-0.03987089	-0.29150173	0.003577641	0.19647487	-0.10694168	0.2634421	-0.048055828	0.13417436	-0.036332715	-0.044231117	0.047919128	0.06906589	0.069532424	-0.19213875	-0.15908213	-0.27354634	0.09258247	-0.07135984	-0.077437475	0.0725445	-0.22874653	-0.15610893	-0.049308155	0.13968499	-0.21964276	0.16753483	-0.1066669	0.09746459	-0.23619018	0.036618307	-0.1640249	0.017205162	-0.09471479	-0.0144337565	0.010355149	0.14020781	0.035928924	-0.093183696	-0.29675075	-0.049510926	0.08518148	-0.100281306	-0.12625249	0.0898414	-0.055879366	-0.07359506	0.06599637	-0.019071704	0.045869876	0.04625966	-0.14091904	0.16714866	0.21606791	-0.1241078	0.12361917	0.14907931	-0.031467553	-0.09998525	0.17545684	0.10699642	-0.07266188	0.026701907	0.20213188	-0.009286811	-0.08403959	0.035447735	-0.1962847	0.055707317	0.030408645	0.05466898	-0.15544498	0.06366668	-0.08868744	0.11614046	0.094226055	-0.12939928	-0.12227216	-0.079588525	0.10185947	0.066457935	-0.24933977	-0.056356728	0.22791238	0.16077815	0.12737224	-0.14695145	0.07851917	0.066396594	0.097643375	-0.10750604	0.071137615	-0.06494292	0.04016726	0.26462206	0.15159234	0.04745994	-0.04562947	0.009009802	-0.1573047	0.0045781992	-0.065804295	-0.018154437	0.29343426	0.1654376	0.013983752	0.18447645	-0.29916143	0.049951915	0.10982885	-0.21817835	-0.26658204	-0.17265601	0.0221153	-0.006173114	0.18215452	0.14945944	-0.14331381	0.021593114	-0.07761564	-0.07045809	-0.08333784	-0.1450836	-0.07099345	0.24459548	0.015932381	-0.27873912	0.2934365	-0.028291764	-0.053848058	-0.0006469488	-0.07967751	0.3018233	0.008501801	0.0787253	0.08580089	-0.066124216	0.2603808	-0.08610624	0.031895176	-0.14047514	0.057756115	0.120949276	-0.083275795	-0.13903512	-0.08883155	0.116318844	-0.032965045	-0.11398139	0.008608731	-0.12409047	0.04497832	-0.03931276	-0.021477485	-0.12675332	0.17459832	0.2238457	-0.040245626	-0.018641673	0.16386802	-0.04906908	-0.04532109	-0.021704406	0.15806179	-0.011334295	-0.06039052	0.07444706	-0.05000105	0.0279197	-0.052578222	0.014005713	-0.110242784	-0.11216589	-0.014713517	0.017855905	-0.12244606	0.038597662	-0.0831129	-0.03620223	-0.01795292	-0.14238311	-0.122801654	-0.14764734	0.021426568	0.07496389	-0.0052278093	0.17567647	-0.019532353	-0.0052502826	0.01813809	0.13988435	-0.03404248	-0.10588131	0.07343348	-0.07504669	-0.05371817	0.17774211	0.010354581	0.06999314	-0.028432583	0.027678398	0.29435435	-0.02967325	0.018749684	-0.08648918	0.1533872	0.051006526	-0.12313474	-0.1883219	-0.0862915	-0.011292835	0.18341477	-0.020193806	-0.011584324	0.175166	-0.02013585	-0.3122467	0.099780716	-0.18560894	0.14462112	-0.058274075	0.27558663	0.023062488	-0.110936046	0.068900995	0.15906163	0.0875221	0.09086735	-0.16744931	0.088088475	-0.12295858	-0.3720591	-0.1299663	0.06393974	-0.089155436	-0.1679685	-0.048460256	0.028856033	-0.097834	-0.011258473	-0.007881294	0.024745896	-0.23417568	0.03748397	-0.081929915	-0.19590509	-0.025963701	0.13519625	0.17557734	-0.20437129	0.0008851637	0.042574715	0.07944126	0.0637157	-0.08097368	-0.18413092	-0.23204517	-0.027229818	0.0438346	-0.10834274	-0.015509163	0.14883442	0.095125206	0.12024143	0.21530181	-0.19022322	-0.20000613	0.0624215	0.009616181	0.05616415	-0.15562995	0.21641606	-0.062520385	0.0898785	
115_nan_м_0_описание	0.106482156	-0.07660116	-0.09423332	-0.17914474	0.011514096	-0.041342314	0.039990846	-0.06617385	0.13469532	0.07296527	-0.014943169	0.07264442	0.053943466	-0.062246054	-0.084504515	-4.5463443e-05	-0.108165845	0.05360864	0.26410416	-0.2533781	0.1319229	-0.10938531	-0.058985766	-0.2751455	-0.21988502	0.10150538	0.12791044	0.12598038	-0.08708441	-0.13738279	-0.027045123	-0.07225337	0.176659	0.11362183	0.042252626	0.12856656	0.0072359033	0.05551956	0.059622575	-0.011318173	-0.049117852	0.21563795	-0.05183392	0.110010155	0.1477507	0.17250434	0.2208429	-0.16348627	-0.0634539	-0.03036131	0.079002485	-0.054712664	0.3033235	0.12637834	0.1871135	-0.0387993	-0.27684027	0.024548583	0.037826546	-0.04501746	-0.027924009	0.08104344	-0.004410792	0.032291148	0.048625484	-0.16531694	0.05066157	-0.055647753	0.05393017	0.15484834	0.091818854	-0.1193315	-0.16788618	-0.046910815	0.106850944	0.08854595	0.020115629	0.0982627	0.16490689	-0.17855924	0.1034416	-0.028024215	-0.15038942	-0.09399416	-0.10598513	0.13546574	0.011501633	-0.113720246	-0.27167284	0.118234575	0.1937386	0.05467443	-0.041278977	-0.2418695	0.13717745	0.017762711	0.008912891	0.093306385	-0.091912545	0.06293094	-0.07207295	0.23296759	-0.077484995	-0.019069731	-0.09408883	0.09918444	0.09985444	-0.18998435	0.0140832225	0.15070426	0.10061036	0.08212507	-0.16962084	-0.027239747	-0.1294608	0.08830857	-0.11982512	0.03709302	-0.08911055	-0.1906518	0.055362597	0.10272655	-0.2252225	-0.08603698	-0.010428259	-0.07558438	0.22279735	-0.024563523	0.1398871	-0.025476195	-0.06371337	-0.023568712	0.1558668	-0.122419536	0.08025079	-0.09133422	-0.08866252	-0.08467321	-0.12428026	-0.054313976	-0.15584624	-0.08241339	-0.062179614	0.07305011	-0.003317684	0.005646145	0.044546902	-0.06225701	-0.1323061	-0.06851634	-0.03219849	0.025399353	-0.27328995	-0.08414633	0.13211432	-0.14696918	0.22542518	0.05481831	0.049016286	-0.022489013	0.06446853	0.19135605	0.02049245	-0.0021458985	-0.13578069	0.10815893	-0.07723154	-0.015942894	0.12233308	-0.041400526	0.042618237	0.09832728	0.30526802	-0.015391011	-0.095462225	-0.051677905	-0.13491154	0.07327087	-0.19674748	-0.054439433	-0.25604352	0.0023433268	0.07364335	0.050146457	-0.08804923	-0.09363328	0.26310602	0.01618021	0.10617825	-0.0023706723	-0.015089247	-0.12450163	0.08291944	0.04978719	0.09719844	0.11589252	-0.07574146	-0.08642705	-0.06120676	-0.17524847	0.09540772	0.17000228	0.15188345	0.09379344	0.031272475	0.116415344	0.00017666537	-0.21766903	-0.3565874	-0.06901273	0.0986333	0.15029773	-0.017414277	0.04038857	0.057496425	0.036814023	0.120754406	-0.10478782	0.030646749	-0.17815843	0.052796535	0.06749226	-0.02007638	0.21033065	0.044435997	0.037847348	-0.053265247	0.10851739	-0.0287143	-0.1493909	0.0077122096	-0.17516926	0.12712169	-0.10870145	0.13013902	0.025382057	0.04579649	-0.051616326	-0.11276923	-0.13812631	0.054972686	-0.15014261	0.16215593	0.2705586	-0.07522654	0.09656373	-0.0053602606	-0.050268825	0.09754137	0.035061292	-0.12848192	0.100782536	0.101430185	-0.18276457	-0.082472205	-0.13966812	-0.032452717	-0.21221349	0.11468835	0.051439285	0.13683605	-0.08052495	0.028184567	0.039847005	-0.17927876	0.22696799	-0.0106248595	-0.13156414	-0.21846153	-0.08623095	-0.18511844	-0.023069987	0.13326636	0.017009418	0.13488406	-0.05145725	-0.034287076	-0.058390163	0.09861211	-0.13960963	0.031440325	-0.08914931	-0.058193717	0.04798796	0.29771715	-0.111448705	0.020173587	0.0708774	0.07721314	0.18767166	0.116888136	-0.1331525	0.016503636	0.06891878	-0.026256304	-0.11619573	-0.106064916	0.17437297	0.16720258	-0.043885063	
120_nan_ж_1_повествование	-0.037689634	0.03479886	-0.12470168	-0.08107773	0.15558174	0.18000595	0.023542037	0.051736396	0.19325735	0.1381807	0.2129039	0.045498032	0.09018398	0.10538498	0.06637981	0.012146408	0.10103248	0.07319032	0.0034858615	-0.09854712	0.063534476	-0.06752792	0.020858338	-0.094041586	-0.20817527	-0.105258845	0.016643193	-0.11799695	-0.056230087	-0.048673153	0.08764383	-0.04086683	0.069822684	-0.090712845	0.028582653	0.011466828	-0.20596822	0.035390884	-0.030903226	-0.1332866	-0.11970197	-0.14197567	-0.27581716	0.14771317	-0.038080912	0.0152246775	0.0050619035	-0.34038693	0.10108702	-0.26588884	0.18560506	0.059885316	0.15955053	-0.018581402	0.11327182	-0.084842645	0.09989879	0.012542164	0.0690483	-0.009424381	0.110944845	-0.009638345	0.2689298	-0.06491329	-0.01786823	-0.11337652	0.016219817	0.26257282	-0.091333464	-0.058468778	-0.0683911	-0.14223263	-0.030245185	0.15798113	-0.045090582	-0.031484548	-0.009115448	-0.040599834	0.24688344	-0.073165275	-0.09566101	0.07628641	0.02619734	-0.050929792	-0.0760712	0.07040961	0.034916714	0.024070958	-0.01524899	0.046723384	-0.13581428	-0.09097842	-0.017955799	-0.18848929	-0.038857825	-0.080682926	-0.10929473	0.025578747	0.084677294	-0.13294828	-0.028115824	0.19345766	-0.06461649	0.06585051	0.07294093	-0.011714822	-0.096219	-0.29846814	-0.078954645	0.17481242	0.17975813	0.044075392	0.017360413	-0.12042226	0.1994533	-0.04798471	-0.24065185	0.19114654	-0.06728838	0.052049242	0.18730117	0.19210075	-0.09982793	-0.14623468	-0.06634996	0.0018704936	0.055296868	-0.07736115	0.05846678	0.12716024	0.102067456	-0.18714921	0.10395338	-0.24958794	-0.18965745	-0.07291488	-0.11728261	-0.014262284	-0.19218948	0.060568124	-0.048012517	-0.017883647	-0.045750063	-0.095939144	0.116049156	-0.2129004	-0.06206516	-0.03856417	0.04501065	-0.117228605	0.04682639	0.07566978	-0.30833417	0.087347046	0.024010966	-0.16770479	-0.07129501	-0.14741966	0.048366897	-0.067049325	-0.002118343	0.16718057	0.0072113574	0.13428342	-0.08848593	-0.11826475	-0.042639177	-0.13440008	0.047167007	-0.09467305	-0.015174618	-0.1829986	0.25482735	0.08914004	0.026009446	0.096753314	-0.12691656	0.08070391	-0.19226947	-0.12490077	-0.15711331	0.07208179	0.21223445	0.013195637	0.050256044	-0.016075257	0.06739579	0.12531091	0.045428164	-0.04239861	0.05317576	-0.06134116	-0.17220911	0.019028753	-0.029554557	-0.09389854	0.093569815	-0.09211467	-0.0070299776	0.11502187	0.08664665	-0.11803506	0.25476265	-0.07122646	0.13548419	-0.0017484367	0.05248346	-0.230402	-0.16005614	-0.12294998	0.10428963	0.1351719	0.19866352	0.0820572	0.010188952	0.11497752	0.13880083	0.098197825	-0.16026516	-0.13907912	-0.09540863	0.119853556	0.0076237246	-0.07237273	0.024465853	-0.07835731	-0.043530773	0.21780702	-0.04117375	0.015017852	0.067059465	-0.01239368	-0.099641316	-0.08790095	-0.17467877	0.004305303	0.011476532	0.17034018	-0.03550569	-0.086990096	0.11327378	-0.06551138	-0.2090832	0.089446805	-0.07989784	0.023768907	-0.027100861	-0.08652359	0.06003041	0.03926574	-0.124372646	-0.008325629	0.33373106	-0.0920733	-0.088485785	0.045487233	-0.13326347	-0.1662601	-0.15903412	-0.015038746	0.11494541	-0.03803549	-0.055553716	0.10533778	-0.08936552	0.021579886	-0.015453888	0.08527652	-0.18004963	-0.046167456	-0.18301189	-0.1530571	-0.030671904	0.028688919	0.1784989	-0.011389697	-0.009693029	-0.08876513	0.13246647	0.09064788	0.095911205	-0.16011247	0.07556901	-0.045559414	-0.017461643	-0.09985816	-0.11845474	0.018362742	-0.20948485	0.36998028	0.051231254	-0.09120385	0.0064067757	0.06986262	-0.1440846	-0.0003499232	-0.14826354	-0.01579999	0.058001585	0.0072386055	
126_nan_ж_0_описание	0.03373088	0.029304305	0.064447686	-0.2412512	0.043329354	-0.19903213	-0.013668853	0.20768948	0.2655217	0.09990753	-0.04217487	0.10539506	0.009388482	-0.069631994	0.3184418	0.117780425	0.19417268	0.04220068	0.17638381	0.05770278	0.010348598	-0.15602933	-0.22972357	-0.088301286	-0.21505165	-0.023065737	0.16404772	-0.036419537	0.048345648	-0.0457787	0.10257311	-0.08913969	0.076268256	-0.016511628	0.050341386	0.2044281	-0.052713007	0.14823094	0.13373412	0.07037064	-0.10537275	0.22853243	-0.051339872	0.2777003	0.06879261	-0.10235667	0.081296965	-0.32165053	-0.1519607	-0.0040155873	-0.029789384	0.10841463	0.11091838	-0.21498474	0.066650614	-0.02302074	-0.02234546	0.015997548	0.15000202	0.07931474	-0.09320464	0.003485769	-0.00088405906	0.062731065	0.04602223	-0.082814515	0.078434676	0.087340824	0.2478762	0.1213779	-0.027833581	-0.18873784	-0.0021711588	0.17902952	-0.019096566	0.26211962	-0.052883975	-0.12954557	0.04619453	-0.039787017	-0.27916571	-0.033453535	-0.037931185	-0.016623136	-0.117214166	-0.04038009	-0.057049155	0.07818008	0.19489738	0.2172008	0.13466953	-0.26216072	0.013115585	-0.2967324	-0.0076402538	-0.1160178	0.08795299	-0.049474478	0.040309895	-0.123059094	-0.21380982	0.33776587	0.017937407	-0.20297232	0.033713687	0.21831048	-0.0026401817	-0.05536139	-0.028110567	0.27436587	0.10563676	0.28057972	0.03068165	-0.3852242	0.18463615	-0.081571795	-0.10911588	0.07585348	0.015897274	0.087278925	-0.12378317	0.041286416	-0.027501632	0.030444335	-0.23961005	-0.027162844	-0.14024808	0.08473992	0.20876479	0.14842232	-0.0014717579	0.1748039	-0.0010310144	-0.028329242	0.12940781	-0.02266967	-0.029750938	-0.17628407	-0.12255633	-0.10253187	-0.017504016	0.12021134	0.17003772	-0.053614687	0.12622228	-0.058281343	0.009206605	-0.06372239	-0.06531699	0.05644582	0.17841019	0.002799722	-0.13065846	0.042556677	0.29489657	0.057174586	-0.0004168853	-0.0268736	0.08360304	-0.22572184	0.026970211	0.07120268	0.15284476	0.1565281	0.038421948	0.02970777	0.101592086	-0.06573631	0.115167394	0.018229788	-0.067532025	0.057297997	0.20597383	0.011755334	0.07403239	0.18331182	0.01063473	0.04753903	0.029087692	-0.09854583	0.057036985	-0.01233239	0.09738239	0.06317894	0.15410206	-0.10159314	0.05063965	0.035622783	0.16185951	-0.074521795	-0.06821156	0.13719149	0.17103232	0.08659253	0.029789358	0.18415038	0.29374582	-0.02344035	0.1060905	-0.23569259	0.013418871	-0.23479347	0.12651941	0.25733137	-0.22744031	0.13422388	-0.05615908	-0.22662301	-0.367127	-0.18442117	0.033777297	0.039336964	0.12319813	0.017037269	0.07525685	0.2163808	-0.19825935	0.061545026	-0.1941401	-0.035635397	0.09179398	0.1651735	-0.24683468	-0.12261933	-0.034773592	-0.13222972	0.05906241	0.06325209	-0.08644454	0.060175776	0.07522334	-0.009352649	0.18510792	-0.16521302	0.06868235	-0.058783293	0.20188245	0.06520927	-0.22941089	-0.051110744	0.017769944	0.033971976	-0.014073407	-0.06422629	-0.120499566	-0.025258232	0.15443416	0.09709354	0.023455143	-0.25190496	0.14156747	0.11033801	0.10498258	-0.16862126	-0.14337027	-0.20677081	-0.19066705	-0.10278188	-0.03565494	-0.029361527	0.13433765	-0.07119943	0.067678384	-0.0174064	-0.20300765	0.13268165	-0.08517689	-0.0901881	-0.27031463	-0.050980877	-0.14936095	-0.14705093	-0.014793483	-0.008696377	0.19633615	-0.025219273	-0.0919533	0.04180224	-0.0026949495	0.07819033	0.18663801	-0.028969306	-0.014694253	-0.023898821	0.10507216	-0.06622358	-0.14797983	0.14081106	-0.070237	-0.02163774	0.1733325	0.080401406	-0.12383835	0.26729903	-0.16552229	0.017132765	0.0538673	0.08795581	0.14077291	-0.09360311	
