 	она_PRON	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	
100_nan_м_0_описание	-0.17146963	-0.06194152	0.0051383134	-0.2758373	0.011376679	0.017977344	-0.0382234	0.14905427	0.035280272	0.04074541	0.050433643	0.018325124	0.031900182	-0.13614641	6.7810215e-05	0.019658323	0.032131214	0.11455124	0.15414333	-0.0900376	0.09748897	-0.052754868	-0.033519432	0.002635573	-0.18948393	0.0041406965	-0.007359076	0.021550128	-0.094815046	0.013058503	0.07314478	0.07720563	-0.021975925	0.09803612	0.010226338	0.036799926	-0.06695354	0.057475224	0.02770613	0.013269594	-0.087876946	-0.043889716	0.053217564	0.14672174	-0.068630524	-0.08353594	0.2067133	-0.14011532	-0.013078855	-0.09034082	-0.13955359	-0.012809087	0.021217432	-0.045938946	0.07931636	-0.04988545	-0.029242972	0.093024686	-0.017693635	0.01959665	-0.0024188873	-0.09712486	0.16166764	-0.1704378	0.020131597	-0.18251364	0.0012308971	0.113635145	-0.06716773	0.066110164	0.0010689439	-0.13617904	-0.100280166	0.042051338	0.11318448	-0.0444673	0.04884438	-0.007529046	0.04094239	-0.0018199368	-0.055899356	-0.019425554	-0.035156544	-0.10136567	-0.054213203	0.1011785	0.007247814	0.096403934	-0.060434896	0.061195083	0.00066957873	-0.019468537	0.09194439	-0.15007912	0.17696017	0.050336093	-0.08680737	0.034419827	0.009242779	0.009541098	-0.030368023	0.16117741	-0.011512432	0.0328061	0.03178238	0.03467404	-0.023459516	-0.19624369	-0.15424046	0.23956135	0.13900717	0.10031993	-0.12690602	-0.069273315	0.13233334	-0.0023476162	-0.14945449	0.1368106	0.013879221	-0.06530716	0.145838	0.13296753	-0.024770388	-0.01085827	-0.0139203435	0.029269567	-0.02866251	0.032554626	-0.010625075	0.15227045	0.06890725	-0.0132457195	0.08076432	-0.093365625	-0.025675664	-0.060144406	-0.079610944	-0.06976634	-0.090092145	0.01654112	-0.0136990715	-0.033227332	-0.10441116	-0.11380042	0.010075026	0.004723486	0.0142615205	-0.040661063	0.021566529	-0.070990406	0.039527636	-0.021200962	-0.24040633	0.05957395	0.11046645	-0.035643473	0.08955947	0.016269391	0.14851302	-0.012072475	0.02428957	0.05870953	0.14577882	0.10457717	-0.045644507	0.0043892073	-0.04043753	-0.047763295	0.15265074	-0.0009779922	-0.0682011	0.020264365	0.24229023	0.09492858	0.038887713	-0.040593866	0.028218962	0.055816285	-0.09438959	-0.07803754	-0.21841836	0.0005672533	0.08087799	0.078508824	0.14322644	0.0138371335	0.1310421	0.07234588	0.07709903	-0.07939829	0.09497352	-0.02383499	-0.12568122	-0.01338731	0.15084136	0.112682514	-0.088084705	-0.026446283	-0.010315802	-0.21579629	0.01300607	0.07231935	0.0022707535	0.059307918	-0.066637106	0.11345413	-0.09423074	-0.026483357	-0.12034615	-0.044414774	0.05625172	-0.097205386	0.045882843	-0.02602863	0.09231901	0.16503002	0.060624234	-0.10120678	0.002502502	-0.08103625	-0.05833445	-0.10424735	-0.08410653	-0.04142718	-0.01860336	-0.051575586	-0.04106231	0.026213016	0.056307606	0.13524464	0.050291497	0.07717684	0.0066107865	-0.10287633	0.06798085	0.014439778	0.052841373	0.012536182	-0.1226465	-0.06833943	0.10043184	0.017298304	-0.08793971	0.08727559	0.0116197765	0.046934538	-0.0455454	-0.0007760152	0.011674783	-0.10789116	-0.036359973	-6.364038e-05	0.19003855	-0.17414123	-0.014816872	-0.08033575	0.0010399622	-0.108078815	0.029104501	0.14055687	-0.05752686	0.007168835	0.007760437	-0.049170528	-0.030878097	0.012227211	0.11774291	0.03332304	-0.22048825	-0.018304007	-0.106497265	-0.1424767	-0.045420542	-0.066658705	0.0048935283	-0.08714301	-0.011214089	0.0034573148	0.14987691	-0.0051936973	0.03786041	-0.12136418	0.09086399	0.052860435	0.019471565	0.061277397	0.06031243	0.059863284	-0.090009965	0.0071924594	0.046329435	-0.03986364	-0.039510224	0.25388214	0.082880154	0.08588479	-0.21921735	-0.07244403	0.19997962	-0.0016868437	
103_nan_м_0_описание	0.31825855	-0.07706024	0.1553621	-0.268377	0.27334696	-0.07278469	0.19442278	0.034692943	0.06673663	0.076386526	0.26123652	0.024676088	0.106816165	-0.14710693	0.09060146	0.002719417	0.0013605491	-0.0429682	0.36557007	-0.1567026	0.1007068	0.032699592	0.48379073	-0.044851057	-0.10565162	-0.13940506	0.072128706	-0.059611738	-0.03245064	-0.05454981	0.120112956	-0.028248386	-0.19649303	-0.2517367	0.30959484	0.20643131	-0.051031727	0.24833286	-0.086572245	-0.2214064	-0.32535195	-0.441368	-0.21976085	-0.011269683	0.02238695	-0.10871225	0.19312243	0.20900875	-0.0020906902	-0.28545296	0.014751776	0.065949455	0.2616269	0.0729431	-0.0112373065	0.33088228	-0.25469628	0.0914793	0.18042077	0.16909793	0.11938726	-0.18211015	0.042847425	-0.12888603	0.0676533	-0.20057139	0.07847755	-0.046339538	-0.13219462	0.11920124	0.24303113	-0.009004941	-0.1295934	-0.24561042	0.36866117	0.27995464	0.07397621	0.20081899	0.34668148	-0.03802871	0.12571128	0.10573785	-0.06081951	0.26930818	-0.31783685	0.15611912	0.3032863	0.07785856	0.31206104	0.21632709	-0.14121479	0.1841218	-0.044625144	-0.17611155	-0.20129162	0.06571591	-0.03242733	0.08039889	-0.010803811	-0.18595144	0.24345599	0.051227782	-0.094648734	0.24228269	0.16031086	0.11332244	-0.068154976	-0.24041325	0.112054154	0.047678392	0.092615895	0.2619136	-0.03906947	0.09785267	0.082286455	-0.08595752	0.022939581	0.2863164	-0.11235881	0.030322399	0.12044857	-0.045126673	-0.03608671	-0.17601882	-0.030374547	0.26327145	-0.067801796	-0.28494298	0.15501295	0.19039069	-0.17986354	-0.28222477	0.25052214	-0.09039282	0.12649825	-0.09876139	0.058060635	-0.28474846	0.030962862	0.064112365	-0.26152858	-0.14390892	0.109561406	0.13634117	-0.09124853	-0.10557281	0.38643423	-0.17937249	-0.2205613	0.07914884	0.22232306	0.21066542	-0.23281652	0.062387846	0.039958157	0.52253115	0.07152633	-0.043407038	-0.13109757	-0.27638945	0.0541456	-0.5248287	0.0022574768	0.4594018	-0.1413583	0.601247	-0.028554283	0.00822211	0.26257366	0.32423937	0.039603803	-0.037279807	0.4321561	0.44242573	0.11493778	0.2561341	-0.3578583	0.02574125	-0.07172126	-0.2170109	-0.0052792355	0.07569116	0.033452	-0.020239696	-0.0017585615	0.13780443	-0.18983005	0.104459696	0.28532684	0.007001645	0.026638407	0.010442024	-0.25873965	0.22287133	-0.049603473	-0.40872124	-0.27963224	0.10048781	-0.2135148	0.09731256	-0.20421687	0.10278302	0.11371945	-0.26040664	-0.18698269	-0.18519402	-0.0030944669	-0.09411337	-0.31554225	-0.16197707	0.039526984	-0.03157321	-0.10473502	0.09773478	0.09183669	0.060215507	0.13589886	-0.17165512	0.020155713	-0.12107451	-0.32612938	-0.15604214	0.17904213	0.03472078	0.11117823	-0.36474094	0.09025098	0.096453205	-0.050107952	-0.3555856	-0.30401006	0.34978807	0.02595949	-0.2379536	0.14826083	0.30986342	-0.05781652	0.03975351	0.22355238	-0.39193356	-0.046334755	0.22497179	-0.32283878	0.22934513	-0.3753648	-0.31968933	0.012937045	0.15914193	-0.10995753	-0.25485298	0.18800488	0.44949016	0.061071318	-0.07650861	0.25923994	-0.29903063	0.26484913	-0.013349544	-0.07028799	-0.37885788	0.14987324	-0.32912567	0.052322045	0.15381607	0.18874215	-0.24222459	0.5237062	-0.044415697	-0.41586584	0.16777283	0.007810341	-0.00016717425	-0.039360434	0.21165045	0.36552775	0.07972263	0.035530355	-0.13359156	0.0883708	0.119337715	0.03420146	-0.2089549	-0.07917655	0.04970261	-0.2263705	-0.13041309	0.06647193	0.3515892	-0.076478615	-0.048280574	0.4871676	0.014501864	0.010052966	0.12527794	-0.03412683	-0.009249841	-0.5238811	0.121632226	-0.1381665	-0.0035208298	
103_nan_м_0_описание	-0.08076132	-0.078588	-0.0058696135	-0.13553667	0.15624826	0.04137161	0.028793788	0.039702628	0.100226775	0.06284734	0.024162356	0.13645802	0.087564796	-0.030133102	0.071309134	-0.019767057	0.014355929	-0.072906695	0.15086812	-0.12357274	-0.012357383	-0.0027395955	0.050549984	-0.0972985	-0.1279954	-0.07987833	0.16683818	0.0034438793	0.006369667	-0.04141359	0.008122307	-0.0363312	0.033053063	-0.040639408	0.0067364336	0.06636171	-0.043331232	0.101506464	-0.02689559	-0.081486434	-0.05859603	-0.23948336	0.024059612	0.13183497	0.1320699	-0.076864	0.16502362	-0.09819022	-0.18576948	-0.1690838	0.029371778	-0.091119334	0.12940839	0.078922585	0.07152316	0.033997416	-0.05608114	0.026441848	0.055225126	0.14961776	0.04805596	-0.008383856	0.071866	-0.039941743	0.007983124	-0.09302378	-0.038857706	-0.034391362	0.07614709	-0.039179422	0.0787305	0.017236479	-0.11290043	-0.041977398	0.16082692	-0.021600455	-0.10526826	0.022072408	0.1649303	0.008909756	-0.007793109	0.063850544	-0.024487762	-0.053761695	-0.20435037	0.07808999	0.11012101	0.025677789	-0.11468598	0.039822318	0.06596914	0.065222405	0.030762253	-0.16404912	0.0614403	-0.060052026	0.07719349	0.04295768	0.11585411	-0.10536756	0.0055437344	0.15067291	-0.055685893	-0.030432062	0.06972976	0.03221099	-0.01982267	-0.13466336	0.050440893	0.08571471	0.035894115	0.09268202	0.07899829	-0.04721905	0.06830663	0.057418965	-0.084933646	0.13550864	-0.05965029	0.048984323	0.103237346	0.009849743	-0.082249396	-0.003214404	-0.04606622	0.14330313	0.047114827	-0.085375786	0.079553224	0.12128223	0.04592764	0.008571972	0.047632735	-0.15277773	0.038697448	-0.03636744	-0.03269315	-0.09469121	-0.11093189	0.069056265	-0.104471125	-0.12804079	0.05744861	-0.012299661	0.00059265964	-0.03647005	0.19972135	-0.19231491	-0.08069727	-0.03863629	-0.061464865	0.043228768	-0.25641248	0.12889692	0.23521739	0.09878606	0.07711924	-0.15290834	0.0006894191	-0.081471115	0.10735513	-0.1616514	0.07824923	0.250512	-0.102548964	0.1159549	-0.06343058	-0.10362588	0.066926554	0.1431805	0.014564229	0.028207118	0.2556151	0.087865	-0.08072667	0.041643836	-0.06291931	-0.032459185	-0.17412023	-0.0677731	-0.13812071	0.019808184	0.060846508	0.014365765	0.047463592	0.10493354	-0.20322189	0.01785059	0.0573517	-0.074120186	0.071376786	-0.0706583	-0.05378808	0.029864259	0.17496987	-0.14201757	0.006101765	-0.05502649	-0.049381707	-0.13305648	0.038067654	0.016139306	0.02348323	0.023415644	-0.01916306	-0.0011004577	0.0072021564	-0.07566488	-0.099191554	-0.10374989	-0.0128082	-0.051435154	0.05155268	0.00040391163	0.03082362	0.15087573	0.018393133	-0.02317684	-0.011391538	-0.15760578	-0.049608335	0.032157052	-0.14902225	-0.14170016	0.0028270558	-0.22261176	0.062819935	0.025815206	-0.106394015	-0.031061752	-0.051309332	0.07950232	-0.0013995186	-0.09475183	0.053394858	0.0636525	-0.0077637285	0.19369225	-0.15639427	0.049465526	0.1098701	-0.16171733	-0.16638009	0.21817777	0.009607112	0.026849985	0.033618607	0.026008327	-0.06588627	-0.21563329	-0.048890073	0.02721251	0.09621527	-0.076125346	-0.21403098	-0.097095154	0.056290843	-0.1360281	-0.048930507	0.0068989573	0.1449109	-0.21471569	-0.10595505	-0.009087431	-0.08150197	0.1473305	0.1573076	0.015218935	-0.19668908	-0.020338	-0.014726774	-0.12440664	0.10852105	-0.070961356	0.18923704	0.04763092	0.0728086	-0.13045426	0.13912955	0.1066445	0.06160415	-0.084958404	0.018819546	-0.034204535	-0.03323916	-0.064246625	0.038491115	0.115661964	0.049020436	-0.0721548	0.21074949	0.060580812	0.0036251137	0.06849074	-0.1072453	0.093574405	-0.1854754	0.118292935	0.16305612	-0.14207764	
104_nan_м_0_описание	-0.13112444	-0.1144152	-0.20590764	-0.04334016	0.09597387	-0.043342996	0.06968784	0.13494292	0.13739625	-0.10441366	-0.00094304845	-0.03543203	0.2415822	-0.23777957	-0.03435316	-0.14113273	-0.05078989	-0.04797009	0.005180085	-0.12662585	0.11729347	-0.02855094	0.09242101	-0.05067341	-0.19521612	0.03162041	-0.1247046	0.13276425	-0.14802007	-0.0056259604	-0.057463273	0.10064482	0.044510808	-0.09980647	-0.15530716	0.27039573	-0.07475013	0.051233172	0.0011265982	0.07627794	-0.019003375	-0.003141355	0.116480164	0.22908567	0.0010693778	-0.11821231	0.012941698	-0.12051518	0.02677217	-0.1036076	-0.040239498	-0.040952854	-0.08956988	-0.13770685	-0.0017303892	0.080147006	0.018269604	-0.051825806	0.10138972	0.121496655	-0.04493904	-0.1264206	0.14879867	-0.05189097	0.032614354	-0.20492549	0.02099439	0.15643735	-0.18168263	-0.14243923	-0.02230881	-0.19287163	-0.047507796	0.0886813	-0.12110326	-0.04606911	-0.14350629	0.0027261865	0.06586602	0.19312786	-0.037269827	-0.13430916	-0.025462495	-0.04725256	-0.09046305	0.08967967	-0.009787308	0.17527008	0.10986044	0.10120306	0.11042263	-0.17188531	-0.058804534	-0.054041598	0.0061669005	-0.022793563	-0.019043244	0.07446884	-0.081072785	-0.12520586	-0.04980873	0.11333032	0.05773938	0.14615776	0.18880679	0.16383232	0.02549076	-0.1653864	-0.087259285	0.0429577	0.26351932	0.27391812	-0.16373156	-0.11800777	0.23341337	0.11463048	-0.026042713	0.11597174	-0.09194506	0.023721727	0.094824955	0.051256005	-0.048419036	0.065110296	-0.11409242	0.11481058	-0.02148325	0.016272878	-0.064570494	0.14248753	-0.020576084	0.14575605	0.04273879	-0.016335966	-0.10840296	0.021470867	0.008843888	-0.07109838	-0.075816184	-0.13424726	0.15353087	0.21314764	-0.10110149	-0.016163327	-0.048133004	-0.06409742	0.03253451	-0.15692464	0.13239121	-0.22247472	-0.03362955	0.023871612	-0.055905197	0.063087255	0.31907043	-0.086556934	-0.037736446	0.024417194	0.15744705	0.066258766	-0.13415772	0.24885745	0.2765664	-0.043073796	-0.11661019	-0.0689648	-0.22323713	-0.024880387	0.20453805	0.06084728	-0.12165353	-0.08228927	-0.08811161	-0.0034290499	0.079065606	-0.13385324	0.039247893	-0.023707671	-0.19515528	-0.12963682	-0.09768097	0.016659953	0.07624548	0.061099313	0.18725409	0.043969247	0.0052961516	0.08972527	0.100379325	-0.15230687	0.038513884	-0.02508009	-0.10943213	0.14431705	0.08759281	0.21753655	0.0043629627	-0.14356364	-0.22571872	-0.19176513	-0.081077404	0.06865274	0.07460373	0.059920017	0.12556888	0.108863026	0.089157395	-0.222522	-0.27559352	-0.018799996	0.1222943	0.115187645	-0.10315147	-0.028854853	0.0258377	0.24220233	-0.17362085	-0.28167236	-0.11545697	-0.12887524	-0.08481774	0.015576482	-0.040424034	-0.19103235	0.006175719	-0.039361756	-0.06401122	0.1169955	0.14619134	-0.030719882	0.14264768	-0.054864015	0.0603001	-0.11934659	-0.10855467	0.16260615	0.077752925	0.1378414	-0.3326662	-0.009886132	0.099892646	0.071994215	-0.119979694	0.018927136	-0.018693835	-0.014229551	-0.043649957	-0.10493953	0.041611005	-0.13652422	-0.11061585	0.057302736	0.09755442	-0.18698354	-0.0567389	-0.17785944	-0.0007984862	-0.035125207	-0.09243136	0.24035893	-0.061000645	-0.09583881	0.04243293	-0.13732387	0.026660014	0.08564791	0.100608185	0.056490682	-0.16419794	-0.16537419	-0.045529343	-0.21525955	0.03729162	-0.047170807	0.0063338713	-0.061953004	0.018804813	-0.091866724	0.26904568	0.079140134	0.15126644	-0.072273664	0.1646276	0.08506319	-0.10686352	0.06674434	-0.03415144	0.29573	-0.21614051	-0.057933316	-0.039437994	-0.13061	-0.12465931	0.020734752	0.08452813	0.17351024	-0.19512774	0.04304551	0.102043204	-0.033006154	
107_nan_ж_1_повествование	-0.27709377	-0.20944959	-0.29069328	0.025461812	0.07596646	0.09944844	0.026162937	0.0479426	0.0019102208	0.024136279	0.17664276	0.06320964	0.2911169	0.04986394	-0.02743337	-0.06135818	0.15253374	-0.13236941	0.1982112	0.0324443	0.18098539	0.017594501	0.037172005	0.02951676	-0.28574747	-0.229867	0.016619826	0.105258666	-0.10793465	-0.21188244	-0.07417551	-0.0044316873	-0.03469638	-0.009011023	0.09965935	-0.027451467	-0.09213014	0.25176412	-0.105531566	-0.13195214	-0.00948539	0.025588064	-0.080042884	0.088914216	-0.099986926	0.044352666	0.1619245	0.1254833	0.096962996	-0.10966957	-0.09036121	-0.08797362	0.09406166	0.09546125	0.12761593	-0.06810346	-0.046006262	0.22225896	0.2002432	0.07479277	0.072023354	0.015777692	0.04968393	-0.08956566	0.047178976	0.013366853	-0.04655286	-0.08913	-0.055133633	0.0829895	0.112181276	0.08348778	-0.14020018	0.03385228	0.07894158	0.23291487	0.07198878	0.08914684	0.2508637	0.154128	0.15075703	0.18981893	0.012945235	-0.06856221	-0.08717749	0.045858532	0.061192073	0.18591973	0.045343913	0.15783677	0.24904	-0.07749159	-0.1325835	-0.101424515	0.13379282	0.060787078	-0.021140091	0.047203124	0.015327228	-0.17923126	-0.2975626	0.22833481	-0.07882542	0.03916107	0.012117177	-0.19429624	-0.06654193	0.05374707	0.014046202	0.103182375	0.10716314	0.21539557	-0.19847624	0.018459998	0.16067751	-0.023596179	-0.054513987	-0.07062629	-0.19037573	-0.2148542	0.2993756	0.31458497	-0.44444734	0.0036126964	-0.10942744	-0.12137103	0.17126885	-0.128415	-0.07807632	0.29627928	0.03926862	0.076020315	0.14920422	-0.13918464	0.1937547	0.10261863	-0.17596582	0.39200228	-0.09586179	-0.05635029	-0.30474597	0.02125222	0.07738082	-0.16712077	-0.017792273	-0.17789923	0.0013604164	-0.16035727	0.18396261	-0.01650367	-0.12542331	-0.12485111	-0.13851604	0.3878406	0.11703373	-0.16982014	-0.06877641	-0.30855495	-0.037678074	0.08912395	0.15216105	0.0063296705	0.25377023	0.22954288	-0.01290358	0.16705415	-0.13538462	-0.16444854	0.14653218	-0.15845829	-0.49945995	-0.44363406	0.3001994	0.39211792	-0.009407355	-0.16767955	-0.035406232	-0.10107274	-0.097646534	-0.07670034	-0.34768274	0.14362313	0.11851541	0.0800153	0.29644185	-0.20894055	-0.010598645	0.061228897	0.06973277	-0.21155708	0.03884377	-0.039341036	-0.17051575	-0.14591102	-0.095218904	-0.36435786	0.027395219	-0.052439686	0.076551236	-0.06877066	-0.052947298	-0.06523132	0.2769602	0.008087954	-0.033704367	0.23926358	-0.060360864	-0.17619641	0.026831143	-0.25137547	-0.05738599	0.12277314	0.059447266	0.016862305	0.03115657	0.08788795	-0.15851514	-0.32593763	-0.09242273	-0.13717741	0.33427864	0.084906876	0.03083768	0.0409188	0.037282832	-0.04282479	0.18530667	0.2975469	-0.18846351	0.054734256	-0.009082422	-0.05604414	0.10970926	-0.015001416	-0.2790803	0.002911216	-0.22175768	0.13235755	-0.22740497	-0.01592319	0.15587123	0.26018897	0.024093166	-0.11805678	-0.06505121	-0.10995048	0.029088713	0.005906403	-0.09874532	-0.21498513	0.07485728	-0.03015133	0.39541727	0.047064	-0.08937233	-0.15690842	0.08343597	0.18072033	-0.2007381	-0.009640306	0.11547395	-0.15572754	-0.025496788	-0.04660847	-0.12638277	-0.13490397	0.21875158	0.11788014	-0.2814348	0.078577645	-0.022210386	-0.12375605	-0.08114744	0.007032316	-0.024195531	-0.10640874	0.027394624	-0.16730401	-0.0049514826	-0.01041672	-0.0697746	-0.029758964	-0.20993063	0.027196707	0.1533315	0.22241463	-0.24096279	0.20168185	0.048944592	0.0731234	0.24847215	-0.14625472	-0.21141791	0.19589533	0.008547939	0.094100654	0.11399337	0.048766486	0.33489954	-0.05768674	
108_nan_м_0_описание	-0.12708779	-0.17986113	-0.051771414	-0.13555479	0.04658456	-0.04380014	-0.019825777	0.098941386	0.028029494	0.022694066	0.107360244	0.08990031	0.0941205	0.043806743	-0.027983362	-0.016292332	0.019443363	-0.014671721	0.12706648	-0.14745794	0.08095197	-0.037828658	0.02637437	-0.036560956	-0.1997578	-0.027861947	-0.039238404	0.01499658	-0.114390634	0.019888623	0.124980904	0.065689854	-0.14419253	-0.053613435	-0.19405353	0.072968766	0.02689442	0.0466978	-0.010068048	0.043983262	-0.05918619	0.04215231	-0.030641088	0.09487569	-0.08069169	0.07420841	0.117975436	-0.07433572	-0.07601438	-0.14244603	-0.17129676	0.08612227	0.047770828	-0.08483994	-0.027559316	0.027759433	-0.095473886	0.08129712	0.072205074	-0.053029936	-0.041491695	-0.10050193	0.113139324	-0.06044841	0.0873423	-0.14078848	0.0930608	0.015861625	-0.08873836	-0.01691879	0.020169688	-0.047751594	-0.08076594	0.005445927	0.110712625	0.0052480474	0.042285442	0.022573099	0.09467723	0.09238667	-0.010880403	-0.040475044	-0.06836458	-0.14442216	-0.078216024	0.09630231	-0.007382762	0.09924668	-0.058713306	0.09488741	0.011250419	0.034110885	0.030631283	-0.079041846	0.06257392	0.09602059	-0.08833753	-0.025242208	-0.051268186	-0.034219064	-0.005308533	0.19733101	-0.03787485	0.10142043	0.08425815	0.18701662	0.08983309	-0.20458715	-0.08399868	0.14563666	0.23279035	0.07677287	-0.014393547	-0.071031876	0.20714998	0.11811834	0.02598048	-0.020351341	0.095515974	-0.03227393	0.088132866	0.054596778	-0.06310698	0.009841832	-0.15720667	0.045307342	0.016395615	0.0391699	0.08820572	0.096366055	0.04091257	-0.044788327	0.040790994	-0.14909948	-0.05522317	-0.030616008	-0.18666916	0.017198173	-0.16951157	0.07152698	-0.016131485	0.027960194	-0.07859381	-0.051087838	0.022121862	0.013094991	-0.009369259	0.0071787946	0.026652059	-0.14092623	-0.009797549	-0.032321855	-0.25332066	0.07453298	0.22603925	-0.0007939011	0.094402455	0.037725005	0.14535795	0.005072379	-0.05995667	0.10279884	0.10979805	0.09250191	-0.06045093	0.09348739	-0.03163228	-0.09637494	0.13323334	0.06762102	-0.14274502	-0.094976924	0.2327748	0.09145314	0.038921602	-0.028946906	-0.03343531	-0.007973661	-0.14119071	-0.15206857	-0.10661737	-0.016251313	0.03852797	0.06706094	0.067415245	0.1206544	0.1417082	0.096477814	0.07981523	-0.0926194	0.016671946	-0.13972107	-0.044664443	0.015248601	-0.058509216	0.17967439	-0.049959633	-0.12306341	-0.014173989	-0.11961072	0.02227719	0.118056946	0.18210292	0.033918638	0.112925895	0.1638124	-0.07388287	-0.07895159	-0.19250101	0.044526655	0.07767313	-0.022214921	-0.094219565	0.023999482	-0.0010555089	0.17297405	-0.06249691	-0.06682617	0.004324399	-0.096115746	0.00077763153	0.0048011	-0.1146153	0.011975196	0.0123124225	-0.021314388	0.10623476	0.069305815	-0.052042022	0.082109205	0.23536356	0.039868165	0.15021992	-0.05986793	0.009955102	0.016959032	0.064742096	0.008594342	-0.22743124	0.035732772	0.11412964	0.11318109	-0.085652135	0.09165216	-0.010762309	-0.10896033	-0.05471717	0.0045466446	-0.004800873	-0.015391082	-0.07082579	-0.017744314	0.1471993	-0.13586357	-0.00469311	-0.13159464	0.060524788	0.04281361	0.059911296	0.22550033	-0.11059008	-0.1295946	0.011453387	0.0581641	-0.10882247	0.011514132	0.06947206	0.07893904	-0.23138589	-0.091722816	-0.11608223	-0.12377608	-0.012320436	0.060563933	0.080847256	-0.09983633	0.027462417	-0.064930074	0.20949297	0.051716387	0.09647876	-0.12506999	0.055012044	0.08065044	0.018642122	-0.045725983	-0.031761255	0.033062655	-0.015727801	-0.09343386	0.14964452	-0.10952463	0.007839242	0.11578504	0.034410484	0.14914729	-0.103361584	-0.07559818	0.12759456	-0.17446522	
