 	год_NOUN	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	
100_nan_м_1_повествование	-0.24724302	-0.22843093	-0.06038268	-0.1534482	-0.09463792	0.20966573	-0.17372197	-0.13390963	-0.06379045	0.061906345	0.3295321	0.054852936	0.59099245	-0.059599366	0.005119104	0.16880673	-0.0664669	0.13332412	0.04161586	-0.26060086	0.102388605	0.15055771	-0.08570213	0.04788343	0.037906587	-0.1727152	-0.021171816	0.12389703	-0.17979452	-0.44486076	0.0835534	-0.039497897	-0.0116479695	0.044951886	0.15649153	-0.23202676	0.09919347	0.12526356	-0.12199451	-0.35258067	-0.16340582	-0.26612085	-0.4893125	-0.012168045	0.24375567	-0.09754375	0.27326652	-0.3595575	0.24199909	-0.057778932	-0.12157432	0.1810213	0.19836509	-0.11817615	0.05577606	0.008556917	0.037465654	0.17743865	0.18415126	0.0648192	-0.022515357	0.23927051	-0.15927687	-0.063541666	0.07022542	-0.30335116	-0.14105351	-0.17548147	-0.2599241	-0.17411675	-0.113848746	0.21916234	-0.10116526	0.033980273	0.36190286	-0.04215978	-0.15265983	-0.11806467	0.036766022	-0.04128341	0.45300555	0.020959642	0.20201859	-0.04804077	-0.08281759	-0.050633162	0.25175118	-0.033880316	0.15693855	-0.02413869	0.2832157	-0.068066224	0.5124104	-0.057360586	0.28214037	-0.030243069	-0.015714593	-0.03517572	0.010604447	-0.075807564	-0.0732103	-0.30380368	0.0060803294	-0.013093115	0.12251673	0.3295055	0.0028046034	-0.07076984	-0.2943917	-0.21040289	0.31731573	-0.024081737	0.030139117	0.22214615	0.34398884	-0.14911018	-0.66504514	-0.31914824	-0.05967194	-0.14196417	0.3944518	0.037229344	-0.35559976	0.21740127	-0.10915767	0.0021242946	0.055875592	-0.26112	-0.10370826	-0.0057333075	0.029455528	0.29958174	0.0025378764	0.015540779	0.11753972	0.2311679	-0.0895711	0.01255127	0.035697967	-0.020537185	-0.006785676	0.29391867	0.025217243	0.17481047	-0.07247964	-0.1854292	0.299253	-0.53044033	-0.3897903	0.1601805	-0.004673414	-0.177976	-0.22265697	0.26899222	0.29337522	-0.022186577	-0.0026645418	0.24391471	0.16915023	0.059742387	0.41276294	0.3024813	0.18394881	0.19517311	0.13867216	0.08863781	-0.040332966	-0.0900168	0.22429404	-0.20288391	0.18882209	-0.032597624	0.27226996	0.1263301	-0.21328646	0.055757683	-0.14035398	-0.0917308	-0.15454255	0.048779137	-0.10578141	0.1322273	0.46901113	-0.034415487	0.24398366	-0.34867245	0.072252564	-0.3997628	0.08782865	0.18319196	0.1467383	-0.20129552	0.14655077	0.16602163	-0.14385597	-0.09650469	-0.07460564	0.16422306	-0.050046057	-0.08468461	0.43069893	0.05271613	0.44722322	0.04674038	-0.5340469	0.07769826	0.22449632	0.17343907	0.038224462	-0.24845877	0.1394795	-0.03722869	-0.055971988	0.20810553	0.18548012	-0.049645815	0.32243672	-0.11990598	0.0029134946	-0.30816242	0.26607013	0.22920889	-0.11584316	-0.15470812	0.13038504	-0.12726709	0.24822232	0.0073624216	0.4335773	0.22106355	0.08065022	-0.026130408	-0.23134096	-0.34967107	-0.020935804	0.24002574	0.30638698	0.40670922	-0.1342426	-0.17795622	0.51076585	-0.031807736	-0.1542748	0.21866918	-0.11971627	-0.05078822	-0.17236884	0.067690596	-0.35065046	0.16748954	-0.15401296	0.4190015	-0.106133774	-0.03803765	0.23241323	-0.26401362	0.03796632	0.23711441	-0.023317354	0.37446654	0.16929972	0.13085407	-0.16601989	-0.05625861	-0.24807605	0.042094707	0.102894865	0.1516026	-0.35832062	0.0069938675	-0.23857792	0.30884314	-0.0021065548	-0.16059124	-0.14698344	-0.11324737	-0.21988657	-0.09035223	0.3890032	-0.16666463	0.42308125	-0.43502676	-0.027622428	0.0871255	0.08444113	-0.13594955	-0.29862458	0.43544888	0.41690797	0.25076914	0.46681243	0.09883586	0.22761698	0.015147472	-0.039075844	0.27634948	-0.11653059	-0.25283337	0.36264715	-0.17831846	
103_nan_м_1_повествование	0.263164	-0.06433848	-0.095102675	-0.25662953	0.18886791	0.12904081	0.19599909	-0.05740163	0.1498746	0.35815355	0.15485457	-0.14072156	0.03229364	-0.18006456	-0.04995528	0.023211056	2.2266107e-05	0.19043452	0.15439296	-0.23148139	0.21874598	-0.03389089	0.011497312	-0.0011250123	0.0033869385	-0.2635351	0.34267917	-0.13154383	0.067606166	-0.13974606	0.17854363	-0.053408504	0.13573551	-0.038914785	0.12295362	0.33384693	-0.074558906	0.22729975	0.015712883	-0.08484326	-0.185733	-0.28257152	-0.28393573	0.023286546	-0.07145834	-0.023177613	0.28556898	0.1564261	-0.1883079	-0.14416452	0.028683128	0.34392956	-0.09254892	-0.19234733	0.12538372	0.067062765	0.01743407	0.16482042	0.08839847	0.08195877	-0.09465053	-0.03850048	-0.04672752	-0.12849295	-0.04877457	-0.07111991	0.35014883	0.001123822	-0.012257728	0.15194952	0.25547567	0.047447506	-0.16943711	0.23649062	0.056424093	0.224062	0.15458255	0.118515596	0.43554828	0.035515446	-0.23306628	-0.08642654	-0.21037258	0.22708865	-0.6072384	-0.039829038	0.10540364	0.043976136	0.038237013	0.16352794	-0.0016730843	0.034764133	0.09504562	-0.21176095	-0.14046872	0.30128205	-0.07225194	0.13477449	-0.14342542	-0.09889396	-0.02770638	0.025657333	0.036113784	-0.138743	0.11344369	0.3010901	0.22677752	-0.090297125	0.217994	0.07614342	0.1684617	0.29435623	0.33303466	0.059188288	-0.11424702	0.14642018	-0.064737886	0.178273	-0.020445189	0.023251126	-0.064675845	-0.024481127	0.16745947	-0.051566374	0.028134735	0.18783727	-0.04041391	-0.19640528	0.12519522	0.13013697	-0.14416204	-0.089189745	0.43109328	-0.34039798	-0.0794444	-0.14904009	0.21173115	0.07678504	0.09921964	-0.10649404	-0.28879392	-0.03703314	0.13271849	0.35742414	-0.16239466	0.016933428	0.22116472	-0.17453268	-0.24182548	-0.19437641	0.029138211	-0.10673491	-0.20950821	-0.13704625	0.010129157	0.20491166	-0.21434872	-0.0017649346	-0.039888717	-0.07234313	0.08723637	-0.07033912	0.0043900167	0.3618709	0.032621123	0.263364	0.24704584	0.005612765	0.18727271	0.20808567	0.13501285	-0.08441808	0.40809223	0.2913916	0.033402465	0.18417522	-0.25138482	-0.17732131	0.10646257	-0.13999571	-0.057843573	-0.16395426	-0.046332307	0.03337124	-0.13290799	0.04221202	-0.19752945	-0.10163739	0.14387754	0.058779404	-0.117076315	-0.06789813	-0.06715147	0.002432786	-0.018138517	-0.14842972	0.008590418	-0.015154352	-0.068863876	-0.059599597	-0.042286064	-0.0045715054	0.009895609	-0.4373531	-0.34033132	-0.04958467	-0.25109956	0.013446422	-0.2305447	-0.30356276	-0.108441666	0.16188285	-0.33923948	0.22856332	-0.042979352	-0.23911835	0.23490673	-0.15066226	0.07702906	-0.23091273	-0.09625345	0.18526548	-0.2512597	0.012024617	-0.08477219	-0.5310826	-0.15291351	0.05424875	-0.0021451293	-0.15341969	-0.14362633	0.513073	-0.15499808	-0.12947585	-0.104495116	0.008206803	-0.028283566	-0.15138456	0.011158178	-0.12391561	-0.1578498	0.318295	-0.31647366	0.25192532	-0.12516324	-0.110722974	-0.16960569	0.15295683	0.061956454	-0.30366382	0.021711307	0.004623467	-0.15850636	0.0013211711	-0.04494342	-0.28738442	0.18097423	0.18087816	-0.33910277	-0.14782164	0.20933075	-0.1776372	0.056555092	0.17013577	0.13992964	-0.15984279	0.20301287	0.14387424	-0.24742363	0.18581529	0.020589208	-0.20751049	0.055431273	-0.11708863	0.1930775	-0.04684609	-0.044498958	0.038495544	0.20659615	0.27527767	0.16520488	-0.1817124	-0.15535532	-0.024949329	-0.02646006	-0.18663952	0.35551387	0.24987441	-0.104265474	0.0066030747	0.1530739	-0.116347276	-0.08821456	0.063499235	-0.16518651	-0.1462945	-0.27397057	0.44140786	0.20031029	0.029582348	
103_nan_м_1_повествование	-0.07670005	-0.14543359	0.07086036	-0.094721645	0.20872684	-0.011126721	-0.012531494	0.16498563	0.2554018	0.10683074	0.032499403	-0.047309715	0.07495655	-0.16448008	0.06562155	-0.10684369	-0.03247226	0.024040991	0.24137822	-0.3257836	-0.008366297	-0.010571323	-0.016173359	0.009315528	-0.06049924	-0.14323252	0.055516623	-0.08329604	-0.18831335	0.06664191	-0.030031849	0.18288665	0.10584438	-0.007828921	-0.0249333	0.08303415	0.1107036	0.1594666	0.07896583	-0.06866946	-0.06677984	-0.19365065	-0.22096023	0.020806853	0.020262223	-0.026703333	0.2022852	0.09209879	-0.11705415	-0.11079335	-0.053239	0.13584617	-0.020044267	-0.16048726	0.046379536	0.016624397	0.057497203	0.021171646	0.16251785	0.053744376	0.025167584	0.019210666	0.12563801	-0.13100685	-0.14626543	-0.055548538	0.09321344	0.10118089	-0.14521998	-0.10402089	0.16280632	0.08046834	-0.101978496	-0.021982025	0.03334006	0.10440252	-0.049150728	0.17402399	-0.015638024	-0.017983845	0.0895504	0.14370559	-0.07405631	0.030488674	-0.24732406	0.11010139	0.0864347	-0.03703689	0.030862892	0.18850043	0.13395676	0.0043952884	0.01654112	-0.11106465	0.21504752	-0.042107005	0.05354659	0.05437704	-0.07852459	-0.10827222	-0.07974502	0.1105806	-0.15975945	0.09123902	0.045127716	0.14860514	0.0029636696	0.13478604	0.02576844	0.18388358	0.21509378	0.13316599	0.015639555	-0.009843996	-0.1948758	0.016872033	-0.06269494	0.07823335	-0.056155246	-0.001633504	0.15907058	-0.028965468	0.032811403	0.015225369	-0.03600231	0.02832194	0.008363516	0.0030854016	0.123496614	0.13407071	0.015763208	0.08568678	0.10933788	-0.30378556	-0.007315087	0.05486077	-0.1199363	0.06516998	-0.09430013	0.04457728	-0.08959742	-0.14477576	-0.0722025	0.1378205	-0.04459939	0.103095844	0.07946778	-0.08074883	-0.1763539	-0.18373646	0.05004695	-0.026541913	-0.31910864	0.10142569	0.14855225	0.07318873	-0.08201058	-0.05494119	0.06102582	-0.057944305	0.075016305	-0.02456367	-0.027707076	0.13734096	0.033093937	0.035932355	-0.13426891	0.026461165	0.18842113	0.12336914	-0.16108307	-0.12378838	0.1524345	0.22553214	0.024695281	0.12247957	-0.04593997	-0.030858427	-0.09993218	-0.066169225	-0.13762334	0.10795979	0.031678326	0.09477488	-0.035666544	0.10128169	0.056546092	0.19958274	0.04554844	0.06468706	-0.08139437	-0.005288005	-0.08494226	0.0725375	0.15261127	-0.12035058	-0.0479626	0.11532779	-0.014462921	-0.24455139	-0.00040505454	0.075283825	-0.049733393	-0.19047347	0.05305606	0.07180852	-0.15079544	-0.08885238	-0.1555967	-0.048227176	-0.094583504	0.0015116588	-0.15241487	-0.023306452	-0.077491276	0.14714123	-0.029856062	-0.110028766	-0.044400252	-0.12034355	-0.013083113	-0.0022463829	-0.06625859	0.07182197	0.03243953	-0.07665372	0.029988607	0.11435423	-0.02522038	0.037358575	-0.016521398	0.120757535	0.040659502	-0.15531899	-0.12993953	0.24463773	0.14507335	0.07590754	0.0047611683	-0.05487602	0.0014876522	0.06782086	-0.1788002	0.15830627	0.04659721	-0.0590463	-0.079932004	0.19281329	-0.09843258	-0.22184536	-0.054641712	-0.08106206	0.10572235	-0.12725094	-0.07131986	-0.17886376	-0.12870534	0.12976953	-0.05649007	0.056015383	0.11518081	-0.26063818	0.108584665	-0.04928852	-0.08520042	0.102926396	0.15259022	0.093017	-0.20275171	0.09170924	-0.0045307367	-0.19538376	-0.019179676	-0.0034900964	0.08832754	-0.052904904	-0.10210834	-0.026380485	0.21799295	-0.056736935	-0.096800044	-0.0933552	-0.14466822	0.058363426	0.014130756	-0.16239852	0.037899554	0.06177194	-0.16606684	-0.021987244	0.20394966	0.012810501	-0.029495353	0.009224588	0.030738434	0.07361722	-0.2080019	0.31232372	0.1351651	-0.10463051	
106_nan_м_0_описание	0.00053817034	0.041119084	-0.030045591	-0.2642374	0.15458544	0.08512667	0.09727998	0.10529442	0.16559412	0.0340745	0.10322872	0.01936944	-0.046638712	-0.08144982	-0.02406354	-0.040453278	0.13915883	-0.03577051	0.07509563	-0.15178278	0.06285283	-0.13254131	0.08178088	-0.07692301	-0.13213676	-0.06367503	-0.03201995	0.007908261	-0.07790446	0.007964597	0.08839002	0.04717642	-0.020763904	0.03322585	0.0712871	-0.010798986	-0.12906004	0.15538588	0.1919458	-0.04838008	-0.18071993	-0.11230486	0.06760002	0.18982194	-0.10300369	-0.14476717	0.040264826	0.14307204	0.010281533	-0.09315083	0.040620867	0.08123076	0.101852655	-0.03139561	0.03472015	0.069060676	0.08960269	-0.028630229	0.2620741	0.06627511	-0.029121192	-0.07244862	0.09989588	-0.13481739	0.11118088	-0.03105446	0.008676537	0.13523696	-0.21593846	0.11017363	0.027925538	-0.0013539869	-0.09194429	-0.0055752355	0.15816458	0.14313656	0.10911663	0.13458551	0.13939285	-0.06726081	0.10009599	0.029061653	0.006286196	-0.027246004	-0.18808827	0.050318196	0.10789127	0.09783671	-0.12876356	0.14755322	0.056110546	0.037785802	0.13622715	-0.07523754	0.11278875	0.03656923	0.05137507	0.053975537	-0.024060108	0.028729932	-0.051128425	0.1746125	-0.002080095	0.22089773	0.09132812	0.13846901	-0.12704259	-0.20567137	-0.093174286	0.17197344	0.16786796	0.07869598	0.050063565	-0.05881911	0.02936979	0.01957721	0.07952055	0.1201624	-0.04623632	-0.018883152	0.152847	0.020720562	0.06852942	0.045795787	-0.118539505	0.17538828	0.068389334	-0.13306437	0.11827054	0.17747384	0.056896426	-0.11470756	0.06995985	0.03799813	0.045914162	-0.03155436	-0.060389664	-0.08598629	0.046538178	0.08868476	-0.03676497	0.0159627	0.04968798	-0.056306828	0.1267619	-0.14554502	0.030023133	-0.17086245	-0.03728735	-0.12350819	-0.018794188	0.0049706846	-0.2846173	0.1299804	0.18099865	0.103446275	0.062345687	-0.0026429892	0.23925991	-0.07788811	0.10326182	-0.117360115	0.115916565	0.07960147	-0.0891057	0.1878757	-0.15446275	-0.07666904	0.2624598	0.12791435	-0.16272041	0.071803	0.16680159	0.08604786	0.123688556	0.07111266	-0.064820506	-0.054597616	-0.004806152	-0.13751498	-0.049549397	0.057347022	0.13675766	0.022807183	0.22301193	0.07260835	0.026304169	0.026050752	0.13577043	-0.07638038	0.22611715	0.021326134	-0.03296504	0.14094874	-0.07012596	-0.05920061	-0.08860736	-0.06414626	-0.08241222	-0.17935924	-0.06278917	0.03904241	0.33775336	-0.01599215	0.0067770053	0.08456672	0.003615596	-0.21164188	-0.13356285	-0.14534718	0.15404327	0.09853933	-0.05206634	0.10499055	0.034081306	0.16880006	0.08253182	-0.040293332	-0.0974577	-0.16007255	-0.16654007	0.14544	0.020292647	-0.008399561	0.021038072	-0.090860255	-0.03524388	0.10225003	0.04199287	0.0030626708	0.02446971	0.031145565	-0.0452233	-0.041089296	-0.12312102	-0.025845371	-0.060087204	0.08722864	-0.030955875	-0.076933414	0.05593064	0.0017074685	-0.17281398	0.090421006	-0.07979924	-0.023125041	-0.055233337	0.12105506	-0.12252958	-0.10886336	0.06660853	-0.04208309	0.12517224	-0.115729235	0.0909563	-0.006787653	-0.042337462	-0.115594506	0.05205637	0.22611748	0.14930719	-0.12261059	0.07925349	0.094818704	0.013471701	0.09977006	0.22489467	0.17454654	-0.3359517	-0.006762746	-0.046249878	-0.041449632	0.12636165	-0.01948925	0.07253578	0.049915813	0.04804298	-0.083776586	0.13453048	-0.044385597	0.005964376	-0.18181756	0.03588264	0.06749634	0.008930841	-0.22030331	-0.12241464	0.06054505	-0.023353707	0.14181691	0.18779562	-0.12761739	-0.2397965	0.16904835	-0.044375427	0.009130451	-0.29636872	-0.02331738	0.010782412	-0.017345324	
107_nan_ж_0_описание	-0.07480815	0.06073269	-0.11823581	-0.37657762	0.132013	0.09039463	0.0129965665	0.08560689	0.120231435	0.06413919	0.06999559	-0.0060081524	0.036062546	-0.08006922	-0.05224164	-0.11688929	-0.033799533	0.06574071	0.07852305	-0.04565625	-0.0071513914	-0.05487208	0.1075755	-0.124862894	-0.23312737	-0.08299681	-0.011424505	0.047617327	-0.004631264	-0.1248866	0.068077356	0.04701801	-0.019132912	0.06480569	0.09990011	0.110019214	-0.15261789	0.034175925	0.074863076	-0.12426811	-0.12957619	-0.059898563	0.012629722	0.24810469	-0.121689424	-0.17046526	0.17215008	-0.038387865	-0.023018632	0.03406152	-0.101551205	0.05671487	0.015397448	-0.040283203	0.08620853	0.19633228	-0.02677745	-0.024077125	0.1095219	0.15466166	0.04738362	-0.039186366	0.034369964	-0.039676405	0.17238748	-0.054006334	-0.025930157	0.11168885	-0.19377522	-0.005750248	0.15717956	-0.091215074	-0.09561114	-0.020276535	0.19074278	0.03380522	-0.025201982	0.13155554	0.07722308	-0.0056247935	-0.025601247	-0.011503327	-0.07859263	0.009707107	-0.09909898	0.11655979	0.076707944	0.10091495	-0.0013714954	0.18481205	0.10422276	0.11560245	0.10636665	-0.099355124	0.11416802	-0.044666477	0.0014582202	0.002818523	-0.0784229	-0.03312821	0.016407602	0.19233927	0.015536612	0.14906181	0.13573448	0.09247622	-0.1012959	-0.12945288	-0.04911951	0.15572403	0.15336692	0.12962179	0.064209744	-0.038996704	0.038567923	0.08074701	0.00019672513	0.13968982	0.0027785962	0.019434646	0.1367854	0.040458106	-0.011867531	-0.16023661	-0.12683605	0.2022046	0.049758416	0.035578705	0.1120951	0.19198874	0.023095183	-0.12541187	0.016315814	-0.08961868	0.033059165	-0.17232728	-0.025918107	-0.15143488	-0.03359763	0.078173615	-0.09951486	0.014396724	-0.0139401695	0.01032812	-0.0062511247	-0.069083706	0.14516582	-0.112764604	-0.00573116	0.0030373186	0.037348196	0.0677427	-0.2981747	0.091665454	0.1276956	0.04364063	0.015342284	-0.025248842	0.04072292	-0.066451445	0.19374096	-0.18212046	0.14661075	0.17892797	0.0700785	0.08225019	0.003063968	0.07394776	0.22857915	0.17960387	-0.20941937	0.069592305	0.18156783	0.19335178	0.08373645	0.11818006	0.07694031	0.007421732	-0.093321815	-0.11543402	-0.12709093	-0.06772123	0.0364389	0.026285816	0.28824773	0.020303153	-0.029237244	-0.056171857	0.16520083	-0.041402273	0.021420754	0.05051963	-0.042302698	-0.0014853477	-0.055090792	-0.032910172	-0.1280864	0.00020551402	-0.06479241	-0.12468842	-0.14155509	0.07380923	0.19663042	-0.021503372	-0.16053547	-0.04520574	-0.007087674	-0.18361443	-0.16576606	-0.1805602	0.07965723	0.06632428	0.051814727	-0.058560338	0.09109234	0.064609826	0.041124146	-0.058382045	0.018085016	-0.20955461	0.0027325195	-0.051079877	0.1018824	-0.14619467	-0.04120685	-0.11736471	-0.037442505	-0.0062358156	0.081070915	-0.09261507	0.013385287	0.037110046	-0.039238427	-0.0802171	-0.012052413	0.06892259	0.004216885	0.0064478964	-0.12817782	-0.08506045	-0.044021584	0.049109504	-0.04282836	0.074171364	-0.13468993	-0.05420436	0.052480966	-0.0009426158	-0.07990752	-0.15843882	0.05804011	0.11371076	0.1737243	-0.17734592	0.05512611	-0.15731142	-0.03366068	-0.032849878	-0.015960038	0.0994661	0.037445866	-0.09359178	0.023396961	0.0069633806	-0.17082994	0.077173	0.20436883	-0.037040316	-0.31565765	-0.03303126	-0.076107025	-0.11450797	-0.015087574	-0.008627215	0.069152705	-0.038553644	-0.06266156	0.024803247	0.05647093	0.020562576	0.059528384	-0.19186366	0.09006233	0.1090336	0.030345349	-0.2706278	-0.013385209	0.05297389	-0.040586106	0.025750022	0.14838064	-0.21000084	-0.18608439	0.2274524	-0.056264184	0.041525304	-0.331929	0.04251173	-0.011880081	0.010945568	
108_nan_м_1_повествование	-0.13505645	0.1368978	-0.14048961	-0.20792025	0.08749667	-0.02105912	0.010392305	0.22006957	0.19249077	-0.1483544	0.09465172	-0.010015543	0.033946592	-0.11683071	-0.034818005	0.00038122633	0.12452322	-0.19507752	0.2123252	-0.20850022	-0.116466306	-0.1091576	0.020715669	0.04720835	-0.16848952	-0.11619308	-0.10591162	0.0019460829	0.013550575	0.18542306	-0.043126494	0.17564376	0.06381828	0.28488603	0.1494945	-0.049515385	0.16036935	0.10306561	0.085672975	0.0044252663	-0.14049612	-0.113458954	-0.0578249	0.29398835	0.05555274	0.030674169	0.11841496	0.06659751	-0.14258657	0.15497892	-0.15078256	0.2233845	-0.06484149	-0.19259949	0.08119933	0.047026176	0.075846694	0.06917672	0.01630749	-0.079395406	-0.0048862165	-0.019508597	0.07126539	-0.08762815	-0.009559984	-0.027344286	0.12015701	0.05969645	-0.3278387	-0.12739675	0.10505337	0.099820204	-0.028358182	0.103826225	0.20083708	0.10489422	0.15706576	0.28553793	0.10434196	-0.13697593	0.01163549	0.050530314	0.049746875	0.023173392	-0.18898697	-0.03814237	-0.07241643	-0.0561851	-0.058225304	0.15272324	0.17163505	0.019616442	0.12979273	-0.078200884	0.1959828	0.056104314	0.18460433	-0.04574885	-0.16746105	0.19900793	0.06364385	0.18447155	-0.06066211	0.12685983	0.029344285	0.1846817	-0.08679548	-0.20648813	-0.063377194	0.12872906	0.020472556	0.12964416	-0.054609228	-0.09184542	-0.23409484	0.10836134	-0.09082362	0.029322863	0.023436815	0.008560111	0.33941558	0.081869714	-0.012315822	0.046811063	-0.1496985	0.19474997	0.047324773	0.15231757	0.101477385	0.30957648	0.15095565	-0.23881757	0.03809643	-0.14782675	0.21118712	-0.024315193	-0.23425622	-0.10861588	-0.19970278	0.23056924	-0.084621586	-0.09071078	-0.052095175	0.013858716	0.025977718	-0.09257939	0.03554421	-0.15490125	-0.022392305	-0.045782898	-0.05648003	-0.050695505	-0.42499062	0.16451307	0.06955067	0.055291574	0.07372131	0.22369069	0.1331427	-0.15117061	0.109995395	-0.15924525	0.08756658	0.13366117	-0.0041856123	0.13806246	-0.23602688	0.025534764	0.116093226	0.07297401	-0.17498742	-0.024290884	0.15420859	0.057824805	0.16792034	0.027566247	0.15514752	0.031804096	-0.11901774	-0.026165657	-0.16065383	0.074719384	0.116446145	-0.06174307	0.18445759	-0.07642924	0.02775933	-0.004817575	-0.015321459	0.057222422	0.23394154	0.14117233	-0.070885204	-0.00021008153	0.2277322	-0.09665712	-0.18327294	0.12831573	-0.13622214	-0.18938273	0.03648516	-0.023120187	0.11282224	-0.023754006	0.024735821	0.0707325	0.022296915	-0.11473843	0.3346537	-0.11415231	0.1694221	0.108567335	-0.025660874	0.049868006	0.043952733	0.22735779	0.16258521	-0.18139124	-0.07470432	-0.07025086	-0.114626646	-0.043560714	-0.0838663	0.085436754	-0.02318272	-0.015317622	-0.016831225	-0.022499701	-0.14152573	0.13959892	-0.012363189	-0.032090552	-0.051027954	-0.012298711	-0.06467601	0.050223533	0.0069197863	0.058198903	0.03482966	-0.06456348	-0.01648205	0.090695955	-0.07864013	-0.05692066	0.02418275	-0.037786286	-0.115641005	0.21920978	0.04390646	-0.16637495	-0.038278475	-0.07077625	0.21096045	-0.12925765	0.09206	-0.10204787	0.035968367	-0.012617986	0.12178481	0.23785622	0.04337215	-0.18805993	0.16436543	0.09588549	-0.042345226	0.0842954	0.15525103	0.11435331	-0.23163168	-0.104232036	-0.117185704	-0.05643359	0.01380185	-0.07852011	0.28484654	0.016294785	0.17313226	0.11927179	0.0293933	0.0555215	-0.010216155	-0.2610366	-0.088558674	-0.13716458	0.10549154	-0.036771525	-0.10295401	-0.118595004	-0.054559886	0.16814704	0.1444462	-0.11329345	-0.13950756	0.14582099	0.035711516	0.028650375	-0.14758103	-0.005420089	0.0028612334	-0.039449062	
