,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Девушка,девушка,NOUN,nsubj,[8],[],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
8,бросила,бросить,VERB,ROOT,[],"[0, 16, 33, 86]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
16,учиться,учиться,VERB,xcomp,[8],[],Aspect=Imp|VerbForm=Inf|Voice=Mid
24,и,и,CCONJ,cc,"[33, 8]",[],
26,теперь,теперь,ADV,advmod,"[33, 8]",[],Degree=Pos
33,пашет,пахать,VERB,conj,[8],"[24, 26, 44, 55, 70]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
38,",",",",PUNCT,punct,"[44, 33, 8]",[],
40,как,как,SCONJ,case,"[44, 33, 8]",[],
44,лошадь,лошадь,NOUN,obl,"[33, 8]","[38, 40]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
50,",",",",PUNCT,punct,"[55, 33, 8]",[],
52,на,на,ADP,case,"[55, 33, 8]",[],
55,огороде,огород,NOUN,obl,"[33, 8]","[50, 52]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
62,",",",",PUNCT,punct,"[70, 33, 8]",[],
64,чтобы,чтобы,SCONJ,mark,"[70, 33, 8]",[],
70,прокормить,прокормить,VERB,advcl,"[33, 8]","[62, 64, 81]",Aspect=Perf|VerbForm=Inf|Voice=Act
81,семью,семья,NOUN,obj,"[70, 33, 8]",[],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
86,.,.,PUNCT,punct,[8],[],
88,Она,она,PRON,nsubj,[92],[],Case=Nom|Gender=Fem|Number=Sing|Person=Third
92,задумалась,задуматься,VERB,ROOT,[],"[88, 111, 143, 144, 145]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
102,:,:,PUNCT,punct,"[111, 92]",[],
104,«,"""",PUNCT,punct,"[111, 92]",[],
105,А,а,CCONJ,cc,"[111, 92]",[],
107,что,что,PRON,nsubj,"[111, 92]",[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
111,было,было,AUX,parataxis,[92],"[102, 104, 105, 107, 116, 130]",Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
