,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Если,если,SCONJ,mark,"[21, 81]",[],
5,бы,бы,AUX,aux,"[21, 81]",[],Mood=Cnd
8,неожиданно,неожиданно,ADV,advmod,"[21, 81]",[],Degree=Pos
19,я,я,PRON,nsubj,"[21, 81]",[],Case=Nom|Number=Sing|Person=First
21,стал,стать,VERB,advcl,[81],"[0, 5, 8, 19, 26]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
26,обладательницей,обладательница,NOUN,xcomp,"[21, 81]",[51],Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing
42,миллиона,миллион,NOUN,nummod,"[51, 26, 21, 81]",[],Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
51,долларов,доллар,NOUN,nmod,"[26, 21, 81]","[42, 60]",Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
60,США,сша,PROPN,nmod,"[51, 26, 21, 81]",[],Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
63,",",",",PUNCT,punct,[81],[],
65,я,я,PRON,nsubj,[81],[],Case=Nom|Number=Sing|Person=First
67,бы,бы,AUX,aux,[81],[],Mood=Cnd
70,была,была,AUX,cop,[81],[],Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
75,очень,очень,ADV,advmod,[81],[],Degree=Pos
81,счастлива,счастливый,ADJ,ROOT,[],"[21, 63, 65, 67, 70, 75, 90]",Degree=Pos|Gender=Fem|Number=Sing|StyleVariant=Short
90,.,.,PUNCT,punct,[81],[],
92,В,в,ADP,discourse,[114],"[94, 101]",
94,первую,первый,ADJ,fixed,"[92, 114]",[],Case=Acc|Gender=Fem|Number=Sing
101,очередь,очередь,NOUN,fixed,"[92, 114]",[],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
109,я,я,PRON,nsubj,[114],[],Case=Nom|Number=Sing|Person=First
111,бы,бы,AUX,aux,[114],[],Mood=Cnd
114,сообщила,сообщить,VERB,ROOT,[],"[92, 109, 111, 126, 131, 140]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
123,об,об,ADP,case,"[126, 114]",[],
126,этом,это,PRON,obl,[114],[123],Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
131,родителям,родитель,NOUN,iobj,[114],[],Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur
140,.,.,PUNCT,punct,[114],[],
142,С,с,ADP,case,"[144, 155]",[],
144,ними,они,PRON,obl,[155],[142],Case=Ins|Number=Plur|Person=Third
149,бы,бы,AUX,aux,[155],[],Mood=Cnd
152,мы,мы,PRON,nsubj,[155],[],Case=Nom|Number=Plur|Person=First
155,решили,решить,VERB,ROOT,[],"[144, 149, 152, 173, 197]",Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
161,",",",",PUNCT,punct,"[173, 155]",[],
163,что,что,SCONJ,mark,"[173, 155]",[],
167,и,и,CCONJ,cc,"[173, 155]",[],
169,как,как,ADV,advmod,"[173, 155]",[],Degree=Pos
173,сделать,сделать,VERB,ccomp,[155],"[161, 163, 167, 169, 189]",Aspect=Perf|VerbForm=Inf|Voice=Act
181,с,с,ADP,case,"[189, 173, 155]",[],
183,этими,этот,DET,det,"[189, 173, 155]",[],Case=Ins|Number=Plur
189,деньгами,деньга,NOUN,obl,"[173, 155]","[181, 183]",Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur
197,.,.,PUNCT,punct,[155],[],
199,Если,если,SCONJ,mark,"[216, 262]",[],
204,бы,бы,AUX,aux,"[216, 262]",[],Mood=Cnd
207,родители,родитель,NOUN,nsubj,"[216, 262]",[],Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
216,сказали,сказать,VERB,advcl,[262],"[199, 204, 207, 224, 234, 240]",Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
224,мне,я,PRON,iobj,"[216, 262]",[228],Case=Dat|Number=Sing|Person=First
228,самой,самой,ADJ,amod,"[224, 216, 262]",[],Case=Dat|Degree=Pos|Gender=Fem|Number=Sing
