,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Если,если,SCONJ,mark,"[15, 48]",[],
5,бы,бы,AUX,aux,"[15, 48]",[],Mood=Cnd
8,у,у,ADP,case,"[10, 15, 48]",[],
10,меня,я,PRON,obl,"[15, 48]",[8],Case=Gen|Number=Sing|Person=First
15,был,быть,VERB,advcl,[48],"[0, 5, 10, 27, 35]",Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
19,миллион,миллион,NOUN,nummod,"[27, 15, 48]",[],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
27,долларов,доллар,NOUN,nsubj,"[15, 48]",[19],Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
35,",",",",PUNCT,punct,"[15, 48]",[],
37,то,то,SCONJ,mark,[48],[],
40,я,я,PRON,nsubj,[48],[],Case=Nom|Number=Sing|Person=First
42,бы,бы,AUX,aux,[48],[],Mood=Cnd
45,не,не,PART,advmod,[48],[],Polarity=Neg
48,стал,стать,VERB,ROOT,[],"[15, 37, 40, 42, 45, 57, 70]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
53,его,он,PRON,obj,"[57, 48]",[],Case=Acc|Gender=Masc|Number=Sing|Person=Third
57,тратить,тратить,VERB,xcomp,[48],"[53, 65]",Aspect=Imp|VerbForm=Inf|Voice=Act
65,сразу,сразу,ADV,advmod,"[57, 48]",[],Degree=Pos
70,.,.,PUNCT,punct,[48],[],
72,Я,я,PRON,nsubj,[77],[],Case=Nom|Number=Sing|Person=First
74,бы,бы,AUX,aux,[77],[],Mood=Cnd
77,потратил,потратить,VERB,ROOT,[],"[72, 74, 96, 105, 111, 169, 238]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
86,несколько,несколько,NUM,nummod:gov,"[96, 77]",[],Animacy=Inan|Case=Acc
96,тысяч,тысяча,NOUN,obj,[77],[86],Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
102,на,на,ADP,case,"[105, 77]",[],
105,себя,себя,PRON,obl,[77],[102],Case=Acc
109,",",",",PUNCT,punct,"[111, 77]",[],
111,несколько,несколько,NUM,conj,[77],"[109, 131]",Animacy=Inan|Case=Acc
121,—,—,PUNCT,punct,"[131, 111, 77]",[],
123,на,на,ADP,case,"[131, 111, 77]",[],
126,свою,свой,DET,det,"[131, 111, 77]",[],Case=Acc|Gender=Fem|Number=Sing
131,семью,семья,NOUN,orphan,"[111, 77]","[121, 123, 126]",Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
136,",",",",PUNCT,punct,"[169, 77]",[],
138,а,а,CCONJ,cc,"[169, 77]",[],
140,все,весь,DET,det,"[155, 169, 77]",[],Animacy=Inan|Case=Acc|Number=Plur
144,оставшиеся,остаться,VERB,amod,"[155, 169, 77]",[],Animacy=Inan|Aspect=Perf|Case=Acc|Number=Plur|Tense=Past|VerbForm=Part|Voice=Act
155,средства,средство,NOUN,obj,"[169, 77]","[140, 144]",Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
164,я,я,PRON,nsubj,"[169, 77]",[],Case=Nom|Number=Sing|Person=First
166,бы,бы,AUX,aux,"[169, 77]",[],Mood=Cnd
169,вложил,вложить,VERB,conj,[77],"[136, 138, 155, 164, 166, 183, 216]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
176,либо,либо,CCONJ,cc,"[183, 169, 77]",[],
181,в,в,ADP,case,"[183, 169, 77]",[],
183,недвижимость,недвижимость,NOUN,obl,"[169, 77]","[176, 181, 204]",Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
195,",",",",PUNCT,punct,"[204, 183, 169, 77]",[],
197,либо,либо,CCONJ,cc,"[204, 183, 169, 77]",[],
202,в,в,ADP,case,"[204, 183, 169, 77]",[],
204,банк,банк,NOUN,conj,"[183, 169, 77]","[195, 197, 202]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
208,",",",",PUNCT,punct,"[216, 169, 77]",[],
210,чтобы,чтобы,SCONJ,mark,"[216, 169, 77]",[],
216,получать,получать,VERB,advcl,"[169, 77]","[208, 210, 227, 231]",Aspect=Imp|VerbForm=Inf|Voice=Act
225,с,с,ADP,case,"[227, 216, 169, 77]",[],
227,них,они,PRON,obl,"[216, 169, 77]",[225],Case=Gen|Number=Plur|Person=Third
231,прибыль,прибыль,NOUN,obj,"[216, 169, 77]",[],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
238,.,.,PUNCT,punct,[77],[],
240,А,а,CCONJ,cc,[268],[],
242,еще,еще,ADV,advmod,"[246, 268]",[],Degree=Pos
246,себе,себя,PRON,iobj,[268],[242],Case=Dat
251,бы,бы,AUX,aux,[268],[],Mood=Cnd
254,военный,военный,ADJ,amod,"[262, 268]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
262,билет,билет,NOUN,obj,[268],[254],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
268,купил,купить,VERB,ROOT,[],"[240, 246, 251, 262, 273]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
273,.,.,PUNCT,punct,[268],[],
