,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,В,в,ADP,discourse,[37],"[2, 9]",
2,первую,первый,ADJ,fixed,"[0, 37]",[],Case=Acc|Gender=Fem|Number=Sing
9,очередь,очередь,NOUN,fixed,"[0, 37]",[],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
17,я,я,PRON,nsubj,[37],[],Case=Nom|Number=Sing|Person=First
19,сразу,сразу,ADV,advmod,"[32, 37]",[25],Degree=Pos
25,же,же,PART,advmod,"[19, 32, 37]",[],
28,это,этот,DET,det,"[32, 37]",[],Case=Nom|Gender=Neut|Number=Sing
32,дело,дело,NOUN,obj,[37],"[19, 28]",Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
37,отметил,отметить,VERB,ROOT,[],"[0, 17, 32, 56, 65]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
45,в,в,ADP,case,"[56, 37]",[],
47,шикарном,шикарный,ADJ,amod,"[56, 37]",[],Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
56,ресторане,ресторан,NOUN,obl,[37],"[45, 47]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
65,.,.,PUNCT,punct,[37],[],
67,После,после,ADP,case,"[73, 79]",[],
73,этого,это,PRON,obl,[79],[67],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
79,начал,начать,VERB,ROOT,[],"[73, 85, 130, 158]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
85,вкладывать,вкладывать,VERB,xcomp,[79],"[100, 109]",Aspect=Imp|VerbForm=Inf|Voice=Act
96,эти,этот,DET,det,"[100, 85, 79]",[],Animacy=Inan|Case=Acc|Number=Plur
100,деньги,деньга,NOUN,obj,"[85, 79]",[96],Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
107,в,в,ADP,case,"[109, 85, 79]",[],
109,недвижимость,недвижимость,NOUN,obl,"[85, 79]",[107],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
121,",",",",PUNCT,punct,"[130, 79]",[],
123,только,только,PART,advmod,"[130, 79]",[],
130,часть,часть,NOUN,conj,[79],"[121, 123, 149]",Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
136,—,—,PUNCT,punct,"[149, 130, 79]",[],
138,шестьдесят,шестьдесят,NUM,nummod,"[149, 130, 79]",[],Case=Nom
149,процентов,процент,NOUN,orphan,"[130, 79]","[136, 138]",Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
158,.,.,PUNCT,punct,[79],[],
160,После,после,ADV,advmod,[166],[],Degree=Pos
166,приобрел,приобрести,VERB,ROOT,[],"[160, 175, 213, 283, 330]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
175,автомобиль,автомобиль,NOUN,obj,[166],"[186, 192, 193]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
186,бизнес,бизнес,NOUN,nmod,"[175, 166]",[],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
192,-,-,NOUN,nmod,"[175, 166]",[],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
193,класса,класса,NOUN,nmod,"[175, 166]",[],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
200,и,и,CCONJ,cc,"[213, 166]",[],
202,на,на,ADP,case,"[205, 213, 166]",[],
205,остаток,остаток,NOUN,obl,"[213, 166]",[202],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
213,построил,построить,VERB,conj,[166],"[200, 205, 222, 238]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
222,бы,бы,AUX,aux,"[213, 166]",[],Mood=Cnd
225,какое,какой,DET,det,"[238, 213, 166]",[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
230,-,-,DET,det,"[238, 213, 166]",[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
231,нибудь,нибудь,DET,det,"[238, 213, 166]",[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
238,заведение,заведение,NOUN,obj,"[213, 166]","[225, 230, 231, 257]",Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
247,",",",",PUNCT,punct,"[257, 238, 213, 166]",[],
