,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Привет,привет,NOUN,ROOT,[],"[8, 12]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
6,",",",",PUNCT,punct,"[8, 0]",[],
8,Вова,вова,PROPN,parataxis,[0],[6],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
12,!,!,PUNCT,punct,[0],[],
14,Я,я,PRON,nsubj,[16],[],Case=Nom|Number=Sing|Person=First
16,пишу,писать,VERB,ROOT,[],"[14, 21, 29, 37]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
21,тебе,ты,PRON,iobj,[16],[],Case=Dat|Number=Sing|Person=Second
26,из,из,ADP,case,"[29, 16]",[],
29,Воронежа,воронеж,PROPN,obl,[16],[26],Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
37,.,.,PUNCT,punct,[16],[],
39,В,в,ADP,case,"[48, 57]",[],
41,данный,данный,ADJ,amod,"[48, 57]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
48,момент,момент,NOUN,obl,[57],"[39, 41]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
55,я,я,PRON,nsubj,[57],[],Case=Nom|Number=Sing|Person=First
57,учусь,учиться,VERB,ROOT,[],"[48, 55, 68, 138]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Mid
63,на,на,ADP,case,"[68, 57]",[],
66,4,4,NUM,nummod,"[68, 57]",[],
68,курсе,курс,NOUN,obl,[57],"[63, 66, 104]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
74,Воронежского,воронежский,ADJ,amod,"[104, 68, 57]",[],Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
87,Государственного,государственный,ADJ,amod,"[104, 68, 57]",[],Case=Gen|Degree=Pos|Gender=Masc|Number=Sing
104,Университета,университет,PROPN,nmod,"[68, 57]","[74, 87, 128]",Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
117,инженерных,инженерный,ADJ,amod,"[128, 104, 68, 57]",[],Case=Gen|Degree=Pos|Number=Plur
128,технологий,технология,NOUN,nmod,"[104, 68, 57]",[117],Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
138,.,.,PUNCT,punct,[57],[],
140,Скоро,скоро,ADV,advmod,[146],[],Degree=Pos
