,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Здравствуй,здравствовать,VERB,ROOT,[],"[20, 24]",Aspect=Imp|Mood=Imp|Number=Sing|Person=Second|VerbForm=Fin|Voice=Act
10,",",",",PUNCT,punct,"[20, 0]",[],
12,дорогой,дорогой,ADJ,amod,"[20, 0]",[],Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
20,Друг,друг,PROPN,appos,[0],"[10, 12]",Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
24,!,!,PUNCT,punct,[0],[],
26,За,за,ADP,case,"[39, 74]",[],
29,прошедший,пройти,VERB,amod,"[39, 74]",[],Animacy=Inan|Aspect=Perf|Case=Acc|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Act
39,месяц,месяц,NOUN,obl,[74],"[26, 29]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
45,в,в,ADP,case,"[59, 74]",[],
47,моей,мой,DET,det,"[59, 74]",[],Case=Loc|Gender=Fem|Number=Sing
52,личной,личный,ADJ,amod,"[59, 74]",[],Case=Loc|Degree=Pos|Gender=Fem|Number=Sing
59,жизни,жизнь,NOUN,obl,[74],"[45, 47, 52]",Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
65,мало,мало,ADV,nsubj,[74],[70],Degree=Pos
70,что,что,SCONJ,fixed,"[65, 74]",[],
74,изменилось,измениться,VERB,ROOT,[],"[39, 59, 65, 95, 102]",Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
84,",",",",PUNCT,punct,"[95, 74]",[],
86,я,я,PRON,nsubj,"[95, 74]",[],Case=Nom|Number=Sing|Person=First
88,так,так,ADV,advmod,"[95, 74]",[92],Degree=Pos
92,же,же,PART,advmod,"[88, 95, 74]",[],
95,одинока,одинокий,ADJ,conj,[74],"[84, 86, 88]",Degree=Pos|Gender=Fem|Number=Sing|StyleVariant=Short
102,.,.,PUNCT,punct,[74],[],
104,Ко,ко,ADP,case,"[113, 132]",[],
107,всему,весь,DET,det,"[113, 132]",[],Case=Dat|Gender=Masc|Number=Sing
113,прочему,прочему,ADJ,obl,[132],"[104, 107, 120]",Case=Dat|Degree=Pos|Gender=Neut|Number=Sing
120,",",",",PUNCT,punct,"[113, 132]",[],
122,на,на,ADP,case,"[125, 132]",[],
125,работе,работа,NOUN,obl,[132],[122],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
132,сократили,сократить,VERB,ROOT,[],"[113, 125, 146, 158, 218]",Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
142,мою,мой,DET,det,"[146, 132]",[],Case=Acc|Gender=Fem|Number=Sing
146,должность,должность,NOUN,obj,[132],[142],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
156,и,и,CCONJ,cc,"[158, 132]",[],
158,работать,работать,VERB,conj,[132],"[156, 169, 193]",Aspect=Imp|VerbForm=Inf|Voice=Act
167,в,в,ADP,case,"[169, 158, 132]",[],
169,банке,банк,NOUN,obl,"[158, 132]",[167],Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
174,",",",",PUNCT,punct,"[193, 158, 132]",[],
176,пока,пока,SCONJ,mark,"[193, 158, 132]","[181, 184]",
181,что,что,SCONJ,fixed,"[176, 193, 158, 132]",[],
184,",",",",PUNCT,punct,"[176, 193, 158, 132]",[],
186,мне,я,PRON,iobj,"[193, 158, 132]",[],Case=Dat|Number=Sing|Person=First
190,не,не,PART,advmod,"[193, 158, 132]",[],Polarity=Neg
193,предоставляется,предоставляться,VERB,advcl,"[158, 132]","[174, 176, 186, 190, 209]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Pass
209,возможным,возможный,ADJ,iobj,"[193, 158, 132]",[],Case=Ins|Degree=Pos|Gender=Neut|Number=Sing
218,.,.,PUNCT,punct,[132],[],
220,В,в,ADP,case,"[230, 236]","[222, 228]",
222,связи,связь,NOUN,fixed,"[220, 230, 236]",[],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
228,с,с,ADP,fixed,"[220, 230, 236]",[],
230,этим,это,PRON,obl,[236],"[220, 234]",Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
234,",",",",PUNCT,punct,"[230, 236]",[],
236,ушел,уйти,VERB,ROOT,[],"[230, 243, 272]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
241,в,в,ADP,case,"[243, 236]",[],
243,неизвестность,неизвестность,NOUN,obl,[236],"[241, 263]",Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
257,и,и,CCONJ,cc,"[263, 243, 236]",[],
