,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Такое,такой,DET,det,[6],[],Case=Nom|Gender=Neut|Number=Sing
6,чувство,чувство,NOUN,ROOT,[],"[0, 36, 107]",Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
13,",",",",PUNCT,punct,"[36, 6]",[],
15,что,что,SCONJ,mark,"[36, 6]",[],
19,несколько,несколько,NUM,nummod:gov,"[29, 36, 6]",[],Case=Nom
29,картин,картина,NOUN,nsubj:pass,"[36, 6]",[19],Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
36,объединены,объединить,VERB,acl,[6],"[13, 15, 29, 49, 76, 90]",Aspect=Perf|Number=Plur|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
47,в,в,ADP,case,"[49, 36, 6]",[],
49,одной,один,DET,obl,"[36, 6]",[47],Case=Loc|Degree=Pos|Gender=Fem|Number=Sing
54,",",",",PUNCT,punct,"[76, 36, 6]",[],
56,смысла,смысл,NOUN,obj,"[76, 36, 6]",[],Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
63,в,в,ADP,case,"[65, 76, 36, 6]",[],
65,картине,картина,NOUN,obl,"[76, 36, 6]",[63],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
73,не,не,PART,advmod,"[76, 36, 6]",[],Polarity=Neg
76,вижу,видеть,VERB,conj,"[36, 6]","[54, 56, 65, 73]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
80,",",",",PUNCT,punct,"[90, 36, 6]",[],
82,поэтому,поэтому,ADV,advmod,"[90, 36, 6]",[],Degree=Pos
90,описывать,описывать,VERB,conj,"[36, 6]","[80, 82, 100, 103]",Aspect=Imp|VerbForm=Inf|Voice=Act
100,не,не,PART,advmod,"[90, 36, 6]",[],Polarity=Neg
103,буду,буду,AUX,aux,"[90, 36, 6]",[],Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
107,.,.,PUNCT,punct,[6],[],
