,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,В,в,ADP,case,"[12, 34]",[],
2,первый,первый,ADJ,amod,"[12, 34]",[9],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
9,же,же,PART,advmod,"[2, 12, 34]",[],
12,день,день,NOUN,obl,[34],"[0, 2]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
17,я,я,PRON,nsubj,[34],[],Case=Nom|Number=Sing|Person=First
19,бы,бы,AUX,aux,[34],[],Mood=Cnd
22,часть,часть,NOUN,obj,[34],[28],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
28,денег,деньга,NOUN,nmod,"[22, 34]",[],Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
34,отдала,отдать,VERB,ROOT,[],"[12, 17, 19, 22, 41, 59, 88, 124, 194]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
41,родителям,родитель,NOUN,iobj,[34],[],Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur
51,(,(,PUNCT,punct,"[59, 34]",[],
52,как,как,SCONJ,advmod,"[59, 34]",[],
56,ни,ни,PART,advmod,"[59, 34]",[],Polarity=Neg
59,странно,странно,ADV,parataxis,[34],"[51, 52, 56, 66]",Degree=Pos
66,",",",",PUNCT,punct,"[59, 34]",[],
68,я,я,PRON,nsubj:pass,"[88, 34]",[],Case=Nom|Number=Sing|Person=First
69,",",",",PUNCT,punct,"[71, 88, 34]",[],
71,конечно,конечно,ADV,parataxis,"[88, 34]","[69, 78]",Degree=Pos
78,",",",",PUNCT,punct,"[71, 88, 34]",[],
80,была,была,AUX,aux:pass,"[88, 34]",[],Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
85,бы,бы,AUX,aux,"[88, 34]",[],Mood=Cnd
88,ошеломлена,ошеломить,VERB,conj,[34],"[68, 71, 80, 85, 101]",Aspect=Perf|Gender=Fem|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
