,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Привет,привет,NOUN,ROOT,[],"[8, 12]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
6,",",",",PUNCT,punct,"[8, 0]",[],
8,Рита,рита,PROPN,parataxis,[0],[6],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
12,!,!,PUNCT,punct,[0],[],
14,Я,я,PRON,nsubj,[30],[],Case=Nom|Number=Sing|Person=First
16,очень,очень,ADV,advmod,"[25, 30]",[],Degree=Pos
22,по,по,ADP,case,"[25, 30]",[],
25,тебе,ты,PRON,obl,[30],"[16, 22]",Case=Dat|Number=Sing|Person=Second
30,скучаю,скучать,VERB,ROOT,[],"[14, 25, 53, 93]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
37,и,и,CCONJ,cc,"[53, 30]",[],
39,с,с,ADP,case,"[41, 53, 30]",[],
41,нетерпением,нетерпение,NOUN,obl,"[53, 30]",[39],Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
53,жду,ждать,VERB,conj,[30],"[37, 41, 64]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
57,твоего,твой,DET,det,"[64, 53, 30]",[],Case=Gen|Gender=Masc|Number=Sing
64,приезда,приезд,NOUN,obj,"[53, 30]","[57, 75, 85]",Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
72,из,из,ADP,case,"[75, 64, 53, 30]",[],
75,Москвы,москва,PROPN,nmod,"[64, 53, 30]",[72],Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
82,на,на,ADP,case,"[85, 64, 53, 30]",[],
85,каникулы,каникулы,NOUN,nmod,"[64, 53, 30]",[82],Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
93,.,.,PUNCT,punct,[30],[],
95,В,в,ADP,case,"[107, 123]",[],
97,последнее,последний,ADJ,amod,"[107, 123]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
107,время,время,NOUN,obl,[123],"[95, 97]",Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
113,мне,я,PRON,iobj,[123],[],Case=Dat|Number=Sing|Person=First
117,часто,часто,ADV,advmod,[123],[],Degree=Pos
