,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,И,и,CCONJ,cc,[6],[],
2,вот,вот,PART,advmod,[6],[],
6,настал,настать,VERB,ROOT,[],"[0, 2, 17, 23]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
13,тот,тот,DET,det,"[17, 6]",[],Case=Nom|Gender=Masc|Number=Sing
17,момент,момент,NOUN,nsubj,[6],[13],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
23,.,.,PUNCT,punct,[6],[],
25,Степан,степан,PROPN,nsubj,[32],[],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
32,открывает,открывать,VERB,ROOT,[],"[25, 42, 57, 74]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
42,двери,дверь,NOUN,obj,[32],[50],Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur
48,в,в,ADP,case,"[50, 42, 32]",[],
50,сени,сень,NOUN,nmod,"[42, 32]",[48],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
55,и,и,CCONJ,cc,"[57, 32]",[],
57,крадется,красться,VERB,conj,[32],"[55, 71]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Mid
65,",",",",PUNCT,punct,"[71, 57, 32]",[],
67,как,как,SCONJ,case,"[71, 57, 32]",[],
71,вор,вор,NOUN,obl,"[57, 32]","[65, 67]",Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
74,.,.,PUNCT,punct,[32],[],
76,Под,под,ADP,case,"[84, 91]",[],
80,его,его,DET,det,"[84, 91]",[],
84,ногами,нога,NOUN,obl,[91],"[76, 80]",Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur
91,скрипят,скрипеть,VERB,ROOT,[],"[84, 99, 114, 132]",Aspect=Imp|Mood=Ind|Number=Plur|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
99,доски,доска,NOUN,nsubj,[91],[],Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
104,",",",",PUNCT,punct,"[114, 91]",[],
106,а,а,CCONJ,cc,"[114, 91]",[],
108,доски,доска,NOUN,nsubj,"[114, 91]",[],Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur
114,хорошие,хороший,ADJ,conj,[91],"[104, 106, 108, 124]",Case=Nom|Degree=Pos|Number=Plur
122,–,–,PUNCT,punct,"[124, 114, 91]",[],
124,сосновые,сосновый,ADJ,orphan,"[114, 91]",[122],Case=Nom|Degree=Pos|Number=Plur
132,.,.,PUNCT,punct,[91],[],
134,Странное,странный,ADJ,amod,"[143, 166]",[],Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
143,начало,начало,NOUN,obj,[166],"[134, 154]",Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
150,для,для,ADP,case,"[154, 143, 166]",[],
154,рассказа,рассказ,NOUN,nmod,"[143, 166]",[150],Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
162,",",",",PUNCT,punct,[166],[],
164,-,-,PUNCT,punct,[166],[],
166,подумает,подумает,VERB,ROOT,[],"[143, 162, 164, 175, 183]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
