Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
решить_VERB,0.15,0.00654,11,15.11,fpi_lex_описание.tsv
лицо_NOUN,-0.15,0.00815,26,18.83,fpi_lex_описание.tsv
уже_ADV,0.11,0.01239,11,28.64,fpi_lex_повествование.tsv
это_PRON,0.13,0.01681,53,38.85,fpi_lex_описание.tsv
к_ADP,-0.12,0.03337,44,77.15,fpi_lex_описание.tsv
думать_VERB,0.12,0.03475,47,80.33,fpi_lex_описание.tsv
стоить_VERB,0.11,0.04034,13,93.26,fpi_lex_описание.tsv
план_NOUN,0.11,0.04283,16,99.02,fpi_lex_описание.tsv
а_CCONJ,0.11,0.04932,59,114.04,fpi_lex_описание.tsv
