Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
уже_ADV,0.1,0.02231,15,29.49,fpi_lex_повествование.tsv
и_CCONJ,0.09,0.02761,79,36.5,fpi_lex_повествование.tsv
последний_ADJ,0.09,0.04411,70,58.32,fpi_lex_повествование.tsv
