Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
но_CCONJ,0.12,0.00372,28,5.48,fpi_lex_повествование.tsv
я_PRON,-0.15,0.00679,21,10.0,fpi_lex_описание.tsv
и_CCONJ,0.13,0.02072,75,30.52,fpi_lex_описание.tsv
она_PRON,-0.12,0.03338,16,49.17,fpi_lex_описание.tsv
мать_NOUN,0.12,0.03509,16,51.68,fpi_lex_описание.tsv
что_SCONJ,-0.11,0.04547,40,66.98,fpi_lex_описание.tsv
я_PRON,0.08,0.04835,78,71.22,fpi_lex_повествование.tsv
