Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
не_PART,0.13,0.00252,60,3.56,fpi_lex_повествование.tsv
что_SCONJ,0.11,0.00961,40,13.6,fpi_lex_повествование.tsv
я_PRON,0.11,0.01148,136,16.24,fpi_lex_повествование.tsv
сейчас_ADV,-0.09,0.02608,12,36.9,fpi_lex_повествование.tsv
