Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
как_ADV,-0.12,0.00399,10,4.99,fpi_lex_повествование.tsv
что_SCONJ,0.13,0.01759,21,21.99,fpi_lex_описание.tsv
плохой_ADJ,0.09,0.02898,10,36.22,fpi_lex_повествование.tsv
друг_NOUN,-0.09,0.03024,23,37.8,fpi_lex_повествование.tsv
но_CCONJ,0.09,0.04392,37,54.9,fpi_lex_повествование.tsv
так_ADV,0.09,0.0462,21,57.75,fpi_lex_повествование.tsv
погода_NOUN,-0.08,0.04964,10,62.05,fpi_lex_повествование.tsv
