Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
не_PART,0.12,0.00403,60,5.7,fpi_lex_повествование.tsv
увидеться_VERB,0.11,0.00828,10,11.71,fpi_lex_повествование.tsv
друг_NOUN,-0.11,0.01234,10,17.46,fpi_lex_повествование.tsv
говорить_VERB,0.09,0.02742,10,38.8,fpi_lex_повествование.tsv
что_SCONJ,0.09,0.02982,40,42.19,fpi_lex_повествование.tsv
и_PART,0.09,0.04244,16,60.05,fpi_lex_повествование.tsv
