Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
но_CCONJ,0.16,0.00406,12,3.9,fpi_lex_описание.tsv
даже_PART,0.12,0.00677,19,6.49,fpi_lex_повествование.tsv
я_PRON,0.09,0.02712,112,26.01,fpi_lex_повествование.tsv
как_SCONJ,0.09,0.02982,27,28.6,fpi_lex_повествование.tsv
не_PART,0.09,0.04544,114,43.57,fpi_lex_повествование.tsv
