Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
я_PRON,0.13,0.00184,105,3.62,fpi_lex_повествование.tsv
к_ADP,-0.17,0.0025,19,4.93,fpi_lex_описание.tsv
же_PART,0.11,0.01323,14,26.08,fpi_lex_повествование.tsv
они_PRON,-0.12,0.0304,16,59.95,fpi_lex_описание.tsv
что_SCONJ,0.12,0.03436,30,67.75,fpi_lex_описание.tsv
весь_DET,0.09,0.0391,19,77.11,fpi_lex_повествование.tsv
