	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4
	Unnamed: 0	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim.1	Pearson C.1	P-value.1	Occ.1	P-Bonferroni.1	Dim.2	Pearson C.2	P-value.2	Occ.2	P-Bonferroni.2	Dim.3	Pearson C.3	P-value.3	Occ.3	P-Bonferroni.3	Dim.4	Pearson C.4	P-value.4	Occ.4	P-Bonferroni.4	Dim.5	Pearson C.5	P-value.5	Occ.5	P-Bonferroni.5	Dim.6	Pearson C.6	P-value.6	Occ.6	P-Bonferroni.6	Dim.7	Pearson C.7	P-value.7	Occ.7	P-Bonferroni.7	Dim.8	Pearson C.8	P-value.8	Occ.8	P-Bonferroni.8	Dim.9	Pearson C.9	P-value.9	Occ.9	P-Bonferroni.9	Dim.10	Pearson C.10	P-value.10	Occ.10	P-Bonferroni.10	Dim.11	Pearson C.11	P-value.11	Occ.11	P-Bonferroni.11	Dim.12	Pearson C.12	P-value.12	Occ.12	P-Bonferroni.12	Dim.13	Pearson C.13	P-value.13	Occ.13	P-Bonferroni.13	Dim.14	Pearson C.14	P-value.14	Occ.14	P-Bonferroni.14	Dim.15	Pearson C.15	P-value.15	Occ.15	P-Bonferroni.15	Dim.16	Pearson C.16	P-value.16	Occ.16	P-Bonferroni.16	Dim.17	Pearson C.17	P-value.17	Occ.17	P-Bonferroni.17	Dim.18	Pearson C.18	P-value.18	Occ.18	P-Bonferroni.18
9	9						54_реальность-когнитивные_процессы	0.17794907169247662	0.031057107459829925	147.0	4.565394796594999	135_запрет-толчок	-0.16694051469267765	0.026359673519317645	177.0	4.665662212919223						74_тёплые_чувства-холодные_чувства	0.2165024971553917	0.042761528722325484	88.0	3.7630145275646423											207_фантастика-реальность	0.23053062212271785	0.006932290241953338	136	0.942791472905654																																				283_героизм-малодушие	-0.4069546301486421	0.018753679815301624	33.0	0.6188714339049536											43_энергия-покой	0.3034406138683893	0.014003050205546678	65.0	0.910198263360534
10	10						208_неживая_природа-живая_природа	0.17700899723504446	0.03197165739670376	147.0	4.699833637315454	59_увядание-расцвет	-0.16607441506641027	0.02716169292126796	177.0	4.807619647064429						121_несовременность-актуальность	0.21625563643083995	0.04300459668455234	88.0	3.7844045082406064											300_беспокойство-спокойствие	0.2303206574896214	0.006985137514931435	136	0.9499787020306752																																				242_отдых-работа	0.4066790142086359	0.01884180624511132	33.0	0.6217796060886734											6_холодное_отношение-тёплое_отношение	-0.2965050737993406	0.016470503167479306	65.0	1.0705827058861548
11	11						129_успех-беда	-0.17457490982863946	0.03444640626100933	147.0	5.063621720368372	38_личное-общее	-0.1651202334479577	0.028069360452224724	177.0	4.9682768000437765						169_потеря-приобретение	0.21531724460154614	0.0439390643097512	88.0	3.866637659258105											115_наследство-собственность	-0.2278763114997264	0.0076272139686105345	136	1.0373010997310328																																				138_война-мир	0.4061018458580419	0.019027467424650862	33.0	0.6279064250134785											89_апатия-взбудораженность	0.2950283401995801	0.017041487559229983	65.0	1.1076966913499489
12	12						135_запрет-толчок	-0.17445270633354112	0.03457480677436248	147.0	5.0824965958312855	22_деятельность_наверху-деятельность_в_земле	0.16486893596728958	0.028312675661192013	177.0	5.011343592030986						31_интеллект-культура	0.21257096004827294	0.046771086466363965	88.0	4.115855609040029											150_безопасность-опасность	0.22745911686530584	0.007741880121442384	136	1.0528956965161642																																				49_развитие-откат	-0.40147393530180103	0.02057181275550449	33.0	0.6788698209316482											214_спешка-неторопливость	-0.2909062597167224	0.018725795044947386	65.0	1.21717667792158
13	13						197_проблема-решение_проблем	0.17247599451887555	0.03670861497139872	147.0	5.396166400795613	280_радость-недовольство	-0.1642156858771235	0.02895361979656721	177.0	5.124790703992397						44_упорядоченность-однородная_масса	0.2118708960825397	0.04751665555452135	88.0	4.181465688797879											145_высказывание-умалчивание	-0.22108990821476468	0.009692179011195194	136	1.3181363455225468																																				219_соблюдение_закона-правонарушение	-0.3970198150256649	0.022154855613815052	33.0	0.7311102352558968											68_власть-народ	-0.28751231486557577	0.0202173536765995	65.0	1.3141279889789674
14	14						297_юмор-суровость	0.1718841215046857	0.037368726215644715	147.0	5.493202753699774	60_восстание-смирение	-0.16377576897866886	0.029392192430301563	177.0	5.202418060163375						262_серьезность-шутка	-0.21174050865921745	0.04765659701004578	88.0	4.193780536884029											20_покой-беспокойство	0.22073360265464032	0.00981306829133013	136	1.3345772876208977																																				295_прощение-мстительность	0.3947758097092928	0.022989754962906176	33.0	0.7586619137759039											201_вирус-растение	0.2865991629994046	0.020635519748886926	65.0	1.34130878367765
15	15						265_радость-недовольство	0.17123434784152936	0.03810489864083375	147.0	5.601420100202562	216_старость-смерть	-0.16121448467406793	0.03205973909031201	177.0	5.674573818985226						153_прерывание-продолжение	-0.2112272299029434	0.048210796946393686	88.0	4.242550131282645											163_человек-инструмент	-0.21960491163193335	0.01020483153971617	136	1.3878570894013993																																				106_кончина-вечное_искусство	-0.3890090716379548	0.02525506622060351	33.0	0.8334171852799158											37_низ-верх	0.28391667755558736	0.02190673754077574	65.0	1.4239379401504229
16	16						200_природа-техника	0.17065849332305105	0.038767487163193684	147.0	5.698820612989472	256_фильм-жизнь	0.16089142396585931	0.032410380257947104	177.0	5.736637305656638						79_многообразие-единство	0.21035854904854134	0.049160846401089434	88.0	4.32615448329587											216_старость-смерть	-0.2177002825787285	0.010897193093710943	136	1.4820182607446886																																				157_отсутствие_чувств-чувства	-0.3868962690663303	0.026129654438029958	33.0	0.8622785964549887											10_рутина-отдых	-0.2835895317807476	0.02206622582286376	65.0	1.4343046784861446
17	17						179_работа-искусство	0.16994629106771578	0.03960033376013912	147.0	5.821249062740451	250_быт-война	0.16063562266746134	0.032690325533565746	177.0	5.7861876194411375						281_домоседство-путешествие	0.20963536665031365	0.04996349372378565	88.0	4.396787447693137											233_неопределенная_тема-часть_целого	-0.21746407589652603	0.010985871577879698	136	1.494078534591639																																				83_речь-текст	0.3853869698109924	0.02676953473425377	33.0	0.8833946462303743											12_частное-общее	0.2813618020026105	0.02317869999640775	65.0	1.5066154997665036
18	18						239_радость-недовольство	0.16985020881356602	0.03971383409214425	147.0	5.837933611545204	131_процесс-завершение	-0.16003704506274055	0.033353432380899134	177.0	5.903557531419145																					47_журналистика-литература	-0.21637386270658795	0.011403434438243749	136	1.5508670836011498																																				270_древность-современность	-0.382811435922636	0.027891119713075927	33.0	0.9204069505315056											158_конец-начало	-0.2789851275136695	0.024417589267121655	65.0	1.5871433023629078
19	19						155_поражение-победа	-0.16949708782384418	0.04013331968331911	147.0	5.89959799344791	112_профессиональный-любительский	-0.15912843546307232	0.034381780627763765	177.0	6.0855751711141854																					2_неживая_природа-живая_природа	0.21240797372901424	0.013042213392719508	136	1.7737410214098528																																				131_процесс-завершение	0.38158805494296105	0.028437202038560882	33.0	0.938427667272509											204_столкновение-мир	-0.27682395962269457	0.02559231054978211	65.0	1.6635001857358371
20	20						187_гармония-конфликт	-0.16866766968801808	0.04113326227855511	147.0	6.0465895549476025	118_покой-беспокойство	-0.1585301947851514	0.035073420660500954	177.0	6.2079954569086695																					164_устранение-дополнение	-0.2111202150678796	0.013616913458594674	136	1.851900230368876																																				91_здоровье-болезнь	-0.3803310680836503	0.0290073703590707	33.0	0.9572432218493332											148_усталость-бодрость	0.2757746209340753	0.026179677295920658	65.0	1.701679024234843
21	21						20_покой-беспокойство	0.16714254149739508	0.04302647926807363	147.0	6.324892452406823	159_реальная_жизнь-выдуманная_жизнь	-0.15712150254815993	0.03674867828864697	177.0	6.5045160570905125																					111_нежелание-желание	-0.2105955483360928	0.013857329462752524	136	1.8845968069343435																																				70_единство-разрозренность	-0.3802472194809639	0.02904573428501525	33.0	0.9585092314055031											283_героизм-малодушие	0.27525829172274063	0.026472840845271458	65.0	1.7207346549426448
22	22						58_формирование-перестройка	-0.16647701746546906	0.0438751801272352	147.0	6.449651478703574	275_жизненный_процесс-кончина	-0.1565821261644389	0.03740776978582516	177.0	6.621175252091054																					117_живая_природа-неживая_природа	0.21047235908717932	0.013914312252411977	136	1.8923464663280285																																				142_равенство-иерархия	0.3791239368318913	0.029563692801611106	33.0	0.9756018624531664											92_жизнь-смерть	-0.2716586631369717	0.02859453330985784	65.0	1.8586446651407595
23	23						22_деятельность_наверху-деятельность_в_земле	0.1654635954185503	0.04519437074861965	147.0	6.643572500047089	183_неживая_природа-живая_природа	-0.15550380988315995	0.03875535131729285	177.0	6.859697183160835																					103_познание-непостижимость	0.20980956367774084	0.014224420806760209	136	1.9345212297193883																																				252_современность-древность	0.3771296720724837	0.030501860004125542	33.0	1.006561380136143											294_испытание-безмятежность	0.2674656091704025	0.03124443082910167	65.0	2.0308880038916084
24	24						29_негативные_чувства-духовные_чувства	0.16391384270927933	0.04727559476495067	147.0	6.949512430447746	31_интеллект-культура	-0.15549839920013414	0.03876221485871041	177.0	6.860912029991742																					122_неопределенная_тема-здоровье	-0.20900737182749665	0.014607800609300128	136	1.986660882864817																																				75_действующее_лицо-зритель	0.37647189121538105	0.030816578555704837	33.0	1.0169470923382595											79_многообразие-единство	0.2636063900341781	0.0338621373707901	65.0	2.2010389291013563
25	25						25_скрытность-прозрачность	0.16389276674358114	0.047304439161335664	147.0	6.953752556716341	52_близость-расстояние	-0.15543445133321065	0.038843411381151126	177.0	6.875283814463749																					75_действующее_лицо-зритель	-0.20839807943269686	0.014904979418657328	136	2.0270772009373967																																				249_порыв-покой	0.37603525356222905	0.031026949337207413	33.0	1.0238893281278447											64_человеческое_взаимодействие-механическое_взаимодействие	0.26342435751755416	0.03398999737567166	65.0	2.209349829418658
26	26						206_расслабление-напряжение	-0.16351232706839985	0.04782762919723375	147.0	7.030661491993362	55_армия-гражданская_жизнь	-0.15436859453420287	0.040217993933399684	177.0	7.118584926211742																					159_реальная_жизнь-выдуманная_жизнь	-0.20817016249185769	0.015017490529862376	136	2.042378712061283																																				216_старость-смерть	0.3748330319812295	0.0316122355151714	33.0	1.0432037720006562											165_улучшение-ухудшение	0.2607186541665812	0.035938462582276016	65.0	2.336000067847941
27	27						125_разработка-разрушение	0.1634090194893885	0.0479705283305267	147.0	7.051667664587425	57_улица-дом	0.15368531786823256	0.04112051915205196	177.0	7.278331889913198																					299_веселье-грусть	-0.20594363760147255	0.01615609813577399	136	2.1972293464652632																																				207_фантастика-реальность	0.3707860733371637	0.033648914014020585	33.0	1.1104141624626795											264_безопасность-опасность	0.2585494471227601	0.037566920275286624	65.0	2.4418498178936305
28	28						73_наука-физический_труд	0.16262227417382386	0.04907047407686033	147.0	7.213359689298469	210_спешка-неторопливость	0.15344981160966864	0.041435510065290594	177.0	7.334085281556435																					237_низшие_слои-высшие_слои	-0.20569395462028325	0.01628834367538315	136	2.2152147398521076																																				87_народ-власть	-0.36749648704762655	0.035381908945510805	33.0	1.1676029952018565											7_чужбина-родной_дом	-0.25593972487772404	0.039606814833563216	65.0	2.5744429641816096
29	29						90_отдых-напряжение	-0.162344096901116	0.049464371254061335	147.0	7.2712625743470145	47_журналистика-литература	-0.152661990997964	0.04250398446232893	177.0	7.523205249832221																					119_окончание-процесс	0.2056622982564105	0.016305177582377532	136	2.2175041512033444																																				96_наука-быт	-0.3671359159710939	0.03557618422459311	33.0	1.1740140794115728											35_кончина-вечное_искусство	-0.2558579302286807	0.039672203815075836	65.0	2.5786932479799294
30	30											285_опасность-безопасность	-0.15263585685944708	0.04253982086820552	177.0	7.529548293672378																					254_свобода-неволя	0.20559137130555016	0.016342949291292555	136	2.222641103615788																																				286_начало-конец	0.3658579427982073	0.03627173062750408	33.0	1.1969671107076345											298_очевидный-скрытый	0.2554522584089385	0.03999783220199436	65.0	2.5998590931296333
31	31											234_холодное_отношение-тёплое_отношение	0.1526188793035045	0.042563114892654776	177.0	7.533671335999895																					36_спокойствие-деятельность	-0.2041875858834533	0.01710632271662762	136	2.326459889461356																																				197_проблема-решение_проблем	-0.3658402834006472	0.036281418475088034	33.0	1.1972868096779057											176_животное-человек	0.2553008288114888	0.040119948859024535	65.0	2.6077966758365942
32	32											139_свобода-неволя	0.15229571716362406	0.04300855206352613	177.0	7.612513715244126																					146_разум-чувство	0.20402749283316174	0.017195315128316638	136	2.338562857451062																																				72_недостаток-достоинство	0.36519655901591613	0.03663599527537766	33.0	1.2089878440874628											30_стихийное_собрание-мероприятия	-0.25306625447563563	0.04195812990413607	65.0	2.7272784437688444
33	33											265_радость-недовольство	0.15190670203447348	0.04354993394540499	177.0	7.708338308336682																					95_доброта-злость	-0.20263329396132476	0.0179874445890331	136	2.446292464108501																																				246_чистота-беспорядок	0.3651384552473033	0.0366681375980548	33.0	1.2100485407358086											114_церковь-мирская_жизнь	-0.25136565502393576	0.04340320312458215	65.0	2.82120820309784
34	34											128_неловкость-ловкость	-0.1518557574651525	0.04362125292846958	177.0	7.720961768339115																					173_отдых-работа	-0.20220211995355214	0.018238733954412598	136	2.4804678178001134																																				215_творчество-власть	-0.3646688746112768	0.03692874277214575	33.0	1.2186485114808097											46_идея-реализация	-0.25116091692176895	0.043579912537157116	65.0	2.8326943149152126
35	35											44_упорядоченность-однородная_масса	-0.15106915743300814	0.04473491047735032	177.0	7.918079154491007																					259_процесс-итог	-0.20078260322795746	0.01908762350838816	136	2.5959167971407893																																				133_торможение-развитие	0.3639944708532557	0.037305639814750303	33.0	1.23108611388676											93_учёба-отдых	0.2509913323933769	0.04372672956048368	65.0	2.842237421431439
36	36											190_погода-животное	0.15045516059502514	0.04562063385233263	177.0	8.074852191862876																					113_скрытность-прозрачность	0.2003173548562579	0.01937318038030849	136	2.6347525317219547																																				201_вирус-растение	-0.3639634651917024	0.03732304216206871	33.0	1.231660391348267											257_тёплые_чувства-холодные_чувства	-0.24777622383997425	0.046588199978110506	65.0	3.0282329985771828
37	37											297_юмор-суровость	0.14967390726782312	0.046768767269380035	177.0	8.278071806680266																					165_улучшение-ухудшение	0.20022897485930974	0.01942784078183871	136	2.6421863463300648																																				167_дополнение-устранение	-0.36333718112718494	0.03767596074860674	33.0	1.2433067047040225											66_курируемый-куратор	-0.2475196629270879	0.04682301687295564	65.0	3.0434960967421167
38	38																																				79_многообразие-единство	-0.20010233100712527	0.01950639845109783	136	2.6528701893493047																																				267_неволя-свобода	0.3625899190686108	0.03810057710211507	33.0	1.2573190443697972											78_популярность-безвестность	-0.24476555915062226	0.04940544990911802	65.0	3.2113542440926715
39	39																																				292_экстрим-повседневность	0.1990381351443575	0.020177432124730908	136	2.744130768963404																																				260_быт-искусство	-0.3619344313709481	0.03847622084635697	33.0	1.26971528792978											84_последовательность-разлад	-0.2446166726145716	0.049548313344365	65.0	3.2206403673837247
40	40																																				94_проблема-решение_проблем	0.19903151279774306	0.020181669457562525	136	2.7447070462285037																																				247_радостное_событие_грустное_событие	-0.3612651792935996	0.03886283328400831	33.0	1.2824734983722743															
41	41																																				193_порядок-беспорядок	0.19790399781141813	0.020914398601195882	136	2.8443582097626394																																				123_отдых-работа	0.3612637615980784	0.038863655572235714	33.0	1.2825006338837783															
