	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni
0	221	-3.4233398216010227	0.0007971939025138184	54	163	218	0.17378827074801242	13	2.318110533489098	0.022122125228717215	39.0	107.0	147.0	3.2519524086214306	147	2.2819842865046542	0.02467352965877989	38.0	137.0	177.0	4.367214749604041	275	2.2981122390716293	0.023566192654223383	25.0	87.0	113.0	2.6629797699272424	230	-2.0874965803843555	0.047096503733186516	22.0	66.0	88.0	4.144492328520413	145	2.7622662062921775	0.00639057829150057	46.0	136.0	183.0	1.1694758273446044	237	-2.51139316752318	0.013386980111019218	24.0	97.0	122.0	1.6332115735443447	77	2.276774752820043	0.024150105922718705	61.0	208.0	270.0	6.5205285991340505	244	-2.342799723537456	0.020667222587954844	32.0	103.0	136.0	2.8107422719618587	293	2.520933111484899	0.01343412049605914	26.0	110.0	136.0	1.827040387464043	27	2.426145528794448	0.021627661383005013	16.0	50.0	68.0	1.470680974044341	27	-2.1052783783883076	0.04196811016261237	33.0	120.0	154.0	6.463088965042305	78	2.3108005231892323	0.024745706869169527	19.0	38.0	57.0	1.410505291542663	232	2.435507597000726	0.01751541597427887	14.0	57.0	71.0	1.2435945341737997	87	-2.4619175140436456	0.026903533356725524	11.0	32.0	43.0	1.1568519343391976	283	2.480835315344725	0.017107219057956636	14.0	61.0	75.0	1.2830414293467476	135	-3.462994308065268	0.0033235478188473376	9.0	60.0	70.0	0.23264834731931364	156	-3.123791099824357	0.004352910311552707	12.0	36.0	48.0	0.20893969495452994	84	2.3527446661760836	0.025593112331568624	9.0	24.0	33.0	0.8445727069417646	160	2.815131238276119	0.012076482714936118	3.0	29.0	32.0	0.3864474468779558	175	2.3149550619253807	0.028832681519213026	23.0	81.0	105.0	3.0274315595173675	51	-3.42202516378306	0.0012366635311111707	13.0	52.0	65.0	0.0803831295222261	107	3.137091329152032	0.004281548340916025	7.0	30.0	37.0	0.15841728861389293
1	114	-3.168618276558189	0.0017660187819796716	54	163	218	0.3849920944715684	199	-2.165958526314478	0.031964806584166866	39.0	107.0	147.0	4.698826567872529	252	2.263982702980521	0.024817262411021435	38.0	137.0	177.0	4.392655446750794	287	2.191129896590203	0.03537870489831792	25.0	87.0	113.0	3.9977936535099245								38	2.429701907864076	0.017710753362994124	46.0	136.0	183.0	3.2410678654279246	80	-2.4035917535627838	0.018036047259932464	24.0	97.0	122.0	2.2003977657117604	76	2.067109878527768	0.039698350413380136	61.0	208.0	270.0	10.718554611612637	293	2.044252544004699	0.043083158478607476	32.0	103.0	136.0	5.8593095530906165	87	-2.49507414673457	0.014403656364050966	26.0	110.0	136.0	1.9588972655109314	140	2.2475733085322718	0.02807052108110454	16.0	50.0	68.0	1.9087954335151087	232	-2.063219777329897	0.04308845224936818	33.0	120.0	154.0	6.6356216464027	227	-2.102212701585202	0.04015838915632357	19.0	38.0	57.0	2.289028181910443	36	2.368229143095826	0.020703433011826818	14.0	57.0	71.0	1.469943743839704	188	2.2236758173528357	0.03390150171249258	11.0	32.0	43.0	1.457764573637181	3	-2.577827696318508	0.01723453546006242	14.0	61.0	75.0	1.2925901595046816	88	-2.718844572239206	0.016453173574650082	9.0	60.0	70.0	1.1517221502255057	148	2.877664001978104	0.0070972608915785785	12.0	36.0	48.0	0.34066852279577176	80	2.2294165798491705	0.03416211682537365	9.0	24.0	33.0	1.1273498552373304	158	-2.2563529065454992	0.031779347223796904	3.0	29.0	32.0	1.016939111161501	108	-2.2036442719703597	0.036080620606896374	23.0	81.0	105.0	3.788465163724119	255	-3.054764361449003	0.006584974042769315	13.0	52.0	65.0	0.4280233127800055	285	2.306488692193887	0.03175929165634382	7.0	30.0	37.0	1.1750937912847215
2	80	2.8695428888766004	0.004668636846622885	54	163	218	1.0177628325637889	232	2.1145126256019324	0.03636640924028733	39.0	107.0	147.0	5.345862158322237	21	2.23184611111776	0.02697758945288786	38.0	137.0	177.0	4.775033333161151	217	2.0816113654597355	0.04110217771820565	25.0	87.0	113.0	4.644546082157238								289	-2.3402542282167054	0.020759436729611967	46.0	136.0	183.0	3.79897692151899	98	2.3443585180237405	0.02072390967332348	24.0	97.0	122.0	2.5283169801454646								274	2.0302665338298516	0.04607334006655084	32.0	103.0	136.0	6.265974249050914	34	-2.471999045454372	0.01594648558507312	26.0	110.0	136.0	2.1687220395699445	35	2.269441898823057	0.028697273795417245	16.0	50.0	68.0	1.9514146180883727	239	2.048325046248879	0.04325913689806352	33.0	120.0	154.0	6.6619070823017825								114	-2.30204657555848	0.024889540949957257	14.0	57.0	71.0	1.7671574074469651	176	2.2995893152351172	0.03608317774094291	11.0	32.0	43.0	1.5515766428605453	142	-2.402139416170794	0.02467333508693668	14.0	61.0	75.0	1.8505001315202512	273	-2.45740204376678	0.03480872611489647	9.0	60.0	70.0	2.436610828042753	51	2.8984026272462327	0.011239544236039956	12.0	36.0	48.0	0.5394981233299179	221	2.158288858712499	0.03915582048610505	9.0	24.0	33.0	1.2921420760414668								117	2.1103999566979055	0.04406093220762756	23.0	81.0	105.0	4.6263978818008935	210	-2.5218168978128577	0.014269072681636996	13.0	52.0	65.0	0.9274897243064048	251	-2.221742355057532	0.033323858198480855	7.0	30.0	37.0	1.2329827533437916
3	203	2.788571298422371	0.005804510569501172	54	163	218	1.2653833041512554	68	-2.1168121758872935	0.03643135770535441	39.0	107.0	147.0	5.355409582687098	28	2.2505762899539583	0.02711971036409734	38.0	137.0	177.0	4.800188734445229	195	2.0766926463331243	0.04245904849481586	25.0	87.0	113.0	4.797872479914193								131	2.170332470356629	0.03157910501538887	46.0	136.0	183.0	5.7789762178161626	35	2.310076025944564	0.022613721801251194	24.0	97.0	122.0	2.7588740597526455															206	-2.4020479950868387	0.02150016736095927	26.0	110.0	136.0	2.9240227610904608	193	2.190320985569772	0.032303030856496176	16.0	50.0	68.0	2.19660609824174															29	-2.276479297561082	0.025924156252169102	14.0	57.0	71.0	1.8406150939040062	217	2.3063073253959	0.037202858025693814	11.0	32.0	43.0	1.599722895104834	60	-2.3346184948739834	0.028905273498946508	14.0	61.0	75.0	2.167895512420988	181	-2.3474499720860433	0.0413946010614852	9.0	60.0	70.0	2.897622074303964	132	2.768935788842189	0.012245793617079606	12.0	36.0	48.0	0.587798093619821	88	-2.100759495328371	0.04880753245439945	9.0	24.0	33.0	1.6106485709951819								40	2.085609380023726	0.047614279096806766	23.0	81.0	105.0	4.9994993051647105	223	-2.398463430169437	0.019475291769014167	13.0	52.0	65.0	1.2658939649859209	274	-2.212926388938959	0.033708720874989405	7.0	30.0	37.0	1.247222672374608
4	8	2.6778017641908116	0.008373495407330811	54	163	218	1.8254219987981168								38	2.2091389962935364	0.028480726946074376	38.0	137.0	177.0	5.041088669455164															204	2.1451098677191927	0.03569292574920642	46.0	136.0	183.0	6.531805412104775	226	2.0344702453811365	0.04422522064418015	24.0	97.0	122.0	5.395476918589978															122	-2.3177412762589116	0.02240632392241712	26.0	110.0	136.0	3.0472600534487286	157	-2.0799330865039463	0.0420686836747763	16.0	50.0	68.0	2.8606704898847886															86	2.2504412547100965	0.027611720024688414	14.0	57.0	71.0	1.9604321217528773	300	2.209690341145037	0.0424503525305466	11.0	32.0	43.0	1.825365158813504	158	-2.2301037156323598	0.03433191724986319	14.0	61.0	75.0	2.574893793739739								92	2.8162025276304457	0.01533652498070923	12.0	36.0	48.0	0.7361531990740431	33	2.054947050454818	0.04910124708604859	9.0	24.0	33.0	1.6203411538396035															139	-2.3376502979416194	0.02572073041253177	13.0	52.0	65.0	1.671847476814565	170	2.257952125881499	0.03620456829536273	7.0	30.0	37.0	1.3395690269284208
5	84	-2.5087603938715315	0.013041459779961047	54	163	218	2.843038232031508								215	2.187178440971037	0.030071575987137614	38.0	137.0	177.0	5.322668949723358															185	2.127749078194967	0.036793429970584865	46.0	136.0	183.0	6.73319768461703	100	2.007421252083873	0.047198052299857775	24.0	97.0	122.0	5.7581623805826485															75	-2.2422954841635345	0.02942317359078595	26.0	110.0	136.0	4.001551608346889	274	-2.0547987571455404	0.04919917415343896	16.0	50.0	68.0	3.3455438424338495															110	2.2364827697037786	0.028630088274941602	14.0	57.0	71.0	2.032736267520854								112	-2.1250814251242227	0.0446833971485627	14.0	61.0	75.0	3.3512547861422024								147	-2.5379478015928854	0.022777393185522757	12.0	36.0	48.0	1.0933148729050923																						85	-2.2849497560964087	0.02617078382303088	13.0	52.0	65.0	1.7011009484970072	240	2.230742991957969	0.03873930687884794	7.0	30.0	37.0	1.4333543545173737
6	186	2.4907050028179887	0.013950482824735452	54	163	218	3.0412052557923284								266	2.1496092851586415	0.032990544457615616	38.0	137.0	177.0	5.8393263689979635															111	2.041657826781232	0.04317166858048166	46.0	136.0	183.0	7.900415350228144																						269	2.1462669989125684	0.036184918123191426	26.0	110.0	136.0	4.921148864754034																						73	-2.27263372478748	0.029324894236309483	14.0	57.0	71.0	2.0820674907779733																						77	-2.413517836088859	0.024227492841446693	12.0	36.0	48.0	1.1629196563894413																						198	-2.411909436728915	0.026312717729349157	13.0	52.0	65.0	1.7103266524076952	59	2.103669802389065	0.043335739763316054	7.0	30.0	37.0	1.603422371242694
7	76	2.408663743049025	0.017439220291398837	54	163	218	3.8017500235249466								198	-2.0124847318539505	0.04572371748842781	38.0	137.0	177.0	8.093097995451723															95	2.0451782813755557	0.04502278321977183	46.0	136.0	183.0	8.239169329218244																						15	-2.1793657056097038	0.036188856512808995	26.0	110.0	136.0	4.921684485742023																						187	2.2204081172782884	0.030512814303016948	14.0	57.0	71.0	2.166409815514203																						61	-2.2913852997818163	0.03754916078054251	12.0	36.0	48.0	1.8023597174660404																						147	2.2571394093615518	0.028324561188975042	13.0	52.0	65.0	1.8410964772833778							
8	59	2.3657653323805725	0.0195782764032663	54	163	218	4.268064255912053								210	-2.0121225337725526	0.04593189874333808	38.0	137.0	177.0	8.129946077570839															19	2.0243640614112084	0.04720422127675902	46.0	136.0	183.0	8.638372493646902																						4	2.1445782033311924	0.038942992646496435	26.0	110.0	136.0	5.2962469999235156																						208	-2.2136784569034615	0.03068258794906588	14.0	57.0	71.0	2.178463744383677																						219	2.269762405930451	0.03866191459531115	12.0	36.0	48.0	1.8557719005749354																						299	2.321652859983457	0.031149183187329673	13.0	52.0	65.0	2.0246969071764287							
