	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Word	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni
0	очень_ADV	-8.028953491746899	6.1282835449632545e-15	34	196	232	3.059239145645657e-11	он_PRON	-3.1209290144794477	0.0019247335931201067	1.0	14.0	15.0	3.7955746456328505	я_PRON	-3.1181313263531636	0.0019288157218055482	13.0	65.0	78.0	2.8411455582195724	я_PRON	-4.177029924922426	3.467435604147302e-05	11.0	76.0	88.0	0.07912688048664143	я_PRON	-3.9951616604186637	7.56590279040274e-05	23.0	113.0	136.0	0.10705752448419877	очень_ADV	-3.613857277254701	0.0003296348699781602	3.0	37.0	40.0	0.43577729811112775	познакомиться_VERB	-3.654502524603715	0.0002895459984672848	1.0	19.0	20.0	0.41984169777756297	я_PRON	-7.3830804945393105	6.84230157043368e-13	34.0	196.0	232.0	1.401987591781861e-09	так_ADV	-2.894513113804238	0.003992575573416574	2.0	16.0	18.0	9.230834725739118	этот_DET	-2.755460386903923	0.006140174681661201	1.0	9.0	10.0	6.729631451100677	с_ADP	-2.794623543358277	0.005380644117063223	2.0	19.0	21.0	7.1078308786405175	любимый_ADJ	-4.0628881969946	5.700622827262733e-05	1.0	27.0	28.0	0.09024085935556907	очень_ADV	-4.491695469114233	8.641146349604348e-06	8.0	74.0	83.0	0.0200733829701309	происходить_VERB	-2.811963003000834	0.005189997639704147	0.0	9.0	9.0	6.388887094475805	и_PART	-2.896147970212065	0.004005279748758789	0.0	9.0	9.0	3.1561604420219256	я_PRON	-3.6120386778040574	0.00033486974493495043	24.0	88.0	112.0	0.32114008539261746	сессия_NOUN	-3.704873105900621	0.00024423691712510643	0.0	16.0	16.0	0.1558231531258179	новый_ADJ	-4.515580127278013	7.74591144639019e-06	7.0	54.0	61.0	0.008644437174171453	мой_DET	-3.1186051405132256	0.001917438850611708	3.0	27.0	30.0	2.396798563264635	а_CCONJ	-4.215448698733063	2.9228378265109602e-05	13.0	69.0	82.0	0.041591982271250966	что_PRON	-2.678758423605945	0.007619450508351606	5.0	29.0	34.0	3.192549762999323	и_CCONJ	-4.842265021531248	1.6765461667801903e-06	8.0	57.0	65.0	0.0012926170945875266	рождение_NOUN	-4.821507173564057	2.0562929188772284e-06	1.0	27.0	29.0	0.001986378959635403	с_ADP	-3.438281470764747	0.0006529951238778762	0.0	12.0	12.0	0.4779924306786054	дом_NOUN	-2.901110413830362	0.003943818753711741	0.0	9.0	9.0	2.973639340298653	я_PRON	-2.7337083519930654	0.0064661678896872025	6.0	27.0	33.0	3.323610295299222
1	скучать_VERB	-5.288925208037785	1.8168832376157086e-07	5	69	74	0.0009069881122177617	очень_ADV	-3.0426414555328494	0.0024763781783581763	3.0	19.0	22.0	4.883417767722324	очень_ADV	-2.892653729960114	0.003973045642768745	4.0	26.0	30.0	5.852296231798362	даже_PART	-3.2410902977110614	0.0013002293212234436	0.0	15.0	15.0	2.9671233110318984	очень_ADV	-3.945675922797552	9.001159628047969e-05	7.0	51.0	58.0	0.12736640873687877	наш_DET	-2.8448280158707173	0.004675543625671866	1.0	11.0	12.0	6.181068673138206	и_CCONJ	-3.5328472235466926	0.00044666440190656195	4.0	31.0	36.0	0.6476633827645149	соскучиться_VERB	-5.943320598162183	5.106772045290297e-09	4.0	78.0	83.0	1.0463775920799818e-05	хотеть_VERB	-2.3908084249908415	0.01728143201907907	1.0	9.0	10.0	39.954670828110814	что_SCONJ	-2.565403562301657	0.010598898042426214	9.0	41.0	50.0	11.61639225449913	но_CCONJ	-2.751358076356127	0.006137983941865739	3.0	20.0	23.0	8.108276787204641	очень_ADV	-3.5705014975425056	0.0003878182067523496	5.0	39.0	44.0	0.6139162212889695	вот_PART	-3.509379267766394	0.0004954325762813811	4.0	28.0	32.0	1.1508898747016483	твой_DET	-2.335959644056138	0.01986264419968284	3.0	22.0	25.0	24.450915009809574	поехать_VERB	-2.5607569288934937	0.010845957023031714	0.0	7.0	7.0	8.54661413414899	не_PART	-3.208359398442132	0.0014278563812254383	23.0	91.0	114.0	1.3693142695951954	очень_ADV	-3.2441457068983657	0.0012867519748137562	0.0	12.0	12.0	0.8209477599311765	и_CCONJ	-3.2800720088482445	0.0011053499990538941	6.0	39.0	46.0	1.233570598944146	подруга_NOUN	-2.7486735183286077	0.006281031159144937	0.0	9.0	9.0	7.851288948931171	я_PRON	-4.0391572390383415	6.206117792847164e-05	18.0	88.0	106.0	0.08831305619221515	так_ADV	-2.41618500646491	0.016174198072518145	0.0	6.0	6.0	6.776988992385102	очень_ADV	-4.682847729147621	3.6924537655092287e-06	4.0	47.0	51.0	0.002846881853207615	ты_PRON	-3.3121718208440853	0.000993106772084143	3.0	25.0	28.0	0.9593411418332822	и_CCONJ	-3.405367479634638	0.0007112948040113978	2.0	24.0	27.0	0.5206677965363432	где_ADV	-2.675281630056854	0.007802830070517659	0.0	9.0	9.0	5.883333873170315	мы_PRON	-2.606098352126669	0.009533040611097133	0.0	7.0	7.0	4.899982874103926
2	здесь_ADV	-5.219080167250606	3.0236049826162505e-07	0	31	32	0.0015093836073220323	каждый_DET	-3.009312576108365	0.0028002980236277236	0.0	11.0	11.0	5.522187702593871	и_CCONJ	-2.7929051352639185	0.00541489866656181	13.0	48.0	61.0	7.976145735845546	-_ADV	-3.1271668935847257	0.0019066717063754616	0.0	11.0	11.0	4.351024833948803	кстати_ADV	-2.9362263782444384	0.0035328971342240842	0.0	10.0	10.0	4.9990494449270795	проводить_VERB	-2.8058269115705783	0.005198659221894718	3.0	23.0	28.0	6.872627491344818	ты_PRON	-3.2485094211026477	0.0012677281196983177	0.0	12.0	12.0	1.8382057735625608	по_ADP	-5.805667351891476	1.089773313776889e-08	10.0	100.0	110.0	2.2329455199288455e-05	про_ADP	-2.2749852433972264	0.02348620531612225	0.0	6.0	6.0	54.30010669087464	и_PART	-2.519175201768744	0.012189444678365033	0.0	7.0	7.0	13.359631367488076	день_NOUN	-2.684354632719298	0.0075982385384219375	0.0	8.0	8.0	10.037273109255379	подруга_NOUN	-3.3975371436840707	0.0007548976816762854	0.0	15.0	15.0	1.19500303009356	были_AUX	-3.0627883207536764	0.0023426573642664167	1.0	17.0	18.0	5.441993057190886	интересный_ADJ	-2.291778724993522	0.022487206262230455	0.0	6.0	6.0	27.68175090880569	начаться_VERB	-2.299142879116308	0.02206096250547535	0.0	6.0	6.0	17.384038454314574	как_ADV	-2.705215781206191	0.007039606994527706	1.0	19.0	20.0	6.75098310775207	мы_PRON	-2.530284488706792	0.011678089530069631	2.0	17.0	19.0	7.450621120184425	надеяться_VERB	-2.8737422837170805	0.004293795804548143	0.0	9.0	9.0	4.791876117875727	даже_PART	-2.713446635015671	0.0069743888446620415	0.0	9.0	9.0	8.717986055827552	очень_ADV	-2.9337927541790436	0.0034898967583007505	2.0	28.0	30.0	4.966123087061968	хороший_ADJ	-2.4092813427454205	0.016478419282817625	0.0	6.0	6.0	6.9044576795005845	ответ_NOUN	-4.251037904323827	2.5567269286995427e-05	17.0	94.0	111.0	0.019712364620273475	пара_NOUN	-3.036156986365103	0.0025682394296138154	0.0	11.0	11.0	2.4809192890069456	соскучиться_VERB	-3.146909369911812	0.0017857012695044745	0.0	11.0	11.0	1.3071333292772753	хотеть_VERB	-2.431543699240779	0.015515111197053063	0.0	9.0	9.0	11.69839384257801	это_PRON	-2.265007418305142	0.02409789620001434	0.0	6.0	6.0	12.38631864680737
3	была_AUX	-4.657085396335278	4.060878630215137e-06	1	53	54	0.020271906122033966	теперь_ADV	-2.8402669501686195	0.004760212669027011	0.0	9.0	9.0	9.387139383321266	по_ADP	-2.7383659284997335	0.006477167535192109	0.0	9.0	9.0	9.540867779337978	очень_ADV	-3.1051898841393344	0.0020051781835257864	3.0	25.0	29.0	4.575816614805845	жить_VERB	-2.8966590450289385	0.0039989098781456605	0.0	9.0	9.0	5.65845747757611	интересный_ADJ	-2.6494100212691736	0.008413711734236119	0.0	8.0	8.0	11.12292691266015	я_PRON	-3.1042677609084035	0.002012596525189903	7.0	41.0	48.0	2.9182649615253595	ты_PRON	-5.648957415765603	2.845640367544163e-08	24.0	171.0	196.0	5.83071711309799e-05	не_PART	-2.2285621725195246	0.026251399405350893	10.0	31.0	41.0	60.69323542517127	делать_VERB	-2.409730822547476	0.016458459705875443	0.0	6.0	6.0	18.038471837639484	хотя_SCONJ	-2.6165671544761864	0.009250907801146058	0.0	8.0	8.0	12.220449205313944	хороший_ADJ	-3.378626475054846	0.000800792452865485	3.0	27.0	30.0	1.2676544528860627	я_PRON	-3.0132943763314475	0.0027117967424778334	19.0	80.0	99.0	6.299503832776007	этот_DET	-2.2097240909060454	0.027548638782619067	1.0	13.0	14.0	33.912374341404075	не_PART	-2.2805557659654645	0.022962033700481606	2.0	14.0	16.0	18.094082555979504	с_ADP	-2.700819520759436	0.007132085577406599	4.0	23.0	27.0	6.839670068732929	по_ADP	-2.3722441258413918	0.018198229602156057	0.0	8.0	8.0	11.610470486175565	приехать_VERB	-2.7307047064004824	0.006626513804251863	0.0	8.0	8.0	7.395189405545079	скучать_VERB	-2.662074684831291	0.008109501304403011	0.0	8.0	8.0	10.136876630503764	любить_VERB	-2.813132985801905	0.005171556481992639	0.0	9.0	9.0	7.359124873875525	всего_PRON	-2.391559686325644	0.017115727372409694	2.0	16.0	18.0	7.1714897690396615	я_PRON	-4.168777904827263	3.574559728397999e-05	12.0	66.0	78.0	0.027559855505948572	он_PRON	-2.7050401821462486	0.007149733848013869	0.0	8.0	8.0	6.906642897181397	недавно_ADV	-2.9536348003808452	0.0033440398176723778	0.0	10.0	10.0	2.4478371465361803	с_ADP	-2.1909335165246313	0.02892317905807063	5.0	27.0	32.0	21.808077009785254	новый_ADJ	-2.181094199920461	0.02961103278212634	1.0	10.0	11.0	15.220070850012938
4	хотеться_VERB	-3.8697346275679187	0.00012219512341181965	6	48	54	0.6099980560718037	парень_NOUN	-2.8386460560359263	0.0047839240495220585	0.0	9.0	9.0	9.433898225657499	мой_DET	-2.530597311983866	0.01180638448677139	0.0	9.0	9.0	17.390804349014257	любить_VERB	-2.8684669975178667	0.004364420885845036	0.0	10.0	10.0	9.959608461498373	увидеться_VERB	-2.829537267275643	0.004919180284518571	0.0	10.0	10.0	6.960640102593778	тот_DET	-2.508529413041402	0.012424108016928104	3.0	17.0	20.0	16.424670798378955	молодой_ADJ	-3.0106588682019964	0.0027882165186504343	0.0	11.0	11.0	4.04291395204313	буду_AUX	-4.182509222289444	3.614454748586154e-05	0.0	20.0	20.0	0.0740601777985303	я_PRON	-2.1963520398342506	0.028528011468573734	16.0	51.0	67.0	65.95676251534248	с_ADP	-2.330286372214458	0.020157267739931862	4.0	18.0	22.0	22.09236544296532	представить_VERB	-2.3962830912588164	0.017064929871849564	0.0	6.0	6.0	22.542772360713276	но_CCONJ	-3.117959579916132	0.0019184571651372489	2.0	24.0	26.0	3.0369176924122647	еще_ADV	-2.8632907780675523	0.004355313235078051	5.0	32.0	37.0	10.117392645086312	бы_AUX	-2.1849622190649227	0.029526991168758343	0.0	6.0	6.0	36.34772612874152	же_PART	-2.097682324355418	0.036620444191252724	0.0	5.0	5.0	28.856910022707147	даже_PART	-2.676735401038214	0.007661658238434424	2.0	17.0	19.0	7.347530250658613	за_ADP	-2.246525595127036	0.025267630347234404	0.0	5.0	5.0	16.12074816153555	где_ADV	-2.6259938751738496	0.009003285505778254	0.0	8.0	8.0	10.047666624448532	плохой_ADJ	-2.373204403167302	0.018084755993542746	1.0	9.0	10.0	22.605944991928432	и_CCONJ	-2.725245358782764	0.006655326440273535	10.0	51.0	61.0	9.47052952450924	и_PART	-2.374808955489934	0.01807423761942245	0.0	6.0	6.0	7.573105562538007	скучать_VERB	-4.01605617575186	6.824957074153238e-05	3.0	31.0	34.0	0.05262041904172147	там_ADV	-2.7046552697716897	0.007157856813615064	0.0	8.0	8.0	6.914489681952152	на_ADP	-2.6715546946736195	0.007888296862136827	0.0	8.0	8.0	5.7742333030841575	жить_VERB	-2.1632133325869716	0.031173352884869884	0.0	5.0	5.0	23.504708075191893	хотеться_VERB	-2.1622815580881607	0.03124561993533555	0.0	5.0	5.0	16.060248646762474
5	он_PRON	-3.8349279440616573	0.00014030911216583145	11	76	88	0.7004230879318306	весь_DET	-2.7686999341181933	0.005842918624254187	2.0	16.0	19.0	11.522235527029258	интересный_ADJ	-2.477121053558836	0.013696843384696174	0.0	7.0	7.0	20.175450305657463	был_AUX	-2.642189998416931	0.0085236384961995	1.0	15.0	16.0	19.450943048327257	учиться_VERB	-2.815822441861454	0.005129390746004823	0.0	9.0	9.0	7.258087905596825	пока_SCONJ	-2.439392057066854	0.015187566805874877	0.0	7.0	7.0	20.07796331736659	которые_PRON	-2.5843471524032022	0.01014399265547758	0.0	8.0	8.0	14.70878935044249	скучать_VERB	-4.145076620117326	4.019918102683511e-05	7.0	81.0	88.0	0.08236812192398514	ходить_VERB	-2.1910346075112153	0.029080948513817654	0.0	6.0	6.0	67.23515296394642	об_ADP	-2.298741129885129	0.022084032801832604	0.0	6.0	6.0	24.204099950808533	поехать_VERB	-2.2867842276123826	0.02278036708847151	0.0	7.0	7.0	30.092864923870867	дорогой_ADJ	-2.904111560137357	0.00383556972698961	6.0	37.0	44.0	6.071706877824552	весёлый_ADJ	-2.8188999193465825	0.005011113750887968	3.0	22.0	25.0	11.64081724331275	сейчас_ADV	-2.1386825777098464	0.03312464691615093	0.0	5.0	5.0	40.776440353781794	чтобы_SCONJ	-2.061110044743843	0.04000042372574271	0.0	5.0	5.0	31.520333895885255	он_PRON	-2.63248542590508	0.008803704679663679	1.0	11.0	12.0	8.442752787797467	скоро_ADV	-2.178997641477222	0.029970854486564023	0.0	5.0	5.0	19.12140516242785	очень_ADV	-2.5519668710469117	0.010983464253063614	1.0	17.0	18.0	12.257546106418992	да_CCONJ	-2.3631336087940418	0.01864472763572519	0.0	6.0	6.0	23.30590954465649	в_ADP	-2.6572970145220722	0.008136445262682864	11.0	52.0	63.0	11.578161608797716	ты_PRON	-2.3460567036509254	0.01934439449168587	3.0	23.0	26.0	8.10530129201638	встреча_NOUN	-3.720444856445177	0.00022027913381225523	3.0	32.0	35.0	0.1698352121692488	мочь_VERB	-2.65398583620067	0.008302635913072825	0.0	8.0	8.0	8.020346292028348	хотеть_VERB	-2.6193351874212274	0.009177571331302987	0.0	7.0	7.0	6.717982214513786								что_SCONJ	-2.141912953040652	0.03278326024382873	1.0	8.0	9.0	16.850595765327967
6	соскучиться_VERB	-3.781657352492587	0.00017351809186178218	10	96	107	0.8662023145740166	я_PRON	-2.71531063299168	0.0068850048672675955	20.0	84.0	105.0	13.577229598251698	теперь_ADV	-2.3187069832373375	0.020962677827478886	0.0	6.0	6.0	30.8780244398764	то_PRON	-2.5771172251075267	0.010354686675779786	0.0	10.0	10.0	23.629394994129473	же_PART	-2.77489943915151	0.005805971943034535	0.0	9.0	9.0	8.215450299393867	сидеть_VERB	-2.3635386780357193	0.018624672977742857	0.0	6.0	6.0	24.621817676576057	интересный_ADJ	-2.452915108312633	0.014491458407030606	1.0	13.0	14.0	21.01261469019438	еще_ADV	-3.9855129043060815	7.972334745920118e-05	2.0	28.0	30.0	0.16335313894390321	_SPACE	-2.099448127750328	0.036463627302849945	0.0	5.0	5.0	84.30390632418907	весь_DET	-2.2411305007837474	0.025618265464380632	0.0	5.0	6.0	28.077618948961174	-_ADV	-2.2536121977377284	0.02481340374596754	0.0	6.0	6.0	32.77850634842312	и_PART	-2.888992020622935	0.00409544593069989	0.0	9.0	9.0	6.483090908297926	видеться_VERB	-2.7998878219019545	0.005323497883712683	20.0	83.0	103.0	12.366485583864563	они_PRON	-2.1204447544405434	0.03464257441050001	0.0	5.0	5.0	42.64500909932551								и_CCONJ	-2.419441807067614	0.01588827879397511	7.0	38.0	45.0	15.23685936342213	была_AUX	-2.1759852977082845	0.03019720328764608	0.0	5.0	5.0	19.2658156975182	а_CCONJ	-2.5084085368957725	0.012420054465393949	2.0	21.0	23.0	13.860780783379647	здесь_ADV	-2.332842266984186	0.020199214721754555	0.0	7.0	7.0	25.249018402193194	новый_ADJ	-2.636657470549229	0.008730350195392084	0.0	9.0	9.0	12.423288328042936	твой_DET	-2.1811282033834805	0.02981164864711691	0.0	5.0	5.0	12.491080783141985	нетерпение_NOUN	-3.6866719325823274	0.00025218011488563086	5.0	51.0	56.0	0.1944308685768214	наш_DET	-2.3064940966790157	0.021642522868682262	0.0	6.0	6.0	20.906677091147067	он_PRON	-2.445407758867682	0.014785899882672246	1.0	13.0	15.0	10.823278714116084								и_PART	-2.0511585963529315	0.040964872102396716	0.0	5.0	5.0	21.05594426063191
7	бояться_VERB	-3.6721936693721706	0.00027641647387981454	0	18	18	1.379871037608034	из_ADP	-2.543288208493913	0.011393378003752001	0.0	8.0	8.0	22.467741423398948	только_PART	-2.3186525081990057	0.0209656682736074	0.0	8.0	8.0	30.8824293670237	такой_DET	-2.519491920872199	0.012049788412392393	2.0	18.0	20.0	27.497617157079443	говорить_VERB	-2.7680686396160894	0.005926467284457439	0.0	10.0	10.0	8.385951207507276	новый_ADJ	-2.3257424478341924	0.020505112918079674	1.0	8.0	9.0	27.10775927770133	с_ADP	-2.3324280460554276	0.020044117658854013	4.0	26.0	30.0	29.06397060533832	здесь_ADV	-3.96525664824062	8.823906451554343e-05	0.0	19.0	20.0	0.1808018431923485	видеть_VERB	-2.066071921490788	0.03941619758684023	1.0	8.0	9.0	91.13024882077461	даже_PART	-2.1911206010486226	0.029074673969353145	0.0	5.0	5.0	31.86584267041105	мы_PRON	-2.1984167302197375	0.028345298159736434	4.0	19.0	23.0	37.44413886901183	будет_AUX	-2.876260024105627	0.004260456711516127	0.0	10.0	10.0	6.744302974330029	будет_VERB	-2.777926339257643	0.005753290065212127	0.0	12.0	12.0	13.364892821487771	по_ADP	-2.115894837589542	0.03489291050641764	1.0	8.0	9.0	42.95317283340012								последний_ADJ	-2.385298451784205	0.017574841387284976	0.0	6.0	6.0	16.854272890406293	раз_NOUN	-2.1116031896285863	0.03524626198968486	1.0	8.0	9.0	22.487115149418944	по_ADP	-2.478999647341881	0.013626131632411026	0.0	7.0	7.0	15.206762901770706	сессия_NOUN	-2.2413018457215697	0.025607064856162508	0.0	6.0	6.0	32.00883107020314	недавно_ADV	-2.4130748334942527	0.016310634009795908	0.0	7.0	7.0	23.210032195939576	этот_DET	-2.1032066402841916	0.03590554475288451	1.0	11.0	12.0	15.044423251458609	написать_VERB	-3.480453557235281	0.0005611537340827661	0.0	13.0	13.0	0.43264952897781267	пройти_VERB	-2.27908008493359	0.023160781365354842	2.0	9.0	11.0	22.37331479893278	в_ADP	-2.3992044866200786	0.016775675785571348	4.0	23.0	27.0	12.279794675038227														
8	сама_ADJ	-3.602792289101542	0.0003584474445578181	0	17	17	1.7893696432326278	будущее_NOUN	-2.529124092111602	0.011829673392372165	1.0	8.0	9.0	23.32811592975791	работать_VERB	-2.2985606630480064	0.02209440289796712	0.0	6.0	6.0	32.54505546870557	день_NOUN	-2.398934739292979	0.016943809700758792	0.0	8.0	8.0	38.665773737131566	мы_PRON	-2.6387604568362657	0.00855900039462999	3.0	22.0	25.0	12.110985558401437	еще_ADV	-2.270095415602377	0.02370486829949791	1.0	8.0	9.0	31.337835891936237	свой_DET	-2.276572242605403	0.02339017196600108	0.0	6.0	6.0	33.91574935070157	любить_VERB	-3.8566329558954227	0.0001345514866013771	1.0	28.0	29.0	0.27569599604622164	у_ADP	-2.0531049720389642	0.04053918572169958	2.0	14.0	16.0	93.72659738856943	теперь_ADV	-2.1503325422139454	0.03218523780987133	0.0	5.0	5.0	35.27502063961897	хотеться_VERB	-2.1647899477688797	0.031051400953632798	0.0	5.0	5.0	41.01890065974892	они_PRON	-2.8161225252493076	0.005124705388867185	0.0	9.0	9.0	8.112408630576754	подруга_NOUN	-2.689209992514813	0.007490747760470979	0.0	13.0	13.0	17.401007047574083	на_ADP	-2.1054025177570734	0.035713276122906645	5.0	21.0	26.0	43.96304290729808								год_NOUN	-2.3360731036520606	0.019945656873149392	1.0	9.0	10.0	19.127884941350267	курс_NOUN	-2.0664698244743387	0.03948904010382381	0.0	5.0	5.0	25.19400758623959	сейчас_ADV	-2.319695251603957	0.020908490898349435	0.0	6.0	6.0	23.33387584255797	хотеться_VERB	-2.2281266652311245	0.026480820937600916	0.0	6.0	6.0	33.10102617200114	пока_ADV	-2.4047878632335387	0.01658822673532811	1.0	9.0	10.0	23.6050466443719	и_CCONJ	-2.0984677417236814	0.036375210231690304	2.0	11.0	13.0	15.241213087078238	любить_VERB	-3.403905772917713	0.0007288286139458984	2.0	17.0	19.0	0.5619268613522876	не_PART	-2.1711482140502727	0.030382764788739084	6.0	26.0	32.0	29.349750785921955	я_PRON	-2.3912370208273908	0.017162396019441126	9.0	40.0	49.0	12.562873886230904														
