Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
а_CCONJ,0.17,0.01733,14,7.47,big5_lex_повествование.tsv
я_PRON,0.08,0.04885,28,38.5,fpi_lex_повествование.tsv
