Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
все_PRON,-0.09,0.03067,155,38.34,fpi_lex_повествование.tsv
погода_NOUN,-0.09,0.03469,10,43.37,fpi_lex_повествование.tsv
