Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
в_ADP,-0.19,0.00585,44,4.17,big5_lex_повествование.tsv
его_DET,-0.14,0.01084,10,13.35,fpi_lex_описание.tsv
она_PRON,-0.14,0.01148,45,14.13,fpi_lex_описание.tsv
