Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
в_ADP,-0.12,0.00425,63,6.04,fpi_lex_повествование.tsv
хотеть_VERB,0.12,0.00588,27,8.37,fpi_lex_повествование.tsv
раз_NOUN,-0.11,0.01285,16,18.29,fpi_lex_повествование.tsv
вот_PART,0.09,0.03101,15,44.13,fpi_lex_повествование.tsv
