Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
я_PRON,0.17,0.01444,16,7.02,big5_lex_повествование.tsv
сто_NUM,0.1,0.01619,13,18.07,fpi_lex_повествование.tsv
ты_PRON,0.15,0.03229,11,15.69,big5_lex_повествование.tsv
этот_DET,0.14,0.04853,19,23.59,big5_lex_повествование.tsv
