Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
дождаться_VERB,-0.11,0.00836,13,6.44,fpi_lex_повествование.tsv
твой_DET,-0.11,0.01226,64,9.45,fpi_lex_повествование.tsv
у_ADP,0.09,0.04115,20,31.73,fpi_lex_повествование.tsv
