	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	стать_VERB	0.2663283610759439	0.023738803932765697	8	57.732771164486174	я_PRON	0.23360871872459735	0.04827238878685247	15.0	56.720056824551655
1	квартира_NOUN	0.2326841711612107	0.049191973038221426	6	119.63487842895451					
