,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Я,я,PRON,nsubj,[2],[],Case=Nom|Number=Sing|Person=First
2,считаю,считать,VERB,ROOT,[],"[0, 9, 34, 103]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
9,себя,себя,PRON,obj,[2],[],Case=Acc
14,наиболее,наиболее,ADV,advmod,"[23, 34, 2]",[],Degree=Pos
23,подходящим,подходящий,ADJ,amod,"[34, 2]",[14],Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
34,кандидатом,кандидат,NOUN,xcomp,[2],"[23, 54]",Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing
44,",",",",PUNCT,punct,"[54, 34, 2]",[],
46,который,который,PRON,nsubj,"[54, 34, 2]",[],Case=Nom|Gender=Masc|Number=Sing
54,мог,мочь,VERB,acl:relcl,"[34, 2]","[44, 46, 58, 67]",Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
58,бы,бы,AUX,aux,"[54, 34, 2]",[],Mood=Cnd
61,у,у,ADP,case,"[63, 67, 54, 34, 2]",[],
63,Вас,вы,PRON,obl,"[67, 54, 34, 2]",[61],Case=Gen|Number=Plur|Person=Second
67,работать,работать,VERB,xcomp,"[54, 34, 2]","[63, 87, 90, 92]",Aspect=Imp|VerbForm=Inf|Voice=Act
76,в,в,ADP,case,"[87, 67, 54, 34, 2]",[78],
78,качестве,качество,NOUN,fixed,"[76, 87, 67, 54, 34, 2]",[],Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
87,PR,pr,PROPN,obl,"[67, 54, 34, 2]",[76],Foreign=Yes
90,-,-,PROPN,obl,"[67, 54, 34, 2]",[],Foreign=Yes
92,специалиста,специалист,NOUN,obl,"[67, 54, 34, 2]",[],Hyph=Yes
103,.,.,PUNCT,punct,[2],[],
105,Я,я,PRON,nsubj,[107],[],Case=Nom|Number=Sing|Person=First
107,учусь,учиться,VERB,ROOT,[],"[105, 120, 164]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Mid
113,на,на,ADP,case,"[120, 107]",[],
116,2ом,2ом,NUM,amod,"[120, 107]",[],
120,курсе,курс,NOUN,obl,[107],"[113, 116, 140, 148]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
126,в,в,ADP,case,"[140, 120, 107]",[],
128,Воронежском,воронежский,ADJ,amod,"[140, 120, 107]",[],Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
140,ГАСУ,гасу,PROPN,nmod,"[120, 107]","[126, 128]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
145,на,на,ADP,case,"[148, 120, 107]",[],
148,специальности,специальность,NOUN,nmod,"[120, 107]","[145, 162]",Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
162,СО,со,PROPN,nmod,"[148, 120, 107]",[],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
164,.,.,PUNCT,punct,[107],[],
166,Не,не,PART,advmod,"[169, 200]",[],Polarity=Neg
169,смотря,смотреть,VERB,advcl,[200],"[166, 189, 196]",Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act
176,на,на,ADP,case,"[189, 169, 200]",[],
179,мой,мой,DET,det,"[189, 169, 200]",[],Case=Acc|Gender=Masc|Number=Sing
183,юнный,юнный,ADJ,amod,"[189, 169, 200]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
189,возраст,возраст,NOUN,obl,"[169, 200]","[176, 179, 183]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
196,",",",",PUNCT,punct,"[169, 200]",[],
198,я,я,PRON,nsubj,[200],[],Case=Nom|Number=Sing|Person=First
200,уверена,уверена,ADJ,ROOT,[],"[169, 198, 213, 247]",Degree=Pos|Gender=Fem|Number=Sing|StyleVariant=Short
207,",",",",PUNCT,punct,"[213, 200]",[],
209,что,что,SCONJ,mark,"[213, 200]",[],
213,смогу,смочь,VERB,ccomp,[200],"[207, 209, 219]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
219,справиться,справиться,VERB,xcomp,"[213, 200]","[230, 240]",Aspect=Perf|VerbForm=Inf|Voice=Mid
230, , ,SPACE,obj,"[219, 213, 200]",[],
231,с,с,ADP,case,"[240, 219, 213, 200]",[],
233,данной,данной,ADJ,amod,"[240, 219, 213, 200]",[],Case=Ins|Degree=Pos|Gender=Fem|Number=Sing
240,работой,работа,NOUN,obl,"[219, 213, 200]","[231, 233]",Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
247,.,.,PUNCT,punct,[200],[],
249,Меня,я,PRON,obj,[264],[],Case=Acc|Number=Sing|Person=First
254,ничуть,ничуть,ADV,advmod,"[261, 264]",[],Degree=Pos
261,не,не,PART,advmod,[264],[254],Polarity=Neg
264,обижает,обижать,VERB,ROOT,[],"[249, 261, 278, 342, 365, 427]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
271,",",",",PUNCT,punct,"[278, 264]",[],
273,если,если,SCONJ,mark,"[278, 264]",[],
278,делают,делать,VERB,advcl,[264],"[271, 273, 285]",Aspect=Imp|Mood=Ind|Number=Plur|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
285,замечания,замечание,NOUN,obj,"[278, 264]",[313],Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
295,относительно,относительно,ADP,case,"[313, 285, 278, 264]",[],
308,моей,мой,DET,det,"[313, 285, 278, 264]",[],Case=Gen|Gender=Fem|Number=Sing
313,работы,работа,NOUN,nmod,"[285, 278, 264]","[295, 308, 324]",Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
320,или,или,CCONJ,cc,"[324, 313, 285, 278, 264]",[],
324,меня,я,PRON,conj,"[313, 285, 278, 264]","[320, 329]",Case=Gen|Number=Sing|Person=First
329,лично,лично,ADV,advmod,"[324, 313, 285, 278, 264]",[],Degree=Pos
334,",",",",PUNCT,punct,"[342, 264]",[],
336,так,так,ADV,advmod,"[342, 264]",[],Degree=Pos
