,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Я,я,PRON,nsubj,[6],[],Case=Nom|Number=Sing|Person=First
2,вам,вы,PRON,iobj,[6],[],Case=Dat|Number=Plur|Person=Second
6,напишу,написать,VERB,ROOT,[],"[0, 2, 27, 34]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
13,чтобы,чтобы,SCONJ,mark,"[27, 6]",[],Mood=Cnd
19,я,я,PRON,nsubj,"[27, 6]",[],Case=Nom|Number=Sing|Person=First
21,у,у,ADP,case,"[23, 27, 6]",[],
23,вас,вы,PRON,obl,"[27, 6]",[21],Case=Gen|Number=Plur|Person=Second
27,работал,работать,VERB,ccomp,[6],"[13, 19, 23]",Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
34,.,.,PUNCT,punct,[6],[],
36,Я,я,PRON,nsubj,[38],[],Case=Nom|Number=Sing|Person=First
38,закончил,закончить,VERB,ROOT,[],"[36, 47, 55, 64, 88]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
47,учебу,учёба,NOUN,obj,[38],[],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
53,в,в,ADP,case,"[55, 38]",[],
55,ВГАСУ,вгасу,PROPN,obl,[38],[53],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
60,",",",",PUNCT,punct,"[64, 38]",[],
62,и,и,CCONJ,cc,"[64, 38]",[],
64,получил,получить,VERB,conj,[38],"[60, 62, 72]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
72,диплом,диплом,NOUN,obj,"[64, 38]",[79],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
79,бакалавра,бакалавр,NOUN,nmod,"[72, 64, 38]",[],Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
88,.,.,PUNCT,punct,[38],[],
90,Я,я,PRON,nsubj,[92],[],Case=Nom|Number=Sing|Person=First
92,закончил,закончить,VERB,ROOT,[],"[90, 106, 130]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
101,свою,свой,DET,det,"[106, 92]",[],Case=Acc|Gender=Fem|Number=Sing
106,учебу,учёба,NOUN,obj,[92],"[101, 122]",Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
112,с,с,ADP,case,"[122, 106, 92]",[],
114,красным,красный,ADJ,amod,"[122, 106, 92]",[],Case=Ins|Degree=Pos|Gender=Masc|Number=Sing
122,дипломом,диплом,NOUN,nmod,"[106, 92]","[112, 114]",Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
130,.,.,PUNCT,punct,[92],[],
132,Я,я,PRON,nsubj,[137],[],Case=Nom|Number=Sing|Person=First
134,не,не,PART,advmod,[137],[],Polarity=Neg
137,имею,иметь,VERB,ROOT,[],"[132, 134, 152, 162, 234]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
