,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Давно,давно,ADV,advmod,[9],[],Degree=Pos
6,не,не,PART,advmod,[9],[],Polarity=Neg
9,видел,видеть,VERB,ROOT,[],"[0, 6, 33, 40]",Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
14,",",",",PUNCT,punct,"[33, 9]",[],
16,как,как,ADV,advmod,"[33, 9]",[],Degree=Pos
20,ты,ты,PRON,nsubj,"[33, 9]",[27],Case=Nom|Number=Sing|Person=Second
23,как,как,SCONJ,case,"[27, 20, 33, 9]",[],
27,жизнь,жизнь,NOUN,acl,"[20, 33, 9]",[23],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
33,молодая,молодой,ADJ,ccomp,[9],"[14, 16, 20]",Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
40,?,?,PUNCT,punct,[9],[],
42,Что,что,PRON,nsubj:pass,[57],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
46,в,в,ADP,case,"[48, 57]",[],
48,Воронеже,воронеж,PROPN,obl,[57],[46],Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
57,делается,делаться,VERB,ROOT,[],"[42, 48, 65]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Pass
65,?,?,PUNCT,punct,[57],[],
67,Почему,почему,ADV,advmod,[101],[],Degree=Pos
74,к,к,ADP,case,"[76, 101]",[],
76,нам,мы,PRON,obl,[101],[74],Case=Dat|Number=Plur|Person=First
80,в,в,ADP,case,"[82, 101]",[],
82,деревню,деревня,NOUN,obl,[101],[80],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
90,на,на,ADP,case,"[93, 101]",[],
93,лето,лето,NOUN,obl,[101],[90],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
98,не,не,PART,advmod,[101],[],Polarity=Neg
