,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Мне,я,PRON,iobj,[4],[],Case=Dat|Number=Sing|Person=First
4,кажется,казаться,VERB,ROOT,[],"[0, 24, 44]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Mid
11,",",",",PUNCT,punct,"[24, 4]",[],
13,на,на,ADP,case,"[16, 24, 4]",[],
16,картине,картина,NOUN,obl,"[24, 4]",[13],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
24,изображены,изобразить,VERB,csubj,[4],"[11, 16, 37]",Aspect=Perf|Number=Plur|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
35,2,2,NUM,nummod:gov,"[37, 24, 4]",[],
37,женщины,женщина,NOUN,nsubj:pass,"[24, 4]",[35],Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing
44,.,.,PUNCT,punct,[4],[],
46,Обе,оба,NUM,nummod:gov,"[50, 60]",[],Case=Nom|Gender=Fem
50,они,они,PRON,nsubj,[60],[46],Case=Nom|Number=Plur|Person=Third
54,очень,очень,ADV,advmod,[60],[],Degree=Pos
60,грустные,грустный,ADJ,ROOT,[],"[50, 54, 68]",Case=Nom|Degree=Pos|Number=Plur
68,.,.,PUNCT,punct,[60],[],
70,Сзади,сзади,ADV,advmod,[109],[76],Degree=Pos
76,бабушка,бабушка,NOUN,case,"[70, 109]","[86, 92]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
84,в,в,ADP,case,"[86, 76, 70, 109]",[],
86,черном,чёрный,ADJ,nmod,"[76, 70, 109]",[84],Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
92,",",",",PUNCT,punct,"[76, 70, 109]",[],
94,она,она,PRON,nsubj,[109],[],Case=Nom|Gender=Fem|Number=Sing|Person=Third
98,только,только,PART,advmod,[109],[105],
105,что,что,SCONJ,fixed,"[98, 109]",[],
109,похоронила,похоронить,VERB,ROOT,[],"[70, 94, 98, 120, 130, 159]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
120,сына,сын,NOUN,obj,[109],[],Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
125,и,и,CCONJ,cc,"[130, 109]",[],
127,не,не,PART,advmod,"[130, 109]",[],Polarity=Neg
130,хочет,хотеть,VERB,conj,[109],"[125, 127, 136]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
136,отпускать,отпускать,VERB,xcomp,"[130, 109]","[146, 154]",Aspect=Imp|VerbForm=Inf|Voice=Act
146,дочь,дочь,NOUN,obj,"[136, 130, 109]",[],Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing
151,на,на,ADP,case,"[154, 136, 130, 109]",[],
154,войну,война,NOUN,obl,"[136, 130, 109]",[151],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
159,.,.,PUNCT,punct,[109],[],
161,А,а,CCONJ,cc,[173],[],
163,у,у,ADP,case,"[165, 173]",[],
165,женщины,женщина,NOUN,obl,[173],[163],Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing
173,помоложе,молодой,ADJ,ROOT,[],"[161, 165, 182, 210, 239]",Degree=Cmp
182,решительность,решительность,NOUN,nsubj,[173],[198],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
196,в,в,ADP,case,"[198, 182, 173]",[],
198,глазах,глаз,NOUN,nmod,"[182, 173]",[196],Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
204,",",",",PUNCT,punct,"[210, 173]",[],
206,она,она,PRON,nsubj,"[210, 173]",[],Case=Nom|Gender=Fem|Number=Sing|Person=Third
210,хочет,хотеть,VERB,conj,[173],"[204, 206, 216]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
216,пойти,пойти,VERB,xcomp,"[210, 173]",[222],Aspect=Perf|VerbForm=Inf|Voice=Act
