,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Я,я,PRON,nsubj,[3],[1],Case=Nom|Number=Sing|Person=First
1,",",",",PUNCT,punct,"[0, 3]",[],
3,считаю,считать,VERB,ROOT,[],"[0, 41, 57]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
10,что,что,SCONJ,mark,"[41, 3]",[],
14,должность,должность,NOUN,nsubj:pass,"[41, 3]",[24],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
24,директора,директор,NOUN,nmod,"[14, 41, 3]",[],Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
34,просто,просто,PART,advmod,"[41, 3]",[],
41,создана,создать,VERB,ccomp,[3],"[10, 14, 34, 53]",Aspect=Perf|Gender=Fem|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
49,для,для,ADP,case,"[53, 41, 3]",[],
53,меня,я,PRON,obl,"[41, 3]",[49],Case=Gen|Number=Sing|Person=First
57,.,.,PUNCT,punct,[3],[],
59,Потому,потому,ADV,mark,"[72, 141]",[66],Degree=Pos
66,что,что,SCONJ,fixed,"[59, 72, 141]",[],
70,я,я,PRON,nsubj,"[72, 141]",[],Case=Nom|Number=Sing|Person=First
72,целеустремленный,целеустремлённый,ADJ,amod,[141],"[59, 70, 90, 104, 115]",Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
88,",",",",PUNCT,punct,"[90, 72, 141]",[],
90,пунктуальный,пунктуальный,ADJ,conj,"[72, 141]",[88],Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
102,",",",",PUNCT,punct,"[104, 72, 141]",[],
104,надежный,надёжный,ADJ,conj,"[72, 141]",[102],Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
113,и,и,CCONJ,cc,"[115, 72, 141]",[],
115,желающий,желать,VERB,conj,"[72, 141]","[113, 124]",Aspect=Imp|Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act
124,работать,работать,VERB,xcomp,"[115, 72, 141]",[],Aspect=Imp|VerbForm=Inf|Voice=Act
133,молодой,молодой,ADJ,amod,[141],[],Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
141,человек,человек,NOUN,ROOT,[],"[72, 133, 148]",Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
148,.,.,PUNCT,punct,[141],[],
150,Опыта,опыт,NOUN,nsubj,[188],[156],Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
156,работы,работа,NOUN,nmod,"[150, 188]",[171],Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing
163,на,на,ADP,case,"[171, 156, 150, 188]",[],
166,этой,этот,DET,det,"[171, 156, 150, 188]",[],Case=Loc|Gender=Fem|Number=Sing
171,должности,должность,NOUN,nmod,"[156, 150, 188]","[163, 166]",Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
181,у,у,ADP,case,"[183, 188]",[],
183,меня,я,PRON,obl,[188],[181],Case=Gen|Number=Sing|Person=First
188,нет,нет,VERB,ROOT,[],"[150, 183, 205, 213, 239]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
191,",",",",PUNCT,punct,"[205, 188]",[],
193,но,но,CCONJ,cc,"[205, 188]",[],
196,я,я,PRON,nsubj,"[205, 188]",[],Case=Nom|Number=Sing|Person=First
198,быстро,быстро,ADV,advmod,"[205, 188]",[],Degree=Pos
205,учусь,учиться,VERB,conj,[188],"[191, 193, 196, 198]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Mid
211,и,и,CCONJ,cc,"[213, 188]",[],
213,думаю,думать,VERB,conj,[188],"[211, 223]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
219,что,что,SCONJ,mark,"[223, 213, 188]",[],
223,смогу,смочь,VERB,ccomp,"[213, 188]","[219, 229]",Aspect=Perf|Mood=Ind|Number=Sing|Person=First|Tense=Fut|VerbForm=Fin|Voice=Act
229,справиться,справиться,VERB,xcomp,"[223, 213, 188]",[],Aspect=Perf|VerbForm=Inf|Voice=Mid
239,.,.,PUNCT,punct,[188],[],
241,Я,я,PRON,nsubj,[249],[],Case=Nom|Number=Sing|Person=First
243,легко,легко,ADV,advmod,[249],[],Degree=Pos
249,могу,мочь,VERB,ROOT,[],"[241, 243, 254, 288]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
254,найти,найти,VERB,xcomp,[249],[266],Aspect=Perf|VerbForm=Inf|Voice=Act
260,общий,общий,ADJ,amod,"[266, 254, 249]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
266,язык,язык,NOUN,obj,"[254, 249]","[260, 273]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
271,с,с,ADP,case,"[273, 266, 254, 249]",[],
273,коллективом,коллектив,NOUN,nmod,"[266, 254, 249]","[271, 285]",Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
285,т.к,т.к,PROPN,appos,"[273, 266, 254, 249]",[],Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing
288,.,.,PUNCT,punct,[249],[],
290,общительный,общительный,ADJ,ROOT,[],[301],Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
301,.,.,PUNCT,punct,[290],[],
303,К,к,ADP,case,"[305, 313]",[],
305,тому,тому,PRON,obl,[313],"[303, 310]",Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing
310,же,же,PART,advmod,"[305, 313]",[],
313,прошел,пройти,VERB,ROOT,[],"[305, 328, 334]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
320,военную,военный,ADJ,amod,"[328, 313]",[],Case=Acc|Degree=Pos|Gender=Fem|Number=Sing
328,службу,служба,NOUN,obj,[313],[320],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
334,.,.,PUNCT,punct,[313],[],
