Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
мы_PRON,-0.13,0.00169,23,2.23,fpi_lex_повествование.tsv
так_ADV,-0.1,0.01849,15,24.42,fpi_lex_повествование.tsv
в_ADP,-0.09,0.03871,33,51.14,fpi_lex_повествование.tsv
она_PRON,-0.11,0.03976,40,52.52,fpi_lex_описание.tsv
женщина_NOUN,-0.11,0.04264,12,56.32,fpi_lex_описание.tsv
