Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
хороший_ADJ,-0.15,0.00583,15,13.49,fpi_lex_описание.tsv
что_SCONJ,-0.12,0.00654,18,15.12,fpi_lex_повествование.tsv
свой_DET,-0.13,0.0196,74,45.3,fpi_lex_описание.tsv
к_ADP,0.13,0.02075,44,47.96,fpi_lex_описание.tsv
весь_DET,0.13,0.02216,20,51.23,fpi_lex_описание.tsv
себя_PRON,0.12,0.02977,25,68.83,fpi_lex_описание.tsv
даже_PART,0.12,0.03175,15,73.41,fpi_lex_описание.tsv
все_PRON,0.12,0.03613,19,83.54,fpi_lex_описание.tsv
