Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
я_PRON,0.15,0.00053,105,1.05,fpi_lex_повествование.tsv
рассказать_VERB,-0.16,0.00372,10,7.34,fpi_lex_описание.tsv
же_PART,0.12,0.00391,14,7.72,fpi_lex_повествование.tsv
к_ADP,-0.15,0.00497,19,9.81,fpi_lex_описание.tsv
каждый_DET,0.1,0.01477,11,29.12,fpi_lex_повествование.tsv
письмо_NOUN,-0.1,0.02136,19,42.12,fpi_lex_повествование.tsv
то_PRON,-0.12,0.03621,10,71.4,fpi_lex_описание.tsv
весь_DET,0.09,0.0383,19,75.53,fpi_lex_повествование.tsv
