Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
скоро_ADV,0.09,0.03495,14,39.01,fpi_lex_повествование.tsv
в_ADP,-0.11,0.04,20,44.64,fpi_lex_описание.tsv
на_ADP,0.11,0.0484,20,54.01,fpi_lex_описание.tsv
