Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
как_ADV,-0.13,0.00256,10,3.21,fpi_lex_повествование.tsv
работать_VERB,-0.11,0.01206,12,15.08,fpi_lex_повествование.tsv
она_PRON,0.12,0.03024,15,37.8,fpi_lex_описание.tsv
не_PART,0.12,0.03172,20,39.65,fpi_lex_описание.tsv
но_CCONJ,0.09,0.04581,37,57.26,fpi_lex_повествование.tsv
