Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
он_PRON,0.13,0.00176,17,2.79,fpi_lex_повествование.tsv
но_CCONJ,0.12,0.00607,26,9.6,fpi_lex_повествование.tsv
ты_PRON,0.1,0.02571,88,40.69,fpi_lex_повествование.tsv
лето_NOUN,-0.09,0.02983,11,47.22,fpi_lex_повествование.tsv
к_ADP,0.09,0.03231,15,51.15,fpi_lex_повествование.tsv
я_PRON,0.09,0.03374,98,53.4,fpi_lex_повествование.tsv
