,FPI All / 1045,FPI ж / 696,FPI м / 343,FPI н / 6,FPI повествование / 553,FPI описание / 325,FPI официальный / 167,BIG5 All / 536,BIG5 ж / 338,BIG5 м / 198,BIG5 описание / 261,BIG5 повествование / 203,BIG5 рассуждение / 72
надька_PROPN,1,1,0,0,1,0,0,1,1,0,0,1,0
надюшка_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
надюшкиным_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
нае_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
наедаться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наезд_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
нажить_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
нажраться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
назагорались_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
надзор_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
наденька_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
наделить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
навёрстывать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наврядли_PROPN,1,0,1,0,0,1,0,0,0,0,0,0,0
навстречу_ADV,1,1,0,0,0,0,1,0,0,0,0,0,0
навыкат_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
навязать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
навязчивость_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
навязываться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
нагнетать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
надевать_VERB,1,0,1,0,0,0,1,0,0,0,0,0,0
нагнуться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
награждать_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
нагруженный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
нагрузить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
надавать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
надвигающейся_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
мятежность_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
мягкость_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
мюзикл_NOUN,1,0,1,0,1,0,0,1,1,0,0,0,1
мышь_NOUN,1,1,0,0,1,0,0,2,0,2,0,2,0
мотоцыклов_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мотует_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
мотылёк_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
моу_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
моцарт_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
мошенничество_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мощь_NOUN,1,1,0,0,0,1,0,1,1,0,1,0,0
мп3_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
мразь_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мрак_NOUN,1,0,1,0,0,1,0,2,1,1,2,0,0
мрачно_ADV,1,1,0,0,0,1,0,0,0,0,0,0,0
мрачновата_NOUN,1,1,0,0,0,1,0,1,0,1,1,0,0
мск_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
му_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
мудак_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
мотосемьей_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мотористых_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
мото_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
морфея_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
морган-_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
морда_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
мороз_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мороз_PROPN,1,1,0,0,1,0,0,1,1,0,0,1,0
морока_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
морочить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
морщиниста_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
мотивирование_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
морщинной_ADJ,1,0,1,0,0,1,0,0,0,0,0,0,0
моряк_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
мос_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
москвездил_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
мотак_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
мотаться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
мудрая_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
мудрее_ADV,1,1,0,0,0,1,0,0,0,0,0,0,0
мудрено_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
мысли_PROPN,1,0,1,0,0,1,0,0,0,0,0,0,0
мучение_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мучительный_ADJ,1,1,0,0,1,0,0,1,1,0,1,0,0
муштандотович_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
мчаться_VERB,1,1,0,0,0,1,0,1,1,0,1,0,0
мыло_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мыслей_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
мысли_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
муфта_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
мысль-_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
мытак_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мышеловка_NOUN,1,1,0,0,1,0,0,1,1,0,0,0,1
мышечный_ADJ,1,0,1,0,1,0,0,1,1,0,1,0,0
мышка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мышке_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
муха_NOUN,1,0,0,1,1,0,0,0,0,0,0,0,0
мутный_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
мудрец_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
музейный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
мудрость-_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
мудрым_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
муженёк_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мужественно_ADV,1,1,0,0,0,1,0,0,0,0,0,0,0
мужественность_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
музей_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
музыкалки_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мутить_VERB,1,1,0,0,1,0,0,1,0,1,0,1,0
музыки6_NUM,1,1,0,0,1,0,0,0,0,0,0,0,0
мумия_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мурманск_PROPN,1,1,0,0,1,0,0,1,1,0,0,1,0
муррр_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мусорки_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
муську_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
назаров_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
назначенному_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
назойливый_ADJ,1,0,1,0,0,0,1,1,0,1,1,0,0
наращивание_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
настойчивый_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
настораживать_VERB,1,0,1,0,1,0,0,1,0,1,1,0,0
настоящее_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
настраивать_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
настраиваться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
настроен_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
настроить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
настрочить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
настряпала_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
настюх_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
настюхе_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
настюшка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
настюшка_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
насчитать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
ната_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
настойчивость_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
настенька_PROPN,1,1,0,0,1,0,0,2,2,0,0,2,0
настенка_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
наслаждение_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
наркоман_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
наркомания_NOUN,1,1,0,0,1,0,0,1,0,1,0,0,1
нарубить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
нарцисс_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
нарядить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
насквозь_ADV,1,1,0,0,0,1,0,0,0,0,0,0,0
наслышан_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
настена_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
насмешка_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
насморк_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
насмотреться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наставник_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
настаивать_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
настен!как_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
наталь_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
наталья_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
натанцевалась_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
нашиваться_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
начни_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
начни_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
начну_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
начну_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
начудить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
начёс_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
нашимвзором_NOUN,1,0,0,1,0,1,0,0,0,0,0,0,0
начилась_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
нашкодить_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
нашу_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
нашёптывать_VERB,1,1,0,0,0,1,0,2,1,1,2,0,0
нв-5_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
нв_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
нваэс_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
начинка_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
начальный_ADJ,1,1,0,0,1,0,0,1,1,0,0,0,1
наташ_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
нафигачила_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наташа_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
натусик_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
натусь_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
натуська_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
натянутый_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
научишься_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
нахлынуть_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
начальнк_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
находчивый_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
нацепить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
национальность_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
национальный_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
нацист_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
началами_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
нарезать_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
нарадоваться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наивность_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
наработка_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
наколдовать_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
накоплений=_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
накормит_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
накрывать_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
накупался_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
накупаться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
налаживать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
налаживаться_VERB,1,0,1,0,1,0,0,1,1,0,0,1,0
налаживаются_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
налево_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
наловить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
налог_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
налоговый_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
наложить_VERB,1,0,1,0,0,1,0,3,1,2,3,0,0
налюбоваться_VERB,1,1,0,0,0,0,1,1,1,0,0,1,0
накнец_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
наклюкаться_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
наклонный_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
накатались_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наидебильнейший_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наитупейшая_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
наказ_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
наказывать_VERB,1,0,1,0,0,0,1,0,0,0,0,0,0
накаляться_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
накануне_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
накатать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
наклон_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
накачала_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
накачать_VERB,1,0,1,0,1,0,0,1,1,0,1,0,0
накинуть_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
накинуться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
накладывать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
накладываться_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
намекать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
намекнуть_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
намерен_ADJ,1,0,1,0,0,1,0,1,1,0,1,0,0
напряга_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
направо_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
напрвавлен_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
напроисходило_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
напролет_ADV,1,1,0,0,1,0,0,1,1,0,0,0,1
напрыгаться_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
напряг_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
напряга_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
напоследок_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
напряженно_ADV,1,1,0,0,0,1,0,1,1,0,1,0,0
напряжная_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
напряжно_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
напрячь_VERB,1,1,0,0,0,1,0,3,3,0,3,0,0
напугать_VERB,1,1,0,0,0,1,0,1,1,0,1,0,0
напутственный_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
направляться_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
напористый_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
нами:-_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
наоруться_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
намокнуть_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
намёк_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
нано_NOUN,1,0,1,0,0,0,1,0,0,0,0,0,0
нано_X,1,0,1,0,0,0,1,0,0,0,0,0,0
нанотехнологичным_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
наобещаю_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
напасть_VERB,1,0,1,0,0,1,0,0,0,0,0,0,0
напоить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
наперед_ADV,1,1,0,0,0,1,0,0,0,0,0,0,0
наперекор_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
напечатать_VERB,1,0,1,0,0,1,0,1,1,0,1,0,0
написать=_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
написывать_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
напишу_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
монтировать_VERB,1,0,1,0,0,0,1,0,0,0,0,0,0
монстры_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
монотонность_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
малфей_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
манер_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
маниакальный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
маникюр_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
манипулировать_VERB,1,1,0,0,0,1,0,2,0,2,2,0,0
манить_VERB,1,1,0,0,0,1,0,0,0,0,0,0,0
манченко_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
манчестер_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
манчестерский_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
манша_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
маня_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
мара_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
маразм_NOUN,1,1,0,0,0,1,0,1,1,0,0,1,0
маразматичное_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
марал_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
маргуш_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
мандаринка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мандалину_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
мамульке_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
малярный_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
малышунь_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мальдивах_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
мальчишка_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
малюсенький_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
малюют_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
малярить_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
мам_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
мамкин_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
мама_PROPN,1,1,0,0,1,0,0,1,0,1,0,1,0
мамаев_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
мамаеё_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
маману_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
маменькин_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
мамин_NOUN,1,0,1,0,0,1,0,1,1,0,1,0,0
маргушевский_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
марианна_PROPN,1,1,0,0,0,1,0,1,1,0,0,1,0
маринин_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
матем_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
массажист_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
массивный_ADJ,1,1,0,0,0,1,0,1,1,0,1,0,0
мастерица_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
масштаб_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
масштабный_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
мась_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
математик_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
массаж_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
материалов_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
материя_NOUN,1,0,0,1,1,0,0,0,0,0,0,0,0
матерни_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
матренушка_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
матренушка_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
матроскин_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
массажи)))так_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
масловка_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
марионетка_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
марс_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
марк_PROPN,1,1,0,0,1,0,0,1,1,0,0,1,0
маркеса_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
марковка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мармона_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
мародёр_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
марс_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
марсель_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
маскам_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
марсель_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
марфа_PROPN,1,0,1,0,0,1,0,0,0,0,0,0,0
маршака_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
маршрут_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
марь_PROPN,1,1,0,0,0,1,0,0,0,0,0,0,0
марю_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
малыхин_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
малоэтажный_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
махааааа_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
малость_NOUN,1,1,0,0,1,0,0,1,0,1,0,1,0
любовник_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
любовь:-_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
любовь_PROPN,1,1,0,0,0,0,1,1,1,0,0,1,0
любовьютурер_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
любознательный_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
людей-_NUM,1,1,0,0,0,1,0,0,0,0,0,0,0
людка_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
людмила_PROPN,1,1,0,0,0,0,1,0,0,0,0,0,0
"людмилы""-_ADJ",1,1,0,0,0,0,1,0,0,0,0,0,0
людочка_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
людской_ADJ,1,0,1,0,0,1,0,1,1,0,1,0,0
людя_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
люси_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
люська_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
лютик_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
любимому_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
любимец_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
любезный_ADJ,1,0,1,0,1,0,0,1,0,1,0,1,0
лыжный_ADJ,1,0,1,0,0,0,1,0,0,0,0,0,0
лунный_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
лутаром_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
лучезарный_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
лучик_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
лучок_NOUN,1,0,1,0,0,1,0,0,0,0,0,0,0
лыба_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
лысенко_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
любашка_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
ль_PART,1,1,0,0,1,0,0,0,0,0,0,0,0
львёнок_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
льготник_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
льстец_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
лю*тебя_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
любаш_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
лютый_ADJ,1,1,0,0,1,0,0,1,0,1,0,1,0
ляпнуть_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
лясы_VERB,1,0,1,0,1,0,0,0,0,0,0,0,0
макто_PROPN,1,0,1,0,0,0,1,0,0,0,0,0,0
макдональде_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
македония_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
максимально_ADV,1,1,0,0,1,0,0,0,0,0,0,0,0
максимальный_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
максимир_PROPN,1,1,0,0,1,0,0,1,1,0,0,1,0
максимкой_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
малец_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
макароны_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
малина_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
маловато_ADV,1,0,1,0,1,0,0,0,0,0,0,0,0
маловатый_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
малознакомый_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
малознакомых_VERB,1,1,0,0,1,0,0,0,0,0,0,0,0
малолетний_ADJ,1,1,0,0,0,1,0,0,0,0,0,0,0
макдоналтсе_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
майонез_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
лён_PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
магия_NOUN,1,1,0,0,0,0,1,0,0,0,0,0,0
лётчик_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
лёха_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
лёш_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
м.ю._PROPN,1,1,0,0,1,0,0,0,0,0,0,0,0
м_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
магический_ADJ,1,1,0,0,0,0,1,0,0,0,0,0,0
магнитик_NOUN,1,1,0,0,1,0,0,1,1,0,0,1,0
маи_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
мадагаскар_PROPN,1,0,1,0,1,0,0,0,0,0,0,0,0
мадмазель_NOUN,1,0,1,0,1,0,0,0,0,0,0,0,0
мажор_NOUN,1,1,0,0,1,0,0,0,0,0,0,0,0
мазовый_ADJ,1,0,1,0,1,0,0,0,0,0,0,0,0
мазок_NOUN,1,1,0,0,0,1,0,0,0,0,0,0,0
мазохистский_ADJ,1,1,0,0,1,0,0,0,0,0,0,0,0
