Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
и_CCONJ,-0.12,0.03477,22,49.48,fpi_lex_описание.tsv
уже_ADV,-0.09,0.03649,12,51.93,fpi_lex_повествование.tsv
