Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
ты_PRON,0.1,0.01385,62,18.31,fpi_lex_повествование.tsv
в_ADP,-0.12,0.02711,39,35.83,fpi_lex_описание.tsv
по_ADP,-0.09,0.04285,13,56.64,fpi_lex_повествование.tsv
это_PRON,-0.09,0.04474,11,59.15,fpi_lex_повествование.tsv
у_ADP,0.08,0.04789,47,63.31,fpi_lex_повествование.tsv
