Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
разный_ADJ,-0.14,0.01431,13,20.75,fpi_lex_описание.tsv
женщина_NOUN,0.13,0.01567,32,22.72,fpi_lex_описание.tsv
хороший_ADJ,0.09,0.03367,14,48.82,fpi_lex_повествование.tsv
так_ADV,-0.09,0.03946,10,57.21,fpi_lex_повествование.tsv
изобразить_VERB,0.11,0.04235,58,61.41,fpi_lex_описание.tsv
