Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
от_ADP,-0.13,0.0221,13,50.43,fpi_lex_описание.tsv
это_PRON,-0.12,0.02742,28,62.57,fpi_lex_описание.tsv
ну_PART,-0.09,0.02757,15,62.92,fpi_lex_повествование.tsv
все_PRON,0.09,0.02873,11,65.56,fpi_lex_повествование.tsv
знать_VERB,-0.09,0.03027,12,69.08,fpi_lex_повествование.tsv
мой_DET,0.09,0.03979,17,90.79,fpi_lex_повествование.tsv
по_ADP,0.11,0.03991,16,91.08,fpi_lex_описание.tsv
