Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
в_ADP,0.1,0.01792,92,35.34,fpi_lex_повествование.tsv
ты_PRON,0.09,0.03232,52,63.73,fpi_lex_повествование.tsv
они_PRON,-0.12,0.03277,16,64.62,fpi_lex_описание.tsv
за_ADP,0.09,0.03519,16,69.4,fpi_lex_повествование.tsv
весь_DET,0.09,0.04255,19,83.9,fpi_lex_повествование.tsv
к_ADP,-0.11,0.04634,19,91.39,fpi_lex_описание.tsv
