Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
она_PRON,0.14,0.01133,45,13.95,fpi_lex_описание.tsv
его_DET,0.13,0.02006,10,24.7,fpi_lex_описание.tsv
на_ADP,0.12,0.02901,28,35.71,fpi_lex_описание.tsv
такой_DET,0.12,0.03165,13,38.96,fpi_lex_описание.tsv
что_SCONJ,0.09,0.03936,23,48.46,fpi_lex_повествование.tsv
