 	ждать_VERB	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	
100_22_ж_0_повествование	-0.35440373	-0.18190694	0.035797134	-0.1397387	0.09087807	-0.06512535	0.14967743	0.14600044	0.15042198	0.12656498	0.06587598	0.06032347	-0.12835896	-0.11097875	-0.059515752	0.053575065	0.13709393	0.013647409	0.1535648	0.05539489	0.0007386636	0.07748233	-0.06583588	0.12499318	-0.09196779	-0.08399458	-0.015573934	-0.047248155	-0.1831381	-0.037823915	-0.038029607	0.057048365	-0.12397681	0.119185895	0.116353765	0.096914835	-0.17163274	0.061955445	-0.10551995	-0.0048198113	0.05606617	0.006734984	-0.060421605	0.15927215	-0.08317779	0.07251942	0.10173549	-0.23281665	-0.0781492	-0.21190804	0.01952612	0.17367549	0.14978251	-0.049890958	-0.119023934	-0.029551981	-0.043051973	0.045495294	0.05884651	0.08948192	0.12169886	-0.018206198	0.04898355	0.033583485	0.09465483	-0.22510567	0.057846136	0.23640803	-0.077203035	-0.22552693	-0.06213294	-0.12749963	0.02772962	-0.09659532	0.15237796	0.04770813	0.120144345	-0.10707413	0.1759253	0.12107069	0.015320156	0.12336902	0.17946143	-0.13677831	-0.15409324	0.062872365	0.06707934	-0.024156976	-0.004803419	0.18819925	0.14489089	-0.025386732	0.026125789	0.0067589646	0.16284357	0.10285511	-0.25468707	-0.028045367	0.03811145	-0.062177364	-0.017563596	0.21678174	-0.080489635	-0.023331888	0.14592461	0.012897573	0.18067254	-0.26572457	-0.0777615	0.048158135	0.0963786	-0.1067165	-0.059514888	-0.02676512	0.06236378	-0.0475287	0.06463898	-0.08678795	0.0067965686	-0.07446229	0.09938334	0.18756652	-0.015263561	-0.13258292	0.04686588	0.004176237	0.09515971	0.26402965	-0.04315506	0.051611748	-0.012853336	0.007692203	-0.043985337	-0.20310971	0.09290974	-0.0324231	-0.15553561	0.057164602	0.0029465072	-0.12191045	-0.0027029142	0.016559731	-0.036280595	0.04801369	-0.12215238	-0.1074473	-0.09506828	0.06081972	0.034148425	-0.11501392	-0.0076965857	-0.07961829	-0.23353216	0.04113348	0.17719892	-0.05840257	0.14249621	-0.16278772	0.06605744	0.020475965	-0.1420278	0.026425097	0.21739207	0.0112420665	-0.02597294	-0.029860333	0.07510471	-0.09938675	0.17654775	0.060801543	-0.094217874	-0.19205731	0.39641565	0.24058881	0.06172938	-0.0024671291	-0.089269325	0.038530823	-0.09094623	-0.1368436	-0.22246769	0.19398728	-0.01888737	0.009816591	-0.04303942	0.21306163	0.053617906	-0.008548308	0.17248194	-0.15733388	0.03230235	0.021661824	0.009782191	-0.019051682	0.19326168	0.1420025	-0.090894565	-0.102912314	0.20035562	-0.083486274	0.18221174	-0.078120075	0.06254999	-0.020768072	-0.03701093	0.021823395	0.060501702	-0.11610554	-0.069482155	0.026528725	-0.0700527	-0.07949921	0.027860919	0.06955261	0.05266024	0.14547573	-0.15141796	0.10406762	-0.04345785	-0.08462692	0.034124415	0.044590928	0.08459181	0.046402685	0.046583712	0.11238028	-0.13956499	0.1274506	-0.10562575	-0.031696238	0.16883135	-0.05938291	0.17218757	0.027225452	0.12081404	-0.112346284	0.021796763	0.0694529	-0.14172512	0.116036795	0.11257221	-0.034878638	-0.19677636	-0.048495434	0.04746966	-0.035128705	-0.06452561	-0.037468918	-0.07223031	-0.2599584	-0.12337755	-0.09394452	0.27387607	-0.26125914	0.15567414	-0.11641859	0.050816033	-0.024624817	0.019789483	0.26986146	-0.01598631	-0.22410573	0.022550715	-0.117822215	-0.11681561	0.056439564	0.04749678	0.030973226	-0.1205942	-0.07383807	-0.020190274	-0.19817963	-0.014920292	-0.22817597	0.16992702	0.070568904	-0.009290153	-0.13749056	0.018842991	0.13346492	0.15658054	-0.01991701	-0.08424659	0.13836904	0.060544956	-0.07993145	-0.054678712	0.17566451	0.08966356	-0.058722638	0.23462087	-0.10217625	-0.020309476	0.03647361	0.12788445	0.23978095	-0.08183737	0.027885985	-0.047045235	-0.19491121	
101_22_ж_0_повествование	0.12559795	-0.29710504	-0.34666237	-0.03719751	0.122656964	0.30569777	-0.2949651	0.08341081	0.09200164	0.12513706	-0.19161057	-0.014564872	-0.21171269	0.5595508	0.2843786	0.10725279	0.04840675	-0.11455949	-0.2203243	-0.03800651	0.16025324	-0.07988677	0.20487393	0.15845387	-0.098036535	-0.36588827	0.3450355	-0.008768298	-0.009614436	-0.12498434	0.44794104	0.004300583	0.07894821	-0.08527989	0.20396927	0.17571227	0.0043882146	0.028395917	-0.08575954	-0.48778507	-0.01991817	-0.1689261	-0.07465713	0.2700599	0.12914635	-0.4123314	0.014847738	-0.38018543	0.02269038	-0.04880034	0.066343196	0.3136037	0.542455	0.065438025	0.19377442	0.034696244	-0.13718586	0.37665793	0.34263697	-0.27787635	-0.07921364	0.1296724	0.16218099	-0.073823914	0.41505936	-0.40825683	-0.36293823	-0.23516771	-0.15422231	-0.35975876	0.13681948	-0.035400663	0.08557524	0.2376381	0.07272541	-0.19950081	-0.08610667	0.09638439	0.22095364	-0.02189096	0.19255711	-0.13936289	-0.114090584	0.03835435	0.26292777	0.047717202	0.086129375	-0.24582094	-0.06405915	0.1381397	-0.20825319	-0.21029048	0.35340765	-0.14569694	0.14689821	-0.18205234	-0.35406983	0.2068623	-0.121935695	0.21950118	0.118920825	0.2040292	0.0020467704	-0.18898739	0.10486359	-0.07209404	-0.033201527	-0.31003848	0.097029015	-0.003532872	0.18833877	0.33231878	-0.2938181	0.4059955	-0.0048293592	0.051139966	0.029909737	0.1666498	-0.20636837	0.37300342	0.2173922	0.15309204	-0.39191636	-0.014279398	-0.11862558	-0.49890676	-0.35070196	0.23343109	-0.17094785	0.3808091	0.18740344	-0.2991333	-0.098781765	-0.2665207	0.0146671645	-0.03366614	-0.17983118	-0.06471854	-0.12678742	-0.13980573	-0.15574683	-0.19571844	-0.26178357	0.28902057	0.08438806	-0.008056742	-0.074096434	-0.5356542	-0.12130453	0.14071646	0.19262566	0.11408685	-0.20675181	0.10574488	0.4992443	0.35018173	0.06830676	0.16435891	0.22252399	-0.06564313	-0.37739846	0.12801774	0.1111728	-0.11804388	0.06835427	0.11204457	-0.20810734	0.12118491	0.10393922	0.17026308	0.15302955	-0.4766696	0.19045417	0.29507312	-0.09537988	-0.0320932	-0.017211463	0.06456138	-0.033844076	-0.12398547	0.08778432	0.11563042	-0.15135661	-0.1216845	-0.031476606	0.3013725	0.08933899	0.010934589	-0.23526126	0.10215544	0.33792213	-0.19520223	-0.034423996	-0.21771732	-0.11625731	-0.025017587	-0.012436967	0.21877797	-0.044811524	-0.45508134	-0.15385686	0.0051441668	-0.18457973	0.25737157	0.26177436	-0.01661595	0.028664244	-0.30228806	-0.15851359	0.062484603	0.057429343	-0.22689873	0.23712373	0.005841636	0.15158571	-0.010557842	0.04931475	-0.0657112	0.104429305	0.028788367	0.38215348	-0.056144387	0.24354966	-0.13628422	-0.15075812	0.094732285	-0.24765046	0.0122526735	-0.052131042	0.13338989	0.10241527	0.10106262	0.07342027	0.08999347	0.009386489	-0.15142712	0.0156055	0.24631312	-0.009866926	-0.25138643	0.130874	-0.021537535	0.1215912	-0.11795469	-0.06522053	-0.010060438	0.042709563	0.26433185	-0.117223784	0.0606389	0.002401352	0.280345	-0.08865721	0.0683655	-0.2446953	-0.045823123	0.15711072	0.06562956	0.060483526	-0.3187739	-0.115528196	-0.25521088	-0.04697255	0.01902802	-0.08373432	0.023404885	0.28530338	-0.068153515	-0.18929902	0.014643001	0.32210085	0.089397706	-0.20478112	-0.059017982	0.01688771	-0.08658724	-0.07012187	0.04590378	0.48060223	-0.22069734	0.3366076	-0.40567565	-0.012353128	-0.04050235	0.11700823	-0.0030972804	0.1388072	0.4501165	0.01686702	0.108888164	0.7904117	-0.028408477	-0.39649922	-0.06273195	0.11680684	0.09995625	0.045055885	0.09296317	0.31394827	-0.25124922	
101_22_ж_0_повествование	-0.15873462	-0.06725047	-0.13141473	-0.115082905	-0.10462041	0.028309954	0.04947368	0.07550269	0.030312892	0.26345956	-0.02687677	0.013005979	-0.04889384	0.11665402	0.06258985	-0.0033989549	0.07721397	-0.023829922	0.03372082	-0.2722072	-0.027392507	0.08816394	-0.06523515	0.0360074	-0.19719836	-0.18579519	0.25475302	-0.008345578	-0.1076106	0.031450897	0.13272855	0.087196365	0.09082554	-0.053701684	-0.07724244	0.21423495	-0.043468446	0.11189346	0.038611703	-0.18980336	-0.064906396	-0.13594702	-0.115221635	0.18791863	0.026703205	0.117035046	0.2583186	-0.40163592	-0.07050564	-0.18657875	0.14140332	0.18972506	0.1925716	-0.07661797	0.028198497	0.08773533	-0.07598631	0.15803035	0.1696315	0.045500226	0.035622858	-0.050277285	0.15817124	-0.07019148	0.09623741	-0.28016055	-0.07985447	-0.21118686	-0.15237728	-0.2741497	0.056224674	-0.09510438	-0.07157271	-0.0057406947	0.23119047	0.028898463	0.03956216	0.07747088	0.17842382	-0.12483093	-0.06325815	0.045301333	-0.18298627	-0.027664125	-0.022394415	0.1339421	-0.014624919	-0.193089	0.02525361	0.100405574	0.046403483	-0.04475289	0.1315131	0.0757554	0.10212465	-0.16560312	-0.17903599	0.011678504	0.0030450057	0.074654944	-0.0010680435	0.18447296	0.004400881	-0.19663227	-0.0067431703	-0.014019061	-0.039702676	-0.37559056	-0.085153446	0.14898072	0.17868659	-0.051090583	-0.17468545	-0.0017448994	0.063861415	-0.054235384	-0.21928015	-0.045673892	-0.19708438	-0.0442502	0.120733306	0.14161049	-0.1803911	-0.025814267	-0.12844199	-0.15469003	-0.3001036	0.020801213	-0.07616362	0.05109293	0.06186121	-0.114174075	0.07664834	-0.23575526	0.17107543	-0.03153138	-0.061889626	-0.14014587	-0.14123638	-0.013959892	-0.017806653	-0.1047283	-0.1602113	-0.016558722	0.10987697	-0.1458976	-0.039546598	-0.11753814	-0.15904322	0.07072166	-0.021226712	-0.11017033	-0.2087743	0.080055006	0.20141953	-0.1425433	4.8013404e-05	-0.10043332	0.098199576	-0.09511626	-0.10109295	-0.0562199	0.0835485	-0.062025774	0.03794713	-0.10392037	-0.2646577	-0.050309673	-0.013952535	0.14193393	0.05612033	-0.15224715	0.17157322	0.16290902	0.1253379	0.06400128	-0.03322896	0.021283332	-0.20338501	-0.022703014	0.062369578	-0.0027232543	0.20103051	-0.16743033	-0.056259375	0.008085694	0.19510616	0.09053235	0.019160703	-0.023037732	-0.022963595	-0.16024801	0.0028949752	0.016654631	-0.0033511855	-0.01750747	0.004612472	0.009283978	0.14106229	-0.2472746	-0.0089339465	-0.054152913	0.009165487	0.012595963	-0.115584716	0.028068855	-0.04672861	-0.20954579	-0.22926351	0.10021587	-0.007688608	-0.022730436	0.07662389	0.05880913	0.15859836	0.038432725	-0.17966045	-0.026004858	-0.13132662	-0.06249957	0.08294031	0.04970493	-0.005287975	-0.112611145	-0.08290216	0.23098193	-0.008961066	0.075999364	0.05026476	0.15800136	0.18499888	0.06715524	-0.054732047	-0.0021261554	0.0071854293	-0.18250382	0.03791351	-0.018500157	-0.10048859	-0.043707117	0.12956373	0.047656845	-0.0064924583	-0.019548874	-0.038811326	-0.03208659	0.014138695	0.30906427	-0.06809532	-0.092001185	0.026906744	0.23747559	0.16147341	-0.31259504	0.029664509	-0.057157904	-0.067192316	-0.072082065	-0.03729475	-0.11748887	0.08222561	-0.10920198	-0.07091664	-0.09102577	-0.11787392	0.07386195	0.024455057	-0.09149249	-0.07776081	0.038791493	0.039743837	-0.021827567	-0.15406066	0.01423224	-0.09095075	-0.009827206	0.009675721	-0.00064062513	0.23714884	-0.1789485	0.06359175	-0.39097112	0.09738467	-0.022914514	0.1349437	-0.118237704	0.1135251	0.18547878	0.12311824	0.18445314	0.3060458	0.16578075	-0.12844563	0.064578116	-0.07500012	0.08993521	0.14744885	-0.04554201	0.1673116	-0.26067215	
102_22_ж_0_повествование	-0.490559	-0.1569742	0.1797777	-0.07794274	0.08680854	-0.053961206	0.104710005	0.1732728	0.03204995	0.28754747	0.07937626	0.040286187	0.053390052	-0.07483194	-0.00013095017	0.077542074	-0.027478635	-0.16426511	0.18106842	-0.17770816	0.20564725	-0.0011472652	-0.104268216	0.10544636	-0.28427228	-0.015712336	0.18220502	0.041206222	-0.02195675	-0.20309736	0.032230925	0.2290747	-0.14413425	0.21903467	0.11138084	0.17357968	-0.06555302	0.20623256	-0.036823004	0.0624647	-0.054644823	-0.025517223	-0.04569977	0.09168842	-0.019585764	0.18092503	0.09089359	-0.10526464	-0.23965979	-0.22201538	-0.010216395	0.21841562	0.16657086	-0.18578058	-0.031184182	-0.12800895	-0.25292322	0.08050701	0.29356754	0.071161635	0.11591301	-0.07052988	0.18206505	0.17386563	-0.05021864	-0.15316814	-0.049108457	0.09560031	-0.03676611	0.052552808	-0.042963702	-0.08878711	-0.046552826	0.02907716	0.31395265	0.03972809	0.14351644	0.06952184	0.24432266	-0.033208203	0.036048222	0.041267265	0.06867082	-0.017225625	-0.0629585	0.061669707	0.111646354	0.052390907	0.055215996	0.17516637	0.049451243	0.0034627107	0.07953097	-0.08466574	0.023109587	0.12226627	-0.36429211	0.017715232	0.17477669	-0.12102743	0.20381665	0.37941232	-0.17643355	0.014781888	-0.11751769	-0.035314985	-0.036391214	-0.22238918	-0.05866148	0.17398505	0.08733959	-0.102831595	-0.15121186	0.12725173	0.13765131	0.13152184	0.11650809	-0.05549949	0.17644405	-0.3082744	0.08355222	0.10611755	0.13352393	-0.16259937	-0.2003237	0.0010419736	0.06595695	0.20596947	0.014135663	0.048182923	0.050537914	-0.0910408	-0.012224768	-0.13932899	0.007984425	0.11165366	-0.04835398	0.14246139	-0.1284103	-0.098234504	-0.1469767	0.0016262805	-0.17210625	-0.10907758	-0.13989548	-0.1939677	-0.011431473	0.1910647	-0.16211359	-0.08160666	0.13047552	-0.14904678	-0.16055971	0.04043526	0.1316939	-0.18168657	0.2490499	0.04912141	0.2361147	-0.10949248	-0.04254183	-0.05595817	0.24422912	-0.0386242	0.012669519	0.041281737	-0.08199706	-0.018250534	0.115530364	0.028010434	-0.14774187	-0.16952662	0.37164482	0.2763105	0.0054169795	-0.26048747	-0.05462526	-0.062128205	-0.17449917	0.017629696	-0.25025663	0.14624703	0.06000778	-0.0040721386	0.20160228	0.2025249	-0.004836964	-0.14062321	0.19419135	-0.14161001	-0.1115162	-0.10399634	-0.14501941	-0.06913661	-0.009432852	0.02271927	-0.08348162	-0.06428794	0.07608029	-0.06309234	0.09092787	-0.040384963	-0.05058168	0.005960261	0.060915444	0.065184325	-0.18997896	-0.16186927	0.023357516	-0.069969535	-0.04400162	-0.13093852	-0.03341035	-0.013050482	0.114076205	0.24762613	-0.049595386	-0.041194625	0.07227471	-0.065125525	0.14551489	0.04940541	-0.019307012	-0.015541946	0.057389107	0.05582492	0.06910382	0.023355223	-0.1640808	-0.0018617287	-0.07975895	-0.16392525	0.1345626	-0.18367893	-0.037559304	-0.16012178	-0.1225858	-0.07642304	-0.20973442	0.010321568	0.13983528	0.069112875	-0.274395	0.03704081	0.019199943	0.063007735	-0.059288036	0.007383739	-0.17980707	-0.098213114	-0.009841408	0.04824492	0.3043612	-0.10937998	0.1137841	-0.14784235	0.1573054	0.036340505	0.09615156	0.22820418	0.06821854	-0.28216216	-0.044663478	-0.007730469	-0.09771732	-0.0786199	0.0995513	-0.076718606	0.040079158	-0.06496128	-0.20224677	-0.07734477	0.03110379	-0.15398501	-0.0646149	0.035793036	-0.20095833	-0.07831415	0.12859209	-0.008964755	0.07944841	-0.07652081	-0.013941109	-0.062033087	0.15540855	0.027040951	-0.03588852	0.17107385	0.03832481	-0.030562567	0.2658848	-0.20447226	0.026281724	-0.05778901	0.029471254	0.25138903	-0.045738712	-0.065549575	0.10943815	-0.23667093	
104_24_ж_0_повествование	-0.33800054	-0.26655173	0.06984446	-0.058097105	-0.015761344	0.105343886	0.0059674294	0.21050894	-0.09585735	0.10239998	0.094808154	0.03571981	0.20633732	-0.015291777	-0.07928561	-0.080787845	0.162115	-0.22851841	0.061170105	-0.15130462	0.10157009	0.0062508136	-0.02106458	0.16999781	-0.12721582	-0.17487277	0.039887454	0.07973446	-0.042516965	0.015888244	0.1790341	0.20699841	-0.0881268	0.05391882	-0.038826834	-0.001193972	-0.020589137	0.12699835	-0.00060220185	-0.08358664	-0.1532145	-0.07100273	-0.012021336	0.1013434	-0.06370954	-0.0062055388	0.036817342	0.022889718	-0.28477606	-0.16500624	-0.18961753	0.17012095	0.15228309	-0.10322525	-0.1206291	-0.17653583	-0.087548524	0.07899929	0.34369898	0.012692059	0.09518689	-0.189663	0.25919646	0.19775748	-0.24926312	-0.098857254	0.007460048	-0.014410611	-0.17332853	-0.1555433	0.029999191	0.12729384	-0.09660881	0.062191352	0.14979304	-0.02957263	0.17065574	-0.08739301	0.13922374	0.03288286	-0.051645193	0.15927066	0.052916314	-0.051880956	-0.0499399	0.15732087	0.03663058	0.095689714	0.03687111	0.12999983	0.1903643	0.05140565	0.12667497	-0.1746496	0.10330721	-0.05812706	-0.11818674	0.16561665	0.102748126	-0.077238806	0.0027924196	0.1153141	-0.037425917	0.19165535	0.100562125	0.00326096	-0.122015156	-0.33038625	-0.021059185	0.12778659	0.050994378	0.08596257	-0.2772443	0.056925703	0.14269336	0.103933334	0.17489274	0.030664356	-0.15894671	-0.20883362	0.13174514	0.10319412	0.041303165	-0.007562881	-0.32771844	0.039006162	-0.12585975	-0.073843576	-0.041646015	0.1369658	0.20819013	-0.15330239	0.08060997	-0.08130867	0.002094306	0.05297717	0.0056386045	0.04047975	-0.050230727	0.024135172	-0.07342213	0.09354061	-0.20885473	-0.088103175	-0.028427063	-0.07406978	-0.04458499	-0.027969642	-0.014605361	-0.15740567	-0.05401087	0.0145573495	-0.18185335	0.35601747	0.08131345	-0.03523187	0.09221224	-0.04393619	0.3190616	-0.08792054	0.064563714	-0.0123773785	0.16064091	0.2227941	0.06758798	-0.024960868	-0.13185628	-0.06275571	0.16952546	-0.04514249	-0.1564934	-0.10479835	0.2481669	0.21802598	-0.07308569	-0.052741874	-0.111797266	0.015848214	-0.12328991	-0.2284921	-0.17643948	0.041962463	0.037867136	0.06356918	0.1427138	0.06794971	-0.0022508204	0.1299575	0.04627499	0.16438268	0.05327757	-0.04486387	-0.026615808	0.01639221	0.1799884	0.006040767	-0.0023602943	-0.34100744	-0.00014717488	-0.12113964	-0.011083323	-0.119529806	0.11019441	0.014783549	0.12150637	0.1660449	0.018708311	-0.09227041	-0.16902371	-0.24230571	0.10817508	-0.12840311	-0.0789932	0.047753435	0.074685864	0.073652826	-0.15059645	-0.057418574	-0.115471296	0.07082391	0.05185588	0.03766555	0.013523948	-0.018396337	0.22248022	-0.102639	0.0034717743	0.11693856	-0.057946682	0.016423812	-0.07880103	-0.08003757	-0.029565794	-0.0066708983	-0.18815619	-0.031825148	-0.14670916	0.04128332	0.009165049	-0.011904734	0.15039428	0.15735361	-0.20727445	0.054086912	-0.06731844	0.0014377808	-0.16444689	0.05384602	0.1531	-0.24950832	-0.15643093	0.09360846	0.31555238	-0.08747351	0.071289055	-0.22432359	0.066571675	-0.058887597	-0.1643527	0.123480685	0.027118651	-0.2043886	-0.16933559	0.026627535	-0.072300315	0.18130343	0.05974262	0.032469884	-0.21262644	-0.11171309	-0.030488214	-0.059552785	-0.0010181895	-0.12860686	-0.019640328	0.11804647	0.1660185	0.082098685	0.16408484	0.17446272	0.20852263	-0.21366487	0.040276904	0.061981793	-0.053011864	-0.036468986	-0.049576905	0.14437865	0.15965109	-0.033626076	0.16589591	-0.08416769	-0.14512448	0.038539845	0.092006065	0.10980922	-0.065431416	-0.053163704	0.1196445	-0.08936154	
109_22_ж_0_повествование	-0.30941442	-0.24402158	-0.055535506	-0.13953209	0.051908046	-0.028639873	0.14972566	0.13448916	0.007930167	0.013340523	-0.042083368	-0.064146765	0.07556096	0.002151237	-0.029592788	-0.10134808	0.005636361	-0.11005943	0.15430829	-0.34267357	0.1316499	-0.030721284	-0.012123313	0.050560158	-0.110739104	-0.19339757	0.024057753	0.08897045	0.059661876	0.05253531	0.08182859	0.09131682	-0.10351064	0.14773433	-0.057205375	0.07711326	-0.06290076	0.16020447	-0.00445273	0.0102088	-0.13282011	0.058555335	-0.03844048	0.16159867	0.008958059	0.011509776	0.14444552	-0.13847901	-0.1406287	-0.28342474	-0.11581459	-0.006719234	0.02292152	-0.038676556	-0.049262803	-0.032328736	-0.17684428	0.04160561	0.09072805	0.11102178	0.06455716	0.04561481	0.2208222	-0.15138564	-0.007007847	-0.19358866	0.040469408	-0.061355695	-0.16901071	-0.13897689	0.023607634	-0.039285775	-0.13458803	0.029860862	0.19718015	0.09458831	0.10603208	0.020671383	-0.038694035	0.07739768	-0.089127816	0.030069573	-0.022837035	-0.10279042	-0.09150637	0.10159742	-0.01972113	0.04572931	-0.11376939	0.1254535	0.114845365	0.02170188	0.17296189	-0.07850183	0.18747722	0.02198535	-0.11280248	0.19577582	0.12846348	-0.11172455	0.036897417	0.11997706	-0.07549003	0.027459523	-0.047157466	0.14402394	-0.022904001	-0.30792773	-0.09899258	0.07595328	0.14999597	0.04824668	-0.17946286	-0.011102575	0.008259955	0.15033434	-0.13535285	-0.0946429	0.1053867	-0.15478778	0.10923285	0.08822615	-0.027043447	-0.11791515	-0.22867756	0.12594922	-0.005232904	0.022266947	0.07960614	-0.02352343	0.048645947	-0.082153	-0.13462882	-0.13824804	0.03675416	-0.041368842	0.02853066	-0.11926272	-0.07277607	0.104219876	-0.12515925	0.03261855	-0.11238393	-0.07561204	-0.05495357	-0.1336301	-0.016452523	0.07919821	-0.17111786	0.018196179	0.002776527	-0.012880761	-0.24569796	0.15058288	0.12419385	0.046171486	-0.047648747	0.008193575	0.08447493	-0.055387985	0.056103587	-0.06663298	0.09923861	-0.06479945	-0.08026284	0.058048684	-0.2501383	-0.06921957	0.0932003	0.033508528	-0.024508787	-0.095100224	0.24838154	0.23260702	-0.03405039	0.022250826	-0.06313651	0.037338708	-0.20544825	-0.031430956	-0.111701764	0.03655291	0.13177317	-0.0014995337	0.124772795	0.105701864	0.10117414	0.08397112	0.11344335	0.043441694	-0.14248268	-0.193147	-0.13611417	-0.0366682	0.06283712	0.1403257	0.061942417	-0.116339795	-0.025585234	-0.016499273	0.060213834	-0.013526127	-0.10811818	-0.03774561	0.059338693	0.056077912	-0.19739926	-0.063792475	-0.15948464	-0.11117351	-0.018897103	-0.0100186365	-0.021870071	-0.05328547	0.15412955	0.14875747	-0.04855087	0.0146213425	-0.027652957	-0.009890367	-0.038254544	0.15460368	-0.04812394	-0.05373909	0.06638574	0.054325074	-0.018209992	-0.035211284	0.03627202	0.18963064	0.051740985	-0.06331644	0.050700795	-0.08713612	0.014231712	-0.059014637	-0.030129073	-0.17248029	-0.06622162	0.048445266	0.13822474	0.021935523	-0.09219275	0.03820449	0.009508394	0.023090472	-0.030520784	0.108941734	-0.016220173	-0.094987296	-0.14093621	0.13891315	0.27946904	-0.22475462	0.120732486	-0.029139392	-0.002744715	-0.054691125	0.11563086	-0.019505836	0.08429854	0.0060937963	-0.00876687	-0.0005216847	-0.106422365	0.007214797	0.03720303	0.0012817638	-0.091897376	-0.051552415	-0.0965767	-0.09665173	-0.118861474	0.026646828	-0.07167599	0.072873205	0.010901049	-0.036622692	0.14283924	-0.029572913	-0.04637755	-0.21925288	-0.056832675	0.019722005	0.12531836	-0.00534416	0.1486534	0.038200367	0.101592205	-0.003479045	0.27761337	-0.07279839	-0.10956672	0.016248088	0.0034373626	-0.03027297	-0.07683731	-0.022340467	0.13212979	-0.14342771	
